Most searched and second most searched Republican candidates leading up to 3rd GOP Debate,,,
"All results based on US search interest, 9/17-10/23/15",,,
1st_LastDebate is the most searched candidate leading up to the 9/16 debate,,,
FIPS Code,1st,2nd,1st_LastDebate
22093,Carly Fiorina,Ted Cruz,Donald Trump
22095,Donald Trump,Ben Carson,Donald Trump
22097,Donald Trump,Ben Carson,Ted Cruz
22099,Donald Trump,Ben Carson,Donald Trump
22101,Donald Trump,Ben Carson,Donald Trump
22103,Donald Trump,Ben Carson,Donald Trump
22105,Donald Trump,Ben Carson,Donald Trump
22107,Donald Trump,Ben Carson,Rick Santorum
22109,Donald Trump,Ben Carson,Donald Trump
22111,Donald Trump,Carly Fiorina,Donald Trump
22113,Donald Trump,Ted Cruz,Donald Trump
22115,Donald Trump,Ben Carson,Donald Trump
22117,Donald Trump,Ben Carson,Donald Trump
22119,Donald Trump,Ben Carson,Ted Cruz
22121,Donald Trump,Ben Carson,Donald Trump
22123,Donald Trump,Carly Fiorina,Donald Trump
22127,Donald Trump,Ben Carson,Donald Trump
23001,Donald Trump,Ben Carson,Donald Trump
23003,Donald Trump,Mike Huckabee,Donald Trump
23005,Donald Trump,Ben Carson,Donald Trump
23007,Donald Trump,Ben Carson,Donald Trump
23009,Donald Trump,Carly Fiorina,Donald Trump
23011,Donald Trump,Carly Fiorina,Donald Trump
23013,Donald Trump,Jeb Bush,Donald Trump
23015,Donald Trump,Carly Fiorina,Donald Trump
23017,Donald Trump,Ben Carson,Donald Trump
23019,Donald Trump,Ben Carson,Donald Trump
23021,Rand Paul,Donald Trump,Donald Trump
23023,Donald Trump,Ben Carson,Donald Trump
23025,Donald Trump,Ben Carson,Lindsey Graham
23027,Donald Trump,Carly Fiorina,Donald Trump
23029,Donald Trump,Ben Carson,Donald Trump
23031,Donald Trump,Carly Fiorina,Donald Trump
24001,Donald Trump,Ben Carson,Donald Trump
24003,Donald Trump,Ben Carson,Donald Trump
24005,Donald Trump,Ben Carson,Donald Trump
24009,Donald Trump,Ben Carson,Donald Trump
24011,Donald Trump,Ben Carson,Donald Trump
24013,Ben Carson,Donald Trump,Donald Trump
24015,Donald Trump,Ben Carson,Donald Trump
24017,Donald Trump,Carly Fiorina,Donald Trump
24019,Donald Trump,Ben Carson,Donald Trump
24021,Donald Trump,Ben Carson,Donald Trump
24023,Donald Trump,Ben Carson,Donald Trump
24025,Donald Trump,Ben Carson,Donald Trump
24027,Donald Trump,Carly Fiorina,Donald Trump
24029,Donald Trump,Carly Fiorina,Donald Trump
24031,Donald Trump,Ben Carson,Donald Trump
24033,Ted Cruz,Donald Trump,Donald Trump
24035,Donald Trump,Carly Fiorina,Donald Trump
24037,Donald Trump,Ben Carson,Mike Huckabee
24039,Ben Carson,Donald Trump,Ben Carson
24041,Donald Trump,Ben Carson,Donald Trump
24043,Donald Trump,Carly Fiorina,Donald Trump
24045,Donald Trump,Marco Rubio,Donald Trump
24047,Donald Trump,Ben Carson,Donald Trump
25001,Donald Trump,Carly Fiorina,Donald Trump
25003,Donald Trump,Mike Huckabee,Donald Trump
25005,Donald Trump,Ben Carson,Donald Trump
25007,Donald Trump,Jeb Bush,Donald Trump
25009,Donald Trump,Carly Fiorina,Donald Trump
25011,Donald Trump,Rand Paul,Donald Trump
25013,Donald Trump,Marco Rubio,Donald Trump
25015,Donald Trump,Ben Carson,Donald Trump
25017,Donald Trump,Carly Fiorina,Donald Trump
25019,Donald Trump,Ben Carson,Donald Trump
25021,Donald Trump,Carly Fiorina,Donald Trump
25023,Donald Trump,Ben Carson,Donald Trump
25025,Donald Trump,Carly Fiorina,Donald Trump
25027,Donald Trump,Ben Carson,Donald Trump
26001,Donald Trump,No data,Donald Trump
26003,Donald Trump,Marco Rubio,Donald Trump
26005,Donald Trump,Ben Carson,Donald Trump
26007,Rand Paul,Donald Trump,Ted Cruz
26009,Donald Trump,Rand Paul,Donald Trump
26011,Donald Trump,Ben Carson,Donald Trump
26013,Donald Trump,No data,No data
26015,Donald Trump,Ben Carson,Scott Walker
26017,Donald Trump,Carly Fiorina,Donald Trump
26019,Donald Trump,Ben Carson,Marco Rubio
26021,Donald Trump,Ben Carson,Donald Trump
26023,Donald Trump,Ben Carson,Donald Trump
26025,Donald Trump,Ben Carson,Rand Paul
26027,Ben Carson,Donald Trump,Donald Trump
26029,Donald Trump,Ben Carson,Donald Trump
26031,Donald Trump,Ben Carson,Donald Trump
26033,Donald Trump,Ben Carson,Donald Trump
26035,Donald Trump,Ben Carson,Donald Trump
26037,Donald Trump,Ben Carson,Donald Trump
26039,Rick Santorum,Donald Trump,Donald Trump
26041,Donald Trump,Carly Fiorina,Donald Trump
26043,Ben Carson,Donald Trump,Donald Trump
26045,Donald Trump,Ben Carson,Donald Trump
26047,Donald Trump,Ben Carson,Donald Trump
26049,Donald Trump,Ben Carson,Donald Trump
26051,Donald Trump,Ben Carson,Donald Trump
26053,Donald Trump,Ben Carson,Donald Trump
26055,Donald Trump,Ben Carson,Donald Trump
26057,Donald Trump,Ben Carson,Donald Trump
26059,Donald Trump,Carly Fiorina,Donald Trump
26061,Donald Trump,Ben Carson,Scott Walker
26063,Donald Trump,Ben Carson,Donald Trump
26065,Donald Trump,Ben Carson,Donald Trump
26067,Donald Trump,Ben Carson,Ben Carson
26069,Donald Trump,Ben Carson,Donald Trump
26071,Donald Trump,Jeb Bush,Donald Trump
26073,Donald Trump,Ben Carson,Donald Trump
26075,Donald Trump,Ben Carson,Donald Trump
26077,Donald Trump,Ben Carson,Donald Trump
26079,Donald Trump,Carly Fiorina,Donald Trump
26081,Donald Trump,Ben Carson,Donald Trump
26083,John Kasich,Carly Fiorina,Donald Trump
26085,Ben Carson,Donald Trump,Donald Trump
26087,Donald Trump,Ben Carson,Donald Trump
26089,Donald Trump,Carly Fiorina,Donald Trump
26091,Donald Trump,Ben Carson,Donald Trump
26093,Donald Trump,Ben Carson,Donald Trump
26095,Lindsey Graham,Ben Carson,No data
26097,Carly Fiorina,Ted Cruz,Donald Trump
26099,Donald Trump,Ben Carson,Donald Trump
26101,Donald Trump,Marco Rubio,Donald Trump
26103,Donald Trump,Ben Carson,Donald Trump
26105,Donald Trump,Ben Carson,Donald Trump
26107,Donald Trump,Ben Carson,Carly Fiorina
26109,Mike Huckabee,Ben Carson,Rand Paul
26111,Donald Trump,Ben Carson,Donald Trump
26113,Ben Carson,Marco Rubio,Donald Trump
26115,Donald Trump,Ben Carson,Donald Trump
26117,Donald Trump,Ben Carson,Donald Trump
26119,Donald Trump,Carly Fiorina,Donald Trump
26121,Donald Trump,Ben Carson,Donald Trump
26123,Donald Trump,Ben Carson,Donald Trump
26125,Donald Trump,Ben Carson,Donald Trump
26127,Donald Trump,Ben Carson,Donald Trump
26129,Donald Trump,Ben Carson,Donald Trump
26133,Donald Trump,Ben Carson,Donald Trump
26135,Donald Trump,Ted Cruz,Donald Trump
26137,Donald Trump,Ben Carson,Donald Trump
26139,Donald Trump,Ben Carson,Donald Trump
26141,Donald Trump,Carly Fiorina,Donald Trump
26143,Donald Trump,Ben Carson,Donald Trump
26145,Donald Trump,Ben Carson,Donald Trump
26147,Donald Trump,Ben Carson,Donald Trump
26149,Jeb Bush,Donald Trump,Ben Carson
26151,Donald Trump,Ben Carson,Donald Trump
26155,Donald Trump,Ben Carson,Donald Trump
26157,Donald Trump,Ben Carson,Donald Trump
26159,Donald Trump,Ben Carson,Donald Trump
26161,Donald Trump,Ben Carson,Donald Trump
26163,Donald Trump,Ben Carson,Donald Trump
26165,Donald Trump,Carly Fiorina,Donald Trump
27001,Donald Trump,Marco Rubio,Donald Trump
27003,Donald Trump,Ben Carson,Donald Trump
27005,Donald Trump,Ben Carson,Donald Trump
27007,Donald Trump,Ben Carson,Donald Trump
27009,Donald Trump,Ben Carson,Donald Trump
27011,Donald Trump,Carly Fiorina,Donald Trump
27013,Ben Carson,Donald Trump,Donald Trump
27015,Donald Trump,Carly Fiorina,Donald Trump
27017,Donald Trump,Ben Carson,Donald Trump
27019,Donald Trump,Ben Carson,Donald Trump
27021,Donald Trump,Ben Carson,Donald Trump
27023,Donald Trump,Ben Carson,Donald Trump
27025,Donald Trump,Jeb Bush,Donald Trump
27027,Donald Trump,Ben Carson,Donald Trump
27029,Carly Fiorina,Donald Trump,Donald Trump
27031,Ben Carson,Donald Trump,Donald Trump
27033,Donald Trump,Rand Paul,Donald Trump
27035,Donald Trump,Ben Carson,Donald Trump
27037,Donald Trump,Carly Fiorina,Donald Trump
27039,Donald Trump,Ben Carson,Donald Trump
27041,Donald Trump,Ben Carson,Donald Trump
27043,Donald Trump,Ben Carson,Donald Trump
27045,Donald Trump,Ted Cruz,Donald Trump
27047,Donald Trump,Ben Carson,Donald Trump
27049,Donald Trump,Carly Fiorina,Donald Trump
27051,Donald Trump,Carly Fiorina,Donald Trump
27053,Donald Trump,Ben Carson,Donald Trump
27055,Donald Trump,Ben Carson,Donald Trump
27057,Donald Trump,Ben Carson,Donald Trump
27059,Donald Trump,Ben Carson,Donald Trump
27061,Donald Trump,Rand Paul,Donald Trump
27063,Donald Trump,Ben Carson,Donald Trump
27065,Donald Trump,Ben Carson,Donald Trump
27067,Ben Carson,Carly Fiorina,Donald Trump
27069,Ben Carson,Donald Trump,Donald Trump
27071,Donald Trump,Ben Carson,Donald Trump
27073,Donald Trump,Ted Cruz,Donald Trump
27075,Donald Trump,Ben Carson,Ted Cruz
27079,Donald Trump,Ben Carson,Donald Trump
27081,Donald Trump,Ted Cruz,Donald Trump
27083,Donald Trump,Ben Carson,Ben Carson
27085,Donald Trump,Ben Carson,Donald Trump
27087,Donald Trump,Lindsey Graham,John Kasich
27089,Donald Trump,Ben Carson,Donald Trump
27091,Ben Carson,Carly Fiorina,Marco Rubio
27093,Donald Trump,Ben Carson,Donald Trump
27095,Donald Trump,Ben Carson,Donald Trump
27097,Donald Trump,Ben Carson,Donald Trump
27099,Donald Trump,Ben Carson,Donald Trump
27101,Donald Trump,Carly Fiorina,Donald Trump
27103,Donald Trump,Ben Carson,Donald Trump
27105,Donald Trump,Jeb Bush,Donald Trump
27107,Donald Trump,Ben Carson,Donald Trump
27109,Ben Carson,Donald Trump,Scott Walker
27111,Donald Trump,Ben Carson,Donald Trump
27113,Donald Trump,Carly Fiorina,Donald Trump
27115,Donald Trump,Ben Carson,Donald Trump
27117,Donald Trump,Carly Fiorina,Donald Trump
27119,Donald Trump,Ben Carson,Donald Trump
27121,Donald Trump,Ben Carson,Donald Trump
27123,Donald Trump,Ben Carson,Donald Trump
27125,Ted Cruz,Carly Fiorina,Donald Trump
27127,Donald Trump,Ted Cruz,Donald Trump
27129,Donald Trump,Ben Carson,Jeb Bush
27131,Donald Trump,Carly Fiorina,Donald Trump
27133,Donald Trump,Carly Fiorina,Ben Carson
27135,Donald Trump,Ben Carson,Donald Trump
27137,Donald Trump,Ben Carson,Donald Trump
27139,Donald Trump,Carly Fiorina,Donald Trump
27141,Donald Trump,Ben Carson,Donald Trump
27143,Carly Fiorina,Ben Carson,Donald Trump
27145,Donald Trump,Ben Carson,Donald Trump
27147,Carly Fiorina,Donald Trump,Donald Trump
27149,Ben Carson,Donald Trump,Donald Trump
27151,Donald Trump,Marco Rubio,Donald Trump
27153,Donald Trump,Ben Carson,Donald Trump
27155,Donald Trump,Ben Carson,Ben Carson
27157,Donald Trump,Ben Carson,Donald Trump
27159,Donald Trump,Ben Carson,Ben Carson
27161,Donald Trump,Rick Santorum,Donald Trump
27163,Ben Carson,Donald Trump,Donald Trump
27165,Donald Trump,Ben Carson,Donald Trump
27167,Ben Carson,Donald Trump,Donald Trump
27169,Donald Trump,Ben Carson,Donald Trump
27171,Donald Trump,Ben Carson,Donald Trump
27173,Donald Trump,Carly Fiorina,Donald Trump
28001,Donald Trump,Ben Carson,Donald Trump
28003,Donald Trump,Ben Carson,Donald Trump
28005,Donald Trump,No data,No data
28007,Ben Carson,Donald Trump,Donald Trump
28009,Donald Trump,No data,No data
28011,Donald Trump,Ben Carson,Rand Paul
28013,Marco Rubio,Ben Carson,Ben Carson
28015,Donald Trump,No data,No data
28017,Donald Trump,Carly Fiorina,No data
28019,Ben Carson,Donald Trump,Donald Trump
28021,Donald Trump,No data,No data
28023,Donald Trump,Ben Carson,Donald Trump
28025,Donald Trump,Ben Carson,Donald Trump
28027,Donald Trump,Ben Carson,Donald Trump
28029,Ted Cruz,Donald Trump,Donald Trump
28031,Donald Trump,Marco Rubio,Donald Trump
28033,Donald Trump,Ben Carson,Donald Trump
28035,Donald Trump,Ben Carson,Donald Trump
28037,Donald Trump,Ben Carson,Ben Carson
28039,Ben Carson,Donald Trump,Donald Trump
28041,Donald Trump,Ben Carson,Donald Trump
28043,Donald Trump,Ben Carson,Donald Trump
28045,Donald Trump,Ben Carson,Donald Trump
28047,Donald Trump,Ben Carson,Donald Trump
28049,Donald Trump,Carly Fiorina,Donald Trump
28051,Donald Trump,Ben Carson,Donald Trump
28053,Donald Trump,Ben Carson,Donald Trump
28057,Donald Trump,Ben Carson,Donald Trump
28059,Donald Trump,Ben Carson,Donald Trump
28061,Donald Trump,Ben Carson,Marco Rubio
28063,Donald Trump,No data,Ben Carson
28065,Donald Trump,No data,Donald Trump
28067,Ben Carson,Donald Trump,Donald Trump
28069,Ben Carson,Donald Trump,Donald Trump
28071,Donald Trump,Ben Carson,Donald Trump
28073,Ben Carson,Rand Paul,Donald Trump
28075,Donald Trump,Carly Fiorina,Donald Trump
28077,Donald Trump,Rand Paul,Donald Trump
28079,Ben Carson,No data,Donald Trump
28081,Donald Trump,Ben Carson,Donald Trump
28083,Donald Trump,Carly Fiorina,Donald Trump
28085,Ben Carson,Donald Trump,Marco Rubio
28087,Donald Trump,Ben Carson,Scott Walker
28089,Donald Trump,Ben Carson,Donald Trump
28091,Donald Trump,Ben Carson,Donald Trump
28093,Ben Carson,Donald Trump,Donald Trump
28095,Donald Trump,Ben Carson,Marco Rubio
28097,Donald Trump,Ted Cruz,Donald Trump
28099,Ben Carson,Donald Trump,Marco Rubio
28101,Donald Trump,Ben Carson,Donald Trump
28103,Donald Trump,Ben Carson,No data
28105,Donald Trump,Ben Carson,Donald Trump
28107,Donald Trump,Ben Carson,Rand Paul
28109,Donald Trump,Ben Carson,Donald Trump
28111,Donald Trump,No data,No data
28113,Donald Trump,Carly Fiorina,Donald Trump
28115,Mike Huckabee,Ben Carson,Donald Trump
28117,Carly Fiorina,Donald Trump,Donald Trump
28119,Donald Trump,Carly Fiorina,Donald Trump
28121,Donald Trump,Ben Carson,Donald Trump
28123,Donald Trump,Ben Carson,Donald Trump
28127,Donald Trump,Ben Carson,Donald Trump
28129,Donald Trump,Ben Carson,Carly Fiorina
28131,Donald Trump,Ben Carson,Donald Trump
28133,Donald Trump,Ben Carson,Scott Walker
28135,Donald Trump,Ben Carson,Donald Trump
28137,Donald Trump,Ben Carson,Donald Trump
28139,Carly Fiorina,Ben Carson,Donald Trump
28141,Donald Trump,Jeb Bush,Donald Trump
28143,Donald Trump,Ben Carson,No data
28145,Mike Huckabee,Donald Trump,Donald Trump
28147,Ben Carson,Jeb Bush,Donald Trump
28149,Donald Trump,Ben Carson,Donald Trump
28151,Marco Rubio,Donald Trump,Donald Trump
28153,Ben Carson,Donald Trump,Donald Trump
28155,Ben Carson,Donald Trump,No data
28157,Donald Trump,Ben Carson,No data
28159,Donald Trump,Ben Carson,Donald Trump
28161,Donald Trump,Ben Carson,No data
28163,Donald Trump,Ben Carson,Donald Trump
29001,Donald Trump,Carly Fiorina,Donald Trump
29003,Donald Trump,Carly Fiorina,Donald Trump
29005,Donald Trump,Ben Carson,Ted Cruz
29007,Donald Trump,Carly Fiorina,Donald Trump
29009,Donald Trump,Ben Carson,Donald Trump
29011,Donald Trump,Ben Carson,Donald Trump
29013,Ben Carson,Donald Trump,Donald Trump
29015,Donald Trump,Ben Carson,Ted Cruz
29017,Donald Trump,Ben Carson,Donald Trump
29019,Donald Trump,Carly Fiorina,Donald Trump
29021,Donald Trump,Ben Carson,Donald Trump
29023,Donald Trump,Carly Fiorina,Donald Trump
29025,Donald Trump,Ben Carson,Donald Trump
29027,Ben Carson,Donald Trump,Donald Trump
29029,Donald Trump,Ben Carson,Donald Trump
29031,Donald Trump,Ben Carson,Donald Trump
29033,Donald Trump,Ben Carson,Donald Trump
29035,Ted Cruz,Donald Trump,Ben Carson
29037,Donald Trump,Ben Carson,Donald Trump
29039,Donald Trump,Ted Cruz,Donald Trump
29041,Ben Carson,Donald Trump,Donald Trump
29043,Donald Trump,Ben Carson,Donald Trump
29045,Donald Trump,Chris Christie,Donald Trump
29047,Donald Trump,Ben Carson,Donald Trump
29049,Jeb Bush,Donald Trump,Donald Trump
29051,Donald Trump,Ben Carson,Carly Fiorina
29053,Donald Trump,Ted Cruz,Donald Trump
29055,Donald Trump,Ben Carson,Donald Trump
29057,Rand Paul,Donald Trump,No data
29059,Donald Trump,Carly Fiorina,Donald Trump
29061,Donald Trump,Ted Cruz,Donald Trump
29063,Ben Carson,No data,Carly Fiorina
29065,Donald Trump,Ben Carson,Donald Trump
29067,Donald Trump,Ted Cruz,Donald Trump
29069,Donald Trump,Ben Carson,Donald Trump
29071,Donald Trump,Ben Carson,Donald Trump
29073,Donald Trump,Ted Cruz,Donald Trump
29075,Ben Carson,Donald Trump,Ben Carson
29077,Donald Trump,Ben Carson,Donald Trump
29079,Donald Trump,Ben Carson,Donald Trump
29081,Donald Trump,Carly Fiorina,Donald Trump
29083,Donald Trump,Ben Carson,Donald Trump
29085,Rand Paul,Jeb Bush,Ben Carson
29087,Carly Fiorina,Ben Carson,Donald Trump
29089,Donald Trump,Ben Carson,Donald Trump
29091,Donald Trump,Ben Carson,Donald Trump
29093,Jeb Bush,Ben Carson,No data
29095,Donald Trump,Ben Carson,Donald Trump
29097,Donald Trump,Ben Carson,Donald Trump
29099,Donald Trump,Ted Cruz,Donald Trump
29101,Donald Trump,Ted Cruz,Donald Trump
29103,Donald Trump,Jeb Bush,No data
29105,Donald Trump,Ben Carson,Donald Trump
29107,Ben Carson,Donald Trump,Donald Trump
29109,Donald Trump,Ben Carson,Donald Trump
29111,Donald Trump,Ben Carson,Donald Trump
29113,Chris Christie,Carly Fiorina,Donald Trump
29115,Donald Trump,Ben Carson,Donald Trump
29117,Donald Trump,Jeb Bush,Donald Trump
29119,Donald Trump,Ben Carson,Donald Trump
29121,Donald Trump,Ben Carson,Donald Trump
29123,Donald Trump,Ben Carson,Donald Trump
29125,Donald Trump,No data,No data
29127,Donald Trump,Ben Carson,Donald Trump
29129,Donald Trump,Ben Carson,Donald Trump
29131,Donald Trump,Jeb Bush,Donald Trump
29133,Donald Trump,Carly Fiorina,Donald Trump
29135,Donald Trump,Carly Fiorina,Ted Cruz
29137,Donald Trump,Ted Cruz,John Kasich
29139,Donald Trump,Ben Carson,No data
29141,Donald Trump,Rand Paul,Donald Trump
29143,Ben Carson,Donald Trump,Chris Christie
29145,Donald Trump,Mike Huckabee,Donald Trump
29147,Donald Trump,Ben Carson,Donald Trump
29149,Donald Trump,Ben Carson,Carly Fiorina
29151,Donald Trump,Ben Carson,Donald Trump
29153,Donald Trump,Ted Cruz,Carly Fiorina
29155,Donald Trump,Ben Carson,Donald Trump
29157,Donald Trump,Ben Carson,Donald Trump
29159,Ben Carson,Donald Trump,Donald Trump
29161,Ben Carson,Donald Trump,No data
29163,Donald Trump,Ben Carson,Ted Cruz
29165,Donald Trump,Ben Carson,Donald Trump
29167,Donald Trump,Jeb Bush,Donald Trump
29169,Donald Trump,Ben Carson,Donald Trump
29171,Ben Carson,Donald Trump,Donald Trump
29173,Donald Trump,Carly Fiorina,Donald Trump
29175,Donald Trump,Carly Fiorina,Donald Trump
29177,Donald Trump,Carly Fiorina,Donald Trump
29179,Donald Trump,Ben Carson,Donald Trump
29181,Donald Trump,Ben Carson,No data
29183,Donald Trump,Carly Fiorina,Donald Trump
29185,Chris Christie,Donald Trump,Ben Carson
29186,Ted Cruz,Donald Trump,Chris Christie
29187,Donald Trump,Ted Cruz,Donald Trump
29189,Donald Trump,Ben Carson,Donald Trump
29195,Carly Fiorina,Donald Trump,Donald Trump
29197,Mike Huckabee,No data,Ben Carson
29199,Donald Trump,Ben Carson,Ben Carson
29201,Donald Trump,Marco Rubio,Donald Trump
29203,Donald Trump,Mike Huckabee,Ben Carson
29205,Donald Trump,Jeb Bush,Donald Trump
29207,Donald Trump,Ted Cruz,Jeb Bush
29209,Ben Carson,Donald Trump,Carly Fiorina
29211,Donald Trump,Ben Carson,Donald Trump
29213,Donald Trump,Ben Carson,Donald Trump
29215,Donald Trump,Ben Carson,Donald Trump
29217,Donald Trump,Ben Carson,Donald Trump
29219,Donald Trump,Rand Paul,Donald Trump
29221,Carly Fiorina,Ben Carson,Donald Trump
29223,Ben Carson,Ted Cruz,Ben Carson
29225,Donald Trump,Ben Carson,Donald Trump
29227,Carly Fiorina,No data,Ted Cruz
29229,Donald Trump,Ted Cruz,Scott Walker
30001,Ted Cruz,Donald Trump,Donald Trump
30003,Donald Trump,Ben Carson,Donald Trump
30005,Donald Trump,Carly Fiorina,Marco Rubio
30009,Ben Carson,Carly Fiorina,Donald Trump
30011,Donald Trump,Carly Fiorina,Marco Rubio
30013,Mike Huckabee,Donald Trump,Donald Trump
30015,Donald Trump,Ben Carson,Donald Trump
30019,Carly Fiorina,Donald Trump,Donald Trump
30023,Donald Trump,Ben Carson,Donald Trump
30025,Donald Trump,Rand Paul,Donald Trump
30027,Carly Fiorina,Donald Trump,Donald Trump
30029,Carly Fiorina,Ben Carson,Donald Trump
30031,Donald Trump,Carly Fiorina,Donald Trump
30035,Donald Trump,Ben Carson,Rick Santorum
30041,Donald Trump,Carly Fiorina,Donald Trump
30043,Carly Fiorina,Donald Trump,Donald Trump
30045,Donald Trump,No data,Carly Fiorina
30047,Donald Trump,Ben Carson,Donald Trump
30049,Donald Trump,John Kasich,Donald Trump
30051,Donald Trump,Ben Carson,Marco Rubio
30053,Ben Carson,Donald Trump,John Kasich
30055,Donald Trump,Carly Fiorina,Ted Cruz
30057,Donald Trump,Ben Carson,Donald Trump
30059,Donald Trump,Ben Carson,Donald Trump
30061,Donald Trump,Ben Carson,No data
30063,Donald Trump,Marco Rubio,Mike Huckabee
30065,Donald Trump,Ted Cruz,Donald Trump
30067,Ben Carson,Donald Trump,Donald Trump
30071,Donald Trump,Carly Fiorina,Donald Trump
30073,Donald Trump,Carly Fiorina,Jeb Bush
30077,Donald Trump,Ben Carson,Donald Trump
30079,Carly Fiorina,Donald Trump,Donald Trump
30081,Donald Trump,Ben Carson,Donald Trump
30083,Donald Trump,Ben Carson,Donald Trump
30085,Donald Trump,Ben Carson,Donald Trump
30087,Donald Trump,Ben Carson,Donald Trump
30089,Donald Trump,Ben Carson,Donald Trump
30091,Donald Trump,Ben Carson,Donald Trump
30093,Donald Trump,Carly Fiorina,Donald Trump
30095,Donald Trump,Rand Paul,Ted Cruz
30097,Donald Trump,Carly Fiorina,Donald Trump
30099,Ben Carson,Donald Trump,Donald Trump
30101,Donald Trump,Carly Fiorina,Donald Trump
30105,Carly Fiorina,Donald Trump,Donald Trump
30107,Donald Trump,Ben Carson,Donald Trump
30109,John Kasich,No data,No data
30111,Donald Trump,Ben Carson,Donald Trump
31001,Donald Trump,Ben Carson,Donald Trump
31003,Donald Trump,Ben Carson,Donald Trump
31007,Ted Cruz,No data,Donald Trump
31011,Ben Carson,Donald Trump,Donald Trump
31013,Ben Carson,Lindsey Graham,No data
31015,Donald Trump,Marco Rubio,Donald Trump
31017,Donald Trump,Carly Fiorina,Carly Fiorina
31019,Donald Trump,Ben Carson,Donald Trump
31021,Donald Trump,Carly Fiorina,Donald Trump
31023,Donald Trump,Carly Fiorina,No data
31025,Ben Carson,Donald Trump,Donald Trump
31027,Donald Trump,Ben Carson,Donald Trump
31029,Jeb Bush,Donald Trump,Ben Carson
31031,Donald Trump,Ben Carson,Donald Trump
31033,Donald Trump,Carly Fiorina,Donald Trump
31035,Ben Carson,Carly Fiorina,Donald Trump
31037,Donald Trump,Carly Fiorina,Donald Trump
31039,Donald Trump,Ben Carson,Donald Trump
31041,Donald Trump,Ben Carson,Carly Fiorina
31043,Donald Trump,Ben Carson,Donald Trump
31045,Donald Trump,Ben Carson,Donald Trump
31047,Donald Trump,Ben Carson,Donald Trump
31051,Donald Trump,Rand Paul,Carly Fiorina
31053,Donald Trump,Carly Fiorina,Donald Trump
31055,Donald Trump,Rand Paul,Donald Trump
31059,Donald Trump,Jeb Bush,Rand Paul
31061,Donald Trump,Carly Fiorina,No data
31063,Carly Fiorina,Ben Carson,Donald Trump
31065,Donald Trump,Jeb Bush,Donald Trump
31067,Donald Trump,Mike Huckabee,Donald Trump
31071,Donald Trump,Ben Carson,Donald Trump
31073,Donald Trump,No data,No data
31075,Donald Trump,Ben Carson,No data
31077,Donald Trump,Ben Carson,No data
31079,Donald Trump,Carly Fiorina,Donald Trump
31081,Ben Carson,Donald Trump,Donald Trump
31083,Donald Trump,No data,Donald Trump
31087,Ben Carson,Donald Trump,Donald Trump
31089,Donald Trump,Ben Carson,Donald Trump
31091,Marco Rubio,No data,No data
31093,Jeb Bush,Ted Cruz,No data
31095,Donald Trump,Ben Carson,Donald Trump
31097,Donald Trump,Ben Carson,No data
31099,Ben Carson,Donald Trump,Donald Trump
31101,Donald Trump,Carly Fiorina,Donald Trump
31105,Donald Trump,Ted Cruz,Rand Paul
31107,Donald Trump,Rand Paul,Donald Trump
31109,Donald Trump,Carly Fiorina,Donald Trump
31111,Donald Trump,Ben Carson,Donald Trump
31119,Donald Trump,Marco Rubio,Ben Carson
31121,Donald Trump,Ted Cruz,Donald Trump
31123,Donald Trump,Marco Rubio,Donald Trump
31125,Donald Trump,Ben Carson,No data
31127,Donald Trump,Carly Fiorina,Scott Walker
31129,George Pataki,No data,Donald Trump
31131,Donald Trump,Ben Carson,Donald Trump
31133,Rick Santorum,Donald Trump,Scott Walker
31135,Donald Trump,Carly Fiorina,Donald Trump
31137,Donald Trump,Carly Fiorina,Donald Trump
31139,Donald Trump,Carly Fiorina,Donald Trump
31141,Donald Trump,Ben Carson,Donald Trump
31143,Donald Trump,Rick Santorum,Donald Trump
31145,Ben Carson,Donald Trump,Donald Trump
31147,Donald Trump,Ben Carson,Donald Trump
31151,Donald Trump,Carly Fiorina,Donald Trump
31153,Donald Trump,Ben Carson,Donald Trump
31155,Donald Trump,Bobby Jindal,Donald Trump
31157,Donald Trump,Ben Carson,Ted Cruz
31159,Donald Trump,Ben Carson,Donald Trump
31161,Donald Trump,Ben Carson,Donald Trump
31167,Donald Trump,Carly Fiorina,Donald Trump
31169,Donald Trump,Carly Fiorina,Bobby Jindal
31173,Donald Trump,Jeb Bush,Donald Trump
31175,Lindsey Graham,Donald Trump,No data
31177,Donald Trump,Jeb Bush,Carly Fiorina
31179,Donald Trump,Ben Carson,Donald Trump
31181,Donald Trump,Ben Carson,Donald Trump
31185,Donald Trump,Ben Carson,Donald Trump
32001,Donald Trump,Ben Carson,Donald Trump
32003,Donald Trump,Carly Fiorina,Donald Trump
32005,Donald Trump,Ben Carson,Donald Trump
32007,Ted Cruz,Ben Carson,Ben Carson
32009,Donald Trump,Ben Carson,Donald Trump
32011,Donald Trump,No data,No data
32015,Donald Trump,No data,No data
32017,Donald Trump,Ben Carson,Donald Trump
32019,Donald Trump,Ben Carson,Donald Trump
32021,Jeb Bush,Donald Trump,Donald Trump
32023,Donald Trump,Carly Fiorina,Donald Trump
32027,Donald Trump,Jeb Bush,Donald Trump
32029,Donald Trump,No data,Donald Trump
32031,Donald Trump,Jeb Bush,Donald Trump
32033,Donald Trump,Ben Carson,Donald Trump
32510,Donald Trump,Ben Carson,Donald Trump
