Most searched and second most searched Republican candidates leading up to 3rd GOP Debate,,,
"All results based on US search interest, 9/17-10/23/15",,,
1st_LastDebate is the most searched candidate leading up to the 9/16 debate,,,
FIPS Code,1st,2nd,1st_LastDebate
45081,Donald Trump,Ben Carson,Donald Trump
45083,Donald Trump,Carly Fiorina,Donald Trump
45085,Donald Trump,Ben Carson,Donald Trump
45087,Donald Trump,Jeb Bush,Ben Carson
45089,Ben Carson,Donald Trump,Donald Trump
45091,Donald Trump,Ben Carson,Donald Trump
46003,Ben Carson,Carly Fiorina,Donald Trump
46005,Donald Trump,Ben Carson,Donald Trump
46007,Donald Trump,No data,No data
46009,Donald Trump,Ben Carson,Donald Trump
46011,Donald Trump,Ben Carson,Donald Trump
46013,Donald Trump,Ben Carson,Donald Trump
46015,Ben Carson,Donald Trump,Donald Trump
46017,Donald Trump,Carly Fiorina,No data
46019,Donald Trump,Ben Carson,Donald Trump
46021,Donald Trump,Rick Santorum,No data
46023,Donald Trump,Marco Rubio,Ben Carson
46027,Donald Trump,Ben Carson,Donald Trump
46029,Donald Trump,Ben Carson,Ben Carson
46031,Donald Trump,Lindsey Graham,No data
46033,Donald Trump,Carly Fiorina,Donald Trump
46035,Donald Trump,Ben Carson,Donald Trump
46037,Donald Trump,Ben Carson,Ted Cruz
46039,Donald Trump,Rand Paul,Donald Trump
46041,Donald Trump,Ted Cruz,Ted Cruz
46045,Donald Trump,Rand Paul,No data
46047,Donald Trump,Ted Cruz,Donald Trump
46049,Ben Carson,No data,No data
46051,Donald Trump,Jeb Bush,Donald Trump
46053,Carly Fiorina,Marco Rubio,No data
46057,Donald Trump,Carly Fiorina,Donald Trump
46059,Donald Trump,Jeb Bush,Ben Carson
46061,Donald Trump,Ted Cruz,No data
46067,Donald Trump,Carly Fiorina,Donald Trump
46069,Donald Trump,Ben Carson,Donald Trump
46071,Donald Trump,No data,Donald Trump
46073,Donald Trump,Ben Carson,Donald Trump
46075,Donald Trump,Rand Paul,Donald Trump
46077,Donald Trump,No data,Carly Fiorina
46079,Donald Trump,Ben Carson,Donald Trump
46081,Donald Trump,Carly Fiorina,Donald Trump
46083,Donald Trump,Ben Carson,Rand Paul
46085,Donald Trump,Ben Carson,Donald Trump
46087,Jeb Bush,Donald Trump,Donald Trump
46089,Donald Trump,Marco Rubio,Donald Trump
46091,Marco Rubio,No data,No data
46093,Donald Trump,Ben Carson,Donald Trump
46097,Carly Fiorina,Donald Trump,Donald Trump
46099,Donald Trump,Ben Carson,Donald Trump
46101,Donald Trump,Ben Carson,No data
46103,Donald Trump,Carly Fiorina,Donald Trump
46105,Donald Trump,Ben Carson,Donald Trump
46107,Donald Trump,Carly Fiorina,Donald Trump
46109,Donald Trump,Ben Carson,Donald Trump
46111,Donald Trump,Jeb Bush,Donald Trump
46113,Donald Trump,Carly Fiorina,Donald Trump
46115,Donald Trump,No data,Donald Trump
46119,Donald Trump,Ted Cruz,Rand Paul
46121,Donald Trump,Rand Paul,Donald Trump
46123,Donald Trump,Ben Carson,Donald Trump
46125,Donald Trump,Ben Carson,Ben Carson
46127,Donald Trump,Carly Fiorina,Donald Trump
46129,Donald Trump,Carly Fiorina,Donald Trump
46135,Donald Trump,Ben Carson,Donald Trump
46137,Donald Trump,No data,No data
47001,Carly Fiorina,Donald Trump,Donald Trump
47003,Donald Trump,Ben Carson,Donald Trump
47005,Donald Trump,Carly Fiorina,Donald Trump
47009,Donald Trump,Ben Carson,Donald Trump
47011,Ben Carson,Donald Trump,Donald Trump
47013,Donald Trump,Ben Carson,Donald Trump
47015,Donald Trump,Ben Carson,Donald Trump
47017,Donald Trump,Chris Christie,Ted Cruz
47019,Donald Trump,Ben Carson,Donald Trump
47021,Donald Trump,Ben Carson,Donald Trump
47023,Ben Carson,Donald Trump,Donald Trump
47025,Donald Trump,Ben Carson,Donald Trump
47027,Ben Carson,Donald Trump,Marco Rubio
47029,Donald Trump,Ben Carson,Donald Trump
47031,Donald Trump,Carly Fiorina,Donald Trump
47033,Donald Trump,Ben Carson,Ted Cruz
47035,Ben Carson,Marco Rubio,Donald Trump
47037,Donald Trump,Ben Carson,Donald Trump
47039,Donald Trump,Ben Carson,Donald Trump
47041,Donald Trump,Ben Carson,Donald Trump
47043,Ted Cruz,Donald Trump,Ted Cruz
47045,Donald Trump,Ben Carson,Donald Trump
47047,Donald Trump,Ben Carson,Donald Trump
47051,Donald Trump,Ben Carson,Donald Trump
47053,Donald Trump,Ben Carson,Donald Trump
47055,Donald Trump,Ben Carson,Donald Trump
47057,Donald Trump,Ben Carson,Donald Trump
47059,Donald Trump,Ben Carson,Donald Trump
47061,Donald Trump,Ben Carson,Donald Trump
47063,Donald Trump,Ben Carson,Donald Trump
47065,Donald Trump,Ben Carson,Donald Trump
47067,Donald Trump,Jeb Bush,Donald Trump
47069,Donald Trump,Ted Cruz,Donald Trump
47071,Donald Trump,Jeb Bush,Donald Trump
47073,Carly Fiorina,Donald Trump,Donald Trump
47075,Donald Trump,Carly Fiorina,Donald Trump
47077,Donald Trump,Ben Carson,Donald Trump
47079,Ben Carson,Donald Trump,Donald Trump
47081,Donald Trump,Ben Carson,Donald Trump
47083,Donald Trump,Ben Carson,Donald Trump
47085,Donald Trump,Ben Carson,Donald Trump
47087,Donald Trump,Ted Cruz,Donald Trump
47089,Ben Carson,Rand Paul,Ben Carson
47091,Donald Trump,Ben Carson,Donald Trump
47093,Ben Carson,Donald Trump,Donald Trump
47095,Donald Trump,No data,No data
47097,Donald Trump,Carly Fiorina,Donald Trump
47099,Donald Trump,Ben Carson,Donald Trump
47101,Donald Trump,Carly Fiorina,Donald Trump
47103,Donald Trump,Ben Carson,Donald Trump
47105,Donald Trump,Ben Carson,Donald Trump
47107,Donald Trump,Ben Carson,Donald Trump
47109,Donald Trump,Ben Carson,John Kasich
47111,Donald Trump,Ben Carson,Donald Trump
47115,Donald Trump,Carly Fiorina,Jeb Bush
47117,Donald Trump,Carly Fiorina,Donald Trump
47119,Donald Trump,Ben Carson,Donald Trump
47121,Ben Carson,Donald Trump,Donald Trump
47123,Donald Trump,Ben Carson,Donald Trump
47125,Donald Trump,Ben Carson,Donald Trump
47127,Donald Trump,Ben Carson,Donald Trump
47129,Donald Trump,Ben Carson,Donald Trump
47131,Donald Trump,Ben Carson,Donald Trump
47133,Donald Trump,Ben Carson,Donald Trump
47135,Donald Trump,Jeb Bush,Chris Christie
47137,Donald Trump,No data,No data
47139,Donald Trump,Ben Carson,Donald Trump
47141,Donald Trump,Ted Cruz,Donald Trump
47143,Donald Trump,Ben Carson,Donald Trump
47145,Ben Carson,Donald Trump,Donald Trump
47147,Ben Carson,Bobby Jindal,Donald Trump
47149,Donald Trump,Ben Carson,Donald Trump
47151,Donald Trump,Ben Carson,Donald Trump
47153,Donald Trump,Ben Carson,Donald Trump
47155,Donald Trump,Ben Carson,Donald Trump
47157,Donald Trump,Ben Carson,Donald Trump
47159,Donald Trump,Ben Carson,Donald Trump
47161,Donald Trump,Rand Paul,Donald Trump
47163,Donald Trump,Ted Cruz,Donald Trump
47165,Donald Trump,Ben Carson,Donald Trump
47167,Donald Trump,Ted Cruz,Bobby Jindal
47169,Donald Trump,Ben Carson,No data
47171,Donald Trump,Chris Christie,Donald Trump
47173,Donald Trump,Carly Fiorina,Donald Trump
47175,Donald Trump,Ben Carson,Donald Trump
47177,Mike Huckabee,Donald Trump,Donald Trump
47179,Donald Trump,Ben Carson,Donald Trump
47181,Donald Trump,Ben Carson,Donald Trump
47183,Donald Trump,Ben Carson,Donald Trump
47185,Carly Fiorina,Donald Trump,Donald Trump
47187,Donald Trump,Ben Carson,Donald Trump
47189,Donald Trump,Ben Carson,Donald Trump
48001,Donald Trump,Ted Cruz,Donald Trump
48003,Donald Trump,Ted Cruz,Donald Trump
48005,Donald Trump,Ben Carson,Donald Trump
48007,Donald Trump,Ben Carson,Donald Trump
48009,Donald Trump,Ben Carson,Donald Trump
48013,Donald Trump,Ted Cruz,Donald Trump
48015,Donald Trump,Ted Cruz,Donald Trump
48017,Donald Trump,Mike Huckabee,Donald Trump
48019,Donald Trump,Carly Fiorina,Donald Trump
48021,Donald Trump,Ben Carson,Donald Trump
48023,Ben Carson,Carly Fiorina,Ben Carson
48025,Donald Trump,Ben Carson,Ben Carson
48027,Donald Trump,Ben Carson,Donald Trump
48029,Donald Trump,Carly Fiorina,Donald Trump
48031,Donald Trump,Carly Fiorina,Donald Trump
48033,Donald Trump,Ted Cruz,Mike Huckabee
48035,Ben Carson,Donald Trump,Donald Trump
48037,Donald Trump,Rand Paul,Marco Rubio
48039,Donald Trump,Ben Carson,Donald Trump
48041,Donald Trump,Jeb Bush,Donald Trump
48043,Ben Carson,Donald Trump,Donald Trump
48045,Rick Santorum,No data,Ted Cruz
48047,Donald Trump,Ted Cruz,Donald Trump
48049,Donald Trump,Ben Carson,Donald Trump
48051,Donald Trump,Rand Paul,Donald Trump
48053,Donald Trump,Ben Carson,Donald Trump
48055,Donald Trump,Ted Cruz,Donald Trump
48057,Ben Carson,Donald Trump,Donald Trump
48059,Donald Trump,Carly Fiorina,Donald Trump
48061,Donald Trump,Ben Carson,Donald Trump
48063,Donald Trump,Marco Rubio,Donald Trump
48065,Donald Trump,Carly Fiorina,Donald Trump
48067,Donald Trump,Ben Carson,Ted Cruz
48069,Ben Carson,Jeb Bush,Donald Trump
48071,Donald Trump,Ted Cruz,Jeb Bush
48073,Donald Trump,Ben Carson,Ted Cruz
48075,Donald Trump,Rand Paul,Donald Trump
48077,Ben Carson,Carly Fiorina,Donald Trump
48081,Donald Trump,No data,No data
48083,Ben Carson,Donald Trump,Donald Trump
48085,Donald Trump,Ben Carson,Donald Trump
48087,Donald Trump,Ted Cruz,No data
48089,Donald Trump,Ted Cruz,Donald Trump
48091,Donald Trump,Ben Carson,Donald Trump
48093,Donald Trump,Ben Carson,Donald Trump
48097,Donald Trump,Ben Carson,Donald Trump
48099,Ted Cruz,Mike Huckabee,No data
48103,Donald Trump,Carly Fiorina,Donald Trump
48107,Donald Trump,Ben Carson,No data
48109,Ted Cruz,Donald Trump,Donald Trump
48111,Donald Trump,Ted Cruz,Donald Trump
48113,Donald Trump,Ben Carson,Donald Trump
48115,Donald Trump,Marco Rubio,Donald Trump
48117,Donald Trump,Marco Rubio,Donald Trump
48119,Donald Trump,No data,Carly Fiorina
48121,Donald Trump,Carly Fiorina,Donald Trump
48123,Mike Huckabee,Donald Trump,Donald Trump
48125,Ben Carson,Donald Trump,Donald Trump
48127,Marco Rubio,Donald Trump,Donald Trump
48129,Carly Fiorina,No data,No data
48131,Jeb Bush,Donald Trump,No data
48133,Donald Trump,Ted Cruz,Donald Trump
48135,Donald Trump,Ben Carson,Donald Trump
48137,Rand Paul,Ben Carson,Donald Trump
48139,Donald Trump,Carly Fiorina,Rand Paul
48141,Bobby Jindal,Donald Trump,Donald Trump
48143,Donald Trump,Mike Huckabee,Donald Trump
48145,Ben Carson,Donald Trump,Donald Trump
48147,Donald Trump,Ted Cruz,Donald Trump
48149,Donald Trump,Carly Fiorina,Donald Trump
48151,Ben Carson,No data,No data
48153,Donald Trump,Ted Cruz,Carly Fiorina
48155,Ben Carson,Donald Trump,Carly Fiorina
48157,Donald Trump,Ben Carson,Donald Trump
48159,Donald Trump,Ben Carson,Donald Trump
48161,Donald Trump,Ted Cruz,Ben Carson
48163,Donald Trump,Carly Fiorina,Donald Trump
48165,Donald Trump,Ben Carson,Donald Trump
48167,Donald Trump,Ben Carson,Donald Trump
48169,Donald Trump,Marco Rubio,No data
48171,Donald Trump,Carly Fiorina,Donald Trump
48173,Donald Trump,Ben Carson,Donald Trump
48175,Donald Trump,Carly Fiorina,Donald Trump
48177,Donald Trump,Ben Carson,Donald Trump
48179,Ben Carson,Donald Trump,Donald Trump
48181,Donald Trump,Ben Carson,Donald Trump
48183,Donald Trump,Ben Carson,Donald Trump
48185,Donald Trump,Ben Carson,Donald Trump
48187,Donald Trump,Ben Carson,Donald Trump
48189,Carly Fiorina,Donald Trump,Donald Trump
48191,Donald Trump,Ben Carson,No data
48193,Marco Rubio,Donald Trump,Donald Trump
48195,Donald Trump,Carly Fiorina,Donald Trump
48197,Ben Carson,Donald Trump,No data
48199,Donald Trump,Ben Carson,Donald Trump
48201,Donald Trump,Jeb Bush,Donald Trump
48203,Donald Trump,Ted Cruz,Ted Cruz
48207,Carly Fiorina,Donald Trump,Donald Trump
48209,Donald Trump,Carly Fiorina,Donald Trump
48211,Donald Trump,Carly Fiorina,Donald Trump
48213,Donald Trump,Ben Carson,Donald Trump
48215,Carly Fiorina,Donald Trump,Donald Trump
48217,Donald Trump,Ben Carson,Rand Paul
48219,Donald Trump,Ben Carson,Donald Trump
48221,Donald Trump,Ted Cruz,Donald Trump
48223,Ben Carson,Carly Fiorina,Donald Trump
48225,Donald Trump,Ben Carson,Donald Trump
48227,Donald Trump,Carly Fiorina,Donald Trump
48229,Donald Trump,No data,No data
48231,Donald Trump,Ted Cruz,Donald Trump
48233,Donald Trump,Ben Carson,Donald Trump
48237,Donald Trump,Ben Carson,Donald Trump
48239,Donald Trump,Jeb Bush,Donald Trump
48241,Donald Trump,Ben Carson,Donald Trump
48245,Donald Trump,Ben Carson,Donald Trump
48249,Donald Trump,Marco Rubio,Donald Trump
48251,Donald Trump,Ben Carson,Donald Trump
48253,Donald Trump,Chris Christie,Donald Trump
48255,Carly Fiorina,Donald Trump,Donald Trump
48257,Donald Trump,Ben Carson,Donald Trump
48259,Donald Trump,Ben Carson,Donald Trump
48263,Carly Fiorina,No data,No data
48265,Donald Trump,Ben Carson,Donald Trump
48267,Donald Trump,Ben Carson,Donald Trump
48269,Carly Fiorina,No data,No data
48271,Donald Trump,Mike Huckabee,No data
48273,Donald Trump,Ben Carson,Donald Trump
48275,Donald Trump,Ben Carson,Donald Trump
48277,Donald Trump,Carly Fiorina,Donald Trump
48279,Donald Trump,Ben Carson,Ted Cruz
48281,Donald Trump,Ben Carson,Donald Trump
48283,Donald Trump,Ben Carson,Donald Trump
48285,Donald Trump,John Kasich,Donald Trump
48287,Ben Carson,Carly Fiorina,Donald Trump
48289,Ben Carson,Donald Trump,Scott Walker
48291,Donald Trump,Ben Carson,Donald Trump
48293,Donald Trump,Ben Carson,Donald Trump
48295,Donald Trump,Ben Carson,Donald Trump
48297,Donald Trump,Carly Fiorina,Donald Trump
48299,Donald Trump,Ben Carson,Donald Trump
48303,Donald Trump,Ben Carson,Donald Trump
48305,Donald Trump,Carly Fiorina,Jeb Bush
48307,Donald Trump,Ben Carson,Donald Trump
48309,Donald Trump,Marco Rubio,Donald Trump
48313,Ben Carson,Donald Trump,Donald Trump
48315,Donald Trump,Ben Carson,Ted Cruz
48317,Donald Trump,Jeb Bush,Donald Trump
48319,Carly Fiorina,Donald Trump,Donald Trump
48321,Donald Trump,Ben Carson,Donald Trump
48323,Donald Trump,Ben Carson,Donald Trump
48325,Donald Trump,Ben Carson,Donald Trump
48327,Ben Carson,No data,Ted Cruz
48329,Donald Trump,Ben Carson,Donald Trump
48331,Donald Trump,Ben Carson,Carly Fiorina
48333,Ted Cruz,Ben Carson,Donald Trump
48335,Donald Trump,Jeb Bush,Donald Trump
48337,Donald Trump,Ben Carson,Donald Trump
48339,Donald Trump,Ben Carson,Donald Trump
48341,Donald Trump,Ben Carson,Donald Trump
48343,Donald Trump,Rand Paul,Donald Trump
48347,Carly Fiorina,Donald Trump,Donald Trump
48349,Donald Trump,Rand Paul,Ted Cruz
48351,Donald Trump,No data,Donald Trump
48353,Donald Trump,Ben Carson,Carly Fiorina
48355,Donald Trump,Bobby Jindal,Donald Trump
48357,Donald Trump,Jeb Bush,Donald Trump
48359,Donald Trump,Chris Christie,No data
48361,Donald Trump,Rand Paul,Donald Trump
48363,Donald Trump,John Kasich,Donald Trump
48365,Donald Trump,Ben Carson,Donald Trump
48367,Donald Trump,Ben Carson,Donald Trump
48369,Donald Trump,Ben Carson,Ted Cruz
48371,Ben Carson,Donald Trump,Donald Trump
48373,Donald Trump,Ben Carson,Donald Trump
48375,Donald Trump,Ben Carson,Donald Trump
48377,Donald Trump,Ted Cruz,Donald Trump
48379,Donald Trump,Jeb Bush,Donald Trump
48381,Donald Trump,Ben Carson,Carly Fiorina
48383,Jeb Bush,Ben Carson,Donald Trump
48385,Donald Trump,Ted Cruz,Donald Trump
48387,Ben Carson,Donald Trump,Donald Trump
48389,Donald Trump,Carly Fiorina,Donald Trump
48391,Ben Carson,Ted Cruz,Donald Trump
48393,Donald Trump,Jeb Bush,No data
48395,Donald Trump,Ben Carson,Donald Trump
48397,Donald Trump,Ben Carson,Donald Trump
48399,Donald Trump,Ben Carson,Donald Trump
48401,Donald Trump,Ben Carson,Donald Trump
48403,Ben Carson,Donald Trump,Donald Trump
48405,Donald Trump,Carly Fiorina,Donald Trump
48407,Donald Trump,Ted Cruz,Donald Trump
48409,Donald Trump,Ben Carson,Donald Trump
48411,Donald Trump,Carly Fiorina,Donald Trump
48413,Donald Trump,Ted Cruz,No data
48417,Donald Trump,Carly Fiorina,No data
48419,Donald Trump,Ben Carson,Donald Trump
48421,Donald Trump,Carly Fiorina,No data
48423,Donald Trump,Ben Carson,Donald Trump
48425,Donald Trump,Carly Fiorina,Donald Trump
48427,Donald Trump,Marco Rubio,Donald Trump
48429,Ben Carson,Donald Trump,Donald Trump
48431,Ben Carson,No data,No data
48433,Ben Carson,Donald Trump,No data
48437,Ben Carson,Donald Trump,John Kasich
48439,Donald Trump,Ben Carson,Donald Trump
48441,Donald Trump,Ben Carson,Donald Trump
48443,Donald Trump,No data,No data
48445,Ben Carson,Chris Christie,Donald Trump
48447,Ben Carson,Donald Trump,Donald Trump
48449,Donald Trump,Ben Carson,Rand Paul
48451,Jeb Bush,Donald Trump,Donald Trump
48453,Donald Trump,Ben Carson,Donald Trump
48455,Donald Trump,Carly Fiorina,Donald Trump
48457,Donald Trump,Ben Carson,Donald Trump
48459,Donald Trump,Carly Fiorina,Donald Trump
48461,Ted Cruz,Marco Rubio,Rand Paul
48463,Donald Trump,Carly Fiorina,Donald Trump
48465,Donald Trump,Ben Carson,Donald Trump
48467,Donald Trump,Ted Cruz,Donald Trump
48469,Donald Trump,Ben Carson,Donald Trump
48471,Donald Trump,Ben Carson,Donald Trump
48473,Donald Trump,Ben Carson,Donald Trump
48475,Donald Trump,Ben Carson,Donald Trump
48477,Ted Cruz,Donald Trump,Donald Trump
48479,Donald Trump,Jeb Bush,Donald Trump
48481,Donald Trump,Ben Carson,Donald Trump
48483,Donald Trump,Ben Carson,Donald Trump
48485,Donald Trump,Ben Carson,Donald Trump
48487,Ben Carson,Donald Trump,Donald Trump
48489,Donald Trump,Ben Carson,Donald Trump
48491,Donald Trump,Ben Carson,Donald Trump
48493,Donald Trump,Ben Carson,Donald Trump
48495,Donald Trump,Chris Christie,Donald Trump
48497,Donald Trump,Ben Carson,Donald Trump
48499,Donald Trump,Ben Carson,Donald Trump
48501,Donald Trump,Ted Cruz,Mike Huckabee
48503,Donald Trump,Ben Carson,Donald Trump
48505,Donald Trump,Jeb Bush,Donald Trump
48507,Donald Trump,Ted Cruz,Donald Trump
49001,Donald Trump,Ben Carson,Donald Trump
49003,Donald Trump,Carly Fiorina,Donald Trump
49005,Donald Trump,Ben Carson,Donald Trump
49007,Donald Trump,Ben Carson,Donald Trump
49009,Carly Fiorina,Donald Trump,No data
49011,Donald Trump,Ben Carson,Donald Trump
49013,Donald Trump,Carly Fiorina,Ben Carson
49015,Donald Trump,Carly Fiorina,Donald Trump
49017,Donald Trump,Ben Carson,Donald Trump
49019,Donald Trump,Ben Carson,Donald Trump
49021,Donald Trump,Ben Carson,Donald Trump
49023,Donald Trump,Ben Carson,Donald Trump
49025,Donald Trump,Ben Carson,Donald Trump
49027,Donald Trump,Ben Carson,Donald Trump
49029,Donald Trump,Marco Rubio,Donald Trump
49031,Donald Trump,Ben Carson,Ben Carson
49033,Donald Trump,Ben Carson,Ted Cruz
49035,Donald Trump,Ben Carson,Donald Trump
49037,Donald Trump,Ben Carson,Donald Trump
49039,Donald Trump,Carly Fiorina,Donald Trump
49041,Donald Trump,John Kasich,Donald Trump
49043,Donald Trump,Ted Cruz,Donald Trump
49045,Donald Trump,Ben Carson,Donald Trump
49047,Donald Trump,Ben Carson,Donald Trump
49049,Donald Trump,Carly Fiorina,Donald Trump
49051,Carly Fiorina,Donald Trump,Donald Trump
49053,Donald Trump,Carly Fiorina,Donald Trump
49055,Donald Trump,Carly Fiorina,Donald Trump
49057,Donald Trump,Ben Carson,Donald Trump
50001,Donald Trump,Jeb Bush,Donald Trump
50003,Donald Trump,Rand Paul,Donald Trump
50005,Donald Trump,Ben Carson,Donald Trump
50007,Donald Trump,Ben Carson,Donald Trump
50009,Marco Rubio,Donald Trump,Ben Carson
50011,Donald Trump,Carly Fiorina,Donald Trump
50013,Donald Trump,Ben Carson,Donald Trump
50015,Donald Trump,Ben Carson,Donald Trump
50017,Donald Trump,Ben Carson,Donald Trump
50019,Donald Trump,Ben Carson,Donald Trump
50021,Donald Trump,Ben Carson,Donald Trump
50023,Donald Trump,Carly Fiorina,Donald Trump
50025,Donald Trump,Carly Fiorina,Donald Trump
50027,Donald Trump,Marco Rubio,Donald Trump
51001,Donald Trump,Ben Carson,Donald Trump
51003,Donald Trump,Carly Fiorina,Donald Trump
51005,Ben Carson,Donald Trump,Donald Trump
51007,Donald Trump,Ben Carson,Donald Trump
51009,Donald Trump,Ben Carson,Donald Trump
51011,Ben Carson,Donald Trump,Donald Trump
51013,Donald Trump,Carly Fiorina,Donald Trump
51015,Donald Trump,Ted Cruz,Donald Trump
51017,Donald Trump,Carly Fiorina,Donald Trump
51019,Carly Fiorina,Donald Trump,Donald Trump
51021,Mike Huckabee,Ted Cruz,Donald Trump
51023,Ben Carson,Carly Fiorina,Donald Trump
51025,Donald Trump,Ben Carson,Donald Trump
51027,Donald Trump,Marco Rubio,Donald Trump
51029,Donald Trump,Jeb Bush,Donald Trump
51031,Donald Trump,Ben Carson,Donald Trump
51033,Donald Trump,Ben Carson,Donald Trump
51035,Donald Trump,Jeb Bush,Donald Trump
51036,Ted Cruz,Donald Trump,Carly Fiorina
51037,Donald Trump,Mike Huckabee,Donald Trump
51041,Donald Trump,Ben Carson,Donald Trump
51043,Donald Trump,Ben Carson,Donald Trump
51047,Donald Trump,John Kasich,Donald Trump
51049,Donald Trump,Ben Carson,Donald Trump
51051,Donald Trump,Ben Carson,Donald Trump
51053,Donald Trump,Ted Cruz,Donald Trump
51057,Donald Trump,Ben Carson,Donald Trump
51059,Donald Trump,Ben Carson,Donald Trump
51061,Donald Trump,Ben Carson,Donald Trump
51063,Donald Trump,Ben Carson,Donald Trump
51065,Donald Trump,Ben Carson,Donald Trump
51067,Donald Trump,Carly Fiorina,Donald Trump
51069,Donald Trump,Ben Carson,Donald Trump
51071,Ben Carson,Donald Trump,Donald Trump
51073,Donald Trump,Carly Fiorina,Donald Trump
51075,Donald Trump,Carly Fiorina,Donald Trump
51077,Donald Trump,Carly Fiorina,Donald Trump
51079,Donald Trump,Ben Carson,Donald Trump
51083,Donald Trump,Ben Carson,Ben Carson
51085,Donald Trump,Ben Carson,Donald Trump
51087,Donald Trump,Carly Fiorina,Donald Trump
51089,Donald Trump,Ben Carson,Donald Trump
51093,Donald Trump,Ben Carson,Donald Trump
51095,Donald Trump,Rand Paul,Donald Trump
51097,Donald Trump,Carly Fiorina,Jeb Bush
51099,Donald Trump,Ben Carson,Donald Trump
51101,Donald Trump,Carly Fiorina,Donald Trump
51103,Donald Trump,Carly Fiorina,John Kasich
51105,Donald Trump,Ben Carson,Donald Trump
51107,Donald Trump,Ben Carson,Donald Trump
51109,Donald Trump,Carly Fiorina,Donald Trump
51111,Ben Carson,Donald Trump,Donald Trump
51113,Donald Trump,Ben Carson,Donald Trump
51115,Donald Trump,Ben Carson,Donald Trump
51117,Donald Trump,Carly Fiorina,Donald Trump
51119,Donald Trump,Ben Carson,Donald Trump
51121,Donald Trump,Ben Carson,Donald Trump
51125,Donald Trump,Ben Carson,Donald Trump
51127,Donald Trump,Ben Carson,Donald Trump
51131,Donald Trump,Ben Carson,Donald Trump
51133,Donald Trump,Carly Fiorina,Donald Trump
51135,Donald Trump,Ben Carson,Ted Cruz
51137,Donald Trump,Ben Carson,Donald Trump
51139,Donald Trump,Ben Carson,Donald Trump
51141,Donald Trump,Marco Rubio,Donald Trump
51143,Donald Trump,Ben Carson,Donald Trump
51145,Donald Trump,Ben Carson,Donald Trump
51147,Donald Trump,Ben Carson,Donald Trump
51149,Donald Trump,Ben Carson,Donald Trump
51153,Donald Trump,Ben Carson,Donald Trump
51155,Donald Trump,Jeb Bush,Donald Trump
51157,Donald Trump,Carly Fiorina,Donald Trump
51159,Donald Trump,Ben Carson,Donald Trump
51161,Donald Trump,Ted Cruz,Donald Trump
51163,Donald Trump,Ben Carson,Donald Trump
51165,Donald Trump,Ben Carson,Donald Trump
51167,Donald Trump,Ben Carson,Donald Trump
51169,Donald Trump,Ben Carson,Donald Trump
51171,Donald Trump,Ben Carson,Donald Trump
51173,Donald Trump,Ben Carson,Donald Trump
51175,Rand Paul,Donald Trump,Donald Trump
51177,Donald Trump,Ben Carson,Donald Trump
51179,Donald Trump,Ben Carson,Donald Trump
51181,Jeb Bush,Ben Carson,Ben Carson
51183,Carly Fiorina,Donald Trump,Donald Trump
51185,Carly Fiorina,Marco Rubio,Donald Trump
51187,Carly Fiorina,Ben Carson,Donald Trump
51191,Donald Trump,Ben Carson,Donald Trump
51193,Ben Carson,Donald Trump,Donald Trump
51195,Donald Trump,Carly Fiorina,Donald Trump
51197,Donald Trump,Ben Carson,Donald Trump
51510,Donald Trump,Ben Carson,Donald Trump
51520,Donald Trump,Ben Carson,Donald Trump
51530,Donald Trump,Ben Carson,Donald Trump
51540,Donald Trump,Ben Carson,Donald Trump
51550,Donald Trump,Ben Carson,Donald Trump
51580,Donald Trump,Ben Carson,Donald Trump
51590,Donald Trump,Ben Carson,Donald Trump
51595,Donald Trump,Ben Carson,Donald Trump
51610,Donald Trump,Carly Fiorina,Donald Trump
51630,Donald Trump,Ben Carson,Donald Trump
51640,Donald Trump,Ben Carson,Donald Trump
51650,Donald Trump,Ben Carson,Donald Trump
51660,Donald Trump,Ben Carson,Donald Trump
51670,Donald Trump,Ben Carson,Donald Trump
51678,Donald Trump,Ben Carson,Donald Trump
51680,Donald Trump,Ben Carson,Donald Trump
51683,Donald Trump,Ben Carson,Donald Trump
51685,Donald Trump,Ben Carson,Donald Trump
51690,Donald Trump,Ben Carson,Donald Trump
51700,Donald Trump,Ben Carson,Donald Trump
51710,Donald Trump,Ben Carson,Donald Trump
51720,Donald Trump,Ben Carson,Donald Trump
51730,Donald Trump,Ben Carson,Donald Trump
51735,Donald Trump,Carly Fiorina,Donald Trump
51740,Donald Trump,Ben Carson,Donald Trump
51750,Donald Trump,Ben Carson,Donald Trump
51775,Donald Trump,Ben Carson,Donald Trump
51790,Donald Trump,Ben Carson,Donald Trump
51800,Donald Trump,Ben Carson,Donald Trump
51810,Donald Trump,Ben Carson,Donald Trump
51820,Donald Trump,Ben Carson,Donald Trump
51830,Donald Trump,Ben Carson,Donald Trump
51840,Donald Trump,Ben Carson,Donald Trump
53001,Donald Trump,Ben Carson,Donald Trump
53003,Donald Trump,Jeb Bush,Donald Trump
53005,Donald Trump,Ben Carson,Donald Trump
53007,Donald Trump,Ben Carson,Donald Trump
53009,Donald Trump,Carly Fiorina,Donald Trump
53011,Donald Trump,Carly Fiorina,Donald Trump
53013,Carly Fiorina,Donald Trump,Donald Trump
53015,Donald Trump,Rand Paul,Donald Trump
53017,Ben Carson,Donald Trump,Donald Trump
53019,Donald Trump,Ted Cruz,Donald Trump
