"1st and 2nd Most Searched Democratic Presidential Candidates from June 1, 2015 - Oct 11, 2015",,,,
FIPS,1st,2nd,State,CountyName
27149,Bernie Sanders,Hillary Clinton,Minnesota,Stevens
27151,Bernie Sanders,Hillary Clinton,Minnesota,Swift
27153,Bernie Sanders,Hillary Clinton,Minnesota,Todd
27155,Hillary Clinton,Bernie Sanders,Minnesota,Traverse
27157,Hillary Clinton,Bernie Sanders,Minnesota,Wabasha
27159,Bernie Sanders,Hillary Clinton,Minnesota,Wadena
27161,Bernie Sanders,Hillary Clinton,Minnesota,Waseca
27163,Hillary Clinton,Bernie Sanders,Minnesota,Washington
27165,Hillary Clinton,Bernie Sanders,Minnesota,Watonwan
27167,Hillary Clinton,Bernie Sanders,Minnesota,Wilkin
27169,Hillary Clinton,Bernie Sanders,Minnesota,Winona
27171,Hillary Clinton,Bernie Sanders,Minnesota,Wright
27173,Bernie Sanders,Hillary Clinton,Minnesota,Yellow Medicine
28001,Hillary Clinton,Bernie Sanders,Mississippi,Adams
28003,Hillary Clinton,Bernie Sanders,Mississippi,Alcorn
28005,Hillary Clinton,No Data,Mississippi,Amite
28007,Hillary Clinton,Bernie Sanders,Mississippi,Attala
28009,Hillary Clinton,No Data,Mississippi,Benton
28011,Hillary Clinton,Bernie Sanders,Mississippi,Bolivar
28013,Hillary Clinton,Bernie Sanders,Mississippi,Calhoun
28017,Bernie Sanders,No Data,Mississippi,Chickasaw
28019,Bernie Sanders,Hillary Clinton,Mississippi,Choctaw
28021,Bernie Sanders,Hillary Clinton,Mississippi,Claiborne
28023,Hillary Clinton,Bernie Sanders,Mississippi,Clarke
28025,Hillary Clinton,Bernie Sanders,Mississippi,Clay
28027,Hillary Clinton,Bernie Sanders,Mississippi,Coahoma
28029,Hillary Clinton,Bernie Sanders,Mississippi,Copiah
28031,Hillary Clinton,Bernie Sanders,Mississippi,Covington
28033,Bernie Sanders,Hillary Clinton,Mississippi,De Soto
28035,Hillary Clinton,Bernie Sanders,Mississippi,Forrest
28037,Hillary Clinton,Bernie Sanders,Mississippi,Franklin
28039,Hillary Clinton,Bernie Sanders,Mississippi,George
28041,Hillary Clinton,Bernie Sanders,Mississippi,Greene
28043,Hillary Clinton,Bernie Sanders,Mississippi,Grenada
28045,Hillary Clinton,Bernie Sanders,Mississippi,Hancock
28047,Bernie Sanders,Hillary Clinton,Mississippi,Harrison
28049,Hillary Clinton,Bernie Sanders,Mississippi,Hinds
28051,Hillary Clinton,Bernie Sanders,Mississippi,Holmes
28053,Bernie Sanders,Hillary Clinton,Mississippi,Humphreys
28057,Hillary Clinton,Bernie Sanders,Mississippi,Itawamba
28059,Hillary Clinton,Bernie Sanders,Mississippi,Jackson
28061,Hillary Clinton,Bernie Sanders,Mississippi,Jasper
28063,Hillary Clinton,No Data,Mississippi,Jefferson
28067,Hillary Clinton,Bernie Sanders,Mississippi,Jones
28069,Hillary Clinton,Bernie Sanders,Mississippi,Kemper
28071,Bernie Sanders,Hillary Clinton,Mississippi,Lafayette
28073,Hillary Clinton,Bernie Sanders,Mississippi,Lamar
28075,Bernie Sanders,Hillary Clinton,Mississippi,Lauderdale
28077,Hillary Clinton,Bernie Sanders,Mississippi,Lawrence
28079,Hillary Clinton,No Data,Mississippi,Leake
28081,Bernie Sanders,Hillary Clinton,Mississippi,Lee
28083,Hillary Clinton,Bernie Sanders,Mississippi,Leflore
28085,Hillary Clinton,Bernie Sanders,Mississippi,Lincoln
28087,Hillary Clinton,Bernie Sanders,Mississippi,Lowndes
28089,Hillary Clinton,Bernie Sanders,Mississippi,Madison
28091,Hillary Clinton,Bernie Sanders,Mississippi,Marion
28093,Hillary Clinton,Bernie Sanders,Mississippi,Marshall
28095,Bernie Sanders,Hillary Clinton,Mississippi,Monroe
28097,Bernie Sanders,Hillary Clinton,Mississippi,Montgomery
28099,Bernie Sanders,Hillary Clinton,Mississippi,Neshoba
28101,Hillary Clinton,Bernie Sanders,Mississippi,Newton
28103,Hillary Clinton,No Data,Mississippi,Noxubee
28105,Bernie Sanders,Hillary Clinton,Mississippi,Oktibbeha
28107,Bernie Sanders,Hillary Clinton,Mississippi,Panola
28109,Bernie Sanders,Hillary Clinton,Mississippi,Pearl River
28111,Hillary Clinton,No Data,Mississippi,Perry
28113,Bernie Sanders,Hillary Clinton,Mississippi,Pike
28115,Hillary Clinton,Bernie Sanders,Mississippi,Pontotoc
28117,Bernie Sanders,Hillary Clinton,Mississippi,Prentiss
28119,Hillary Clinton,No Data,Mississippi,Quitman
28121,Hillary Clinton,Bernie Sanders,Mississippi,Rankin
28123,Jim Webb,Bernie Sanders,Mississippi,Scott
28127,Bernie Sanders,Hillary Clinton,Mississippi,Simpson
28131,Hillary Clinton,Bernie Sanders,Mississippi,Stone
28133,Hillary Clinton,Bernie Sanders,Mississippi,Sunflower
28135,Hillary Clinton,Bernie Sanders,Mississippi,Tallahatchie
28137,Hillary Clinton,Bernie Sanders,Mississippi,Tate
28139,Hillary Clinton,Bernie Sanders,Mississippi,Tippah
28141,Hillary Clinton,Martin O'Malley,Mississippi,Tishomingo
28143,Bernie Sanders,No Data,Mississippi,Tunica
28145,Hillary Clinton,Bernie Sanders,Mississippi,Union
28147,Bernie Sanders,Hillary Clinton,Mississippi,Walthall
28149,Hillary Clinton,Bernie Sanders,Mississippi,Warren
28151,Bernie Sanders,Hillary Clinton,Mississippi,Washington
28153,Hillary Clinton,Bernie Sanders,Mississippi,Wayne
28155,Hillary Clinton,No Data,Mississippi,Webster
28157,Bernie Sanders,No Data,Mississippi,Wilkinson
28159,Hillary Clinton,Bernie Sanders,Mississippi,Winston
28161,Hillary Clinton,Bernie Sanders,Mississippi,Yalobusha
28163,Hillary Clinton,Bernie Sanders,Mississippi,Yazoo
29001,Bernie Sanders,Hillary Clinton,Missouri,Adair
29003,Hillary Clinton,Bernie Sanders,Missouri,Andrew
29005,Hillary Clinton,Bernie Sanders,Missouri,Atchison
29007,Bernie Sanders,Hillary Clinton,Missouri,Audrain
29009,Bernie Sanders,Hillary Clinton,Missouri,Barry
29011,Hillary Clinton,Bernie Sanders,Missouri,Barton
29013,Bernie Sanders,Hillary Clinton,Missouri,Bates
29015,Hillary Clinton,Bernie Sanders,Missouri,Benton
29017,Hillary Clinton,Bernie Sanders,Missouri,Bollinger
29019,Bernie Sanders,Hillary Clinton,Missouri,Boone
29021,Bernie Sanders,Hillary Clinton,Missouri,Buchanan
29023,Bernie Sanders,Hillary Clinton,Missouri,Butler
29025,Hillary Clinton,Bernie Sanders,Missouri,Caldwell
29027,Bernie Sanders,Hillary Clinton,Missouri,Callaway
29029,Hillary Clinton,Bernie Sanders,Missouri,Camden
29031,Hillary Clinton,Bernie Sanders,Missouri,Cape Girardeau
29033,Hillary Clinton,Bernie Sanders,Missouri,Carroll
29035,Hillary Clinton,Lincoln Chafee,Missouri,Carter
29037,Bernie Sanders,Hillary Clinton,Missouri,Cass
29039,Hillary Clinton,Bernie Sanders,Missouri,Cedar
29041,Hillary Clinton,Bernie Sanders,Missouri,Chariton
29043,Bernie Sanders,Hillary Clinton,Missouri,Christian
29045,Bernie Sanders,Hillary Clinton,Missouri,Clark
29047,Bernie Sanders,Hillary Clinton,Missouri,Clay
29049,Hillary Clinton,Bernie Sanders,Missouri,Clinton
29051,Bernie Sanders,Hillary Clinton,Missouri,Cole
29053,Bernie Sanders,Hillary Clinton,Missouri,Cooper
29055,Bernie Sanders,Hillary Clinton,Missouri,Crawford
29057,Bernie Sanders,Jim Webb,Missouri,Dade
29059,Hillary Clinton,Lincoln Chafee,Missouri,Dallas
29061,Hillary Clinton,Bernie Sanders,Missouri,Daviess
29063,Hillary Clinton,Bernie Sanders,Missouri,Dekalb
29065,Bernie Sanders,Hillary Clinton,Missouri,Dent
29067,Hillary Clinton,No Data,Missouri,Douglas
29069,Hillary Clinton,Bernie Sanders,Missouri,Dunklin
29071,Bernie Sanders,Hillary Clinton,Missouri,Franklin
29073,Hillary Clinton,Bernie Sanders,Missouri,Gasconade
29075,Bernie Sanders,Hillary Clinton,Missouri,Gentry
29077,Hillary Clinton,Bernie Sanders,Missouri,Greene
29079,Hillary Clinton,Bernie Sanders,Missouri,Grundy
29081,Hillary Clinton,Bernie Sanders,Missouri,Harrison
29083,Bernie Sanders,Hillary Clinton,Missouri,Henry
29085,Bernie Sanders,Hillary Clinton,Missouri,Hickory
29087,Bernie Sanders,Hillary Clinton,Missouri,Holt
29089,Bernie Sanders,Hillary Clinton,Missouri,Howard
29091,Bernie Sanders,Hillary Clinton,Missouri,Howell
29093,Hillary Clinton,Bernie Sanders,Missouri,Iron
29095,Bernie Sanders,Hillary Clinton,Missouri,Jackson
29097,Bernie Sanders,Hillary Clinton,Missouri,Jasper
29099,Hillary Clinton,Bernie Sanders,Missouri,Jefferson
29101,Hillary Clinton,Bernie Sanders,Missouri,Johnson
29103,Hillary Clinton,No Data,Missouri,Knox
29105,Hillary Clinton,Bernie Sanders,Missouri,Laclede
29107,Hillary Clinton,Bernie Sanders,Missouri,Lafayette
29109,Bernie Sanders,Hillary Clinton,Missouri,Lawrence
29111,Bernie Sanders,Hillary Clinton,Missouri,Lewis
29113,Bernie Sanders,Hillary Clinton,Missouri,Lincoln
29115,Hillary Clinton,Bernie Sanders,Missouri,Linn
29117,Hillary Clinton,Bernie Sanders,Missouri,Livingston
29119,Hillary Clinton,Bernie Sanders,Missouri,Mcdonald
29121,Bernie Sanders,Hillary Clinton,Missouri,Macon
29123,Hillary Clinton,Bernie Sanders,Missouri,Madison
29125,Bernie Sanders,Hillary Clinton,Missouri,Maries
29127,Bernie Sanders,Hillary Clinton,Missouri,Marion
29129,Hillary Clinton,Bernie Sanders,Missouri,Mercer
29131,Hillary Clinton,Bernie Sanders,Missouri,Miller
29133,Bernie Sanders,Hillary Clinton,Missouri,Mississippi
29135,Hillary Clinton,Bernie Sanders,Missouri,Moniteau
29137,Hillary Clinton,Bernie Sanders,Missouri,Monroe
29139,Hillary Clinton,Bernie Sanders,Missouri,Montgomery
29141,Bernie Sanders,Hillary Clinton,Missouri,Morgan
29143,Hillary Clinton,Martin O'Malley,Missouri,New Madrid
29145,Hillary Clinton,Bernie Sanders,Missouri,Newton
29147,Bernie Sanders,Hillary Clinton,Missouri,Nodaway
29149,Hillary Clinton,Bernie Sanders,Missouri,Oregon
29151,Bernie Sanders,Hillary Clinton,Missouri,Osage
29153,Bernie Sanders,Hillary Clinton,Missouri,Ozark
29155,Hillary Clinton,Bernie Sanders,Missouri,Pemiscot
29157,Bernie Sanders,Hillary Clinton,Missouri,Perry
29159,Bernie Sanders,Hillary Clinton,Missouri,Pettis
29161,Hillary Clinton,Bernie Sanders,Missouri,Phelps
29163,Hillary Clinton,Bernie Sanders,Missouri,Pike
29165,Bernie Sanders,Hillary Clinton,Missouri,Platte
29167,Hillary Clinton,Bernie Sanders,Missouri,Polk
29169,Hillary Clinton,Bernie Sanders,Missouri,Pulaski
29171,Bernie Sanders,Hillary Clinton,Missouri,Putnam
29173,Bernie Sanders,Hillary Clinton,Missouri,Ralls
29175,Bernie Sanders,Hillary Clinton,Missouri,Randolph
29177,Hillary Clinton,Bernie Sanders,Missouri,Ray
29179,Bernie Sanders,Hillary Clinton,Missouri,Reynolds
29181,Hillary Clinton,Jim Webb,Missouri,Ripley
29183,Hillary Clinton,Bernie Sanders,Missouri,St Charles
29185,Hillary Clinton,Lincoln Chafee,Missouri,St Clair
29186,Bernie Sanders,No Data,Missouri,Ste Genevieve
29187,Bernie Sanders,Martin O'Malley,Missouri,St Francois
29189,Bernie Sanders,Hillary Clinton,Missouri,St Louis
29195,Bernie Sanders,Hillary Clinton,Missouri,Saline
29197,Bernie Sanders,Hillary Clinton,Missouri,Schuyler
29199,Bernie Sanders,Hillary Clinton,Missouri,Scotland
29201,Bernie Sanders,Hillary Clinton,Missouri,Scott
29203,Hillary Clinton,Bernie Sanders,Missouri,Shannon
29205,Hillary Clinton,Bernie Sanders,Missouri,Shelby
29207,Bernie Sanders,Hillary Clinton,Missouri,Stoddard
29209,Hillary Clinton,Bernie Sanders,Missouri,Stone
29211,Hillary Clinton,Bernie Sanders,Missouri,Sullivan
29213,Hillary Clinton,Bernie Sanders,Missouri,Taney
29215,Hillary Clinton,Bernie Sanders,Missouri,Texas
29217,Bernie Sanders,Hillary Clinton,Missouri,Vernon
29219,Hillary Clinton,Bernie Sanders,Missouri,Warren
29221,Bernie Sanders,Hillary Clinton,Missouri,Washington
29223,Bernie Sanders,Hillary Clinton,Missouri,Wayne
29225,Hillary Clinton,Bernie Sanders,Missouri,Webster
29227,Bernie Sanders,Hillary Clinton,Missouri,Worth
29229,Bernie Sanders,Hillary Clinton,Missouri,Wright
30001,Bernie Sanders,Hillary Clinton,Montana,Beaverhead
30003,Bernie Sanders,Hillary Clinton,Montana,Big Horn
30005,Bernie Sanders,Hillary Clinton,Montana,Blaine
30009,Bernie Sanders,Hillary Clinton,Montana,Carbon
30011,Hillary Clinton,Bernie Sanders,Montana,Carter
30013,Bernie Sanders,Hillary Clinton,Montana,Cascade
30015,Hillary Clinton,Bernie Sanders,Montana,Chouteau
30019,Hillary Clinton,Bernie Sanders,Montana,Daniels
30023,Bernie Sanders,Hillary Clinton,Montana,Deer Lodge
30025,Hillary Clinton,Bernie Sanders,Montana,Fallon
30027,Hillary Clinton,Bernie Sanders,Montana,Fergus
30029,Bernie Sanders,Hillary Clinton,Montana,Flathead
30031,Bernie Sanders,Hillary Clinton,Montana,Gallatin
30035,Hillary Clinton,Bernie Sanders,Montana,Glacier
30039,Bernie Sanders,Hillary Clinton,Montana,Granite
30041,Hillary Clinton,Bernie Sanders,Montana,Hill
30043,Bernie Sanders,Hillary Clinton,Montana,Jefferson
30045,Hillary Clinton,Bernie Sanders,Montana,Judith Basin
30047,Bernie Sanders,Hillary Clinton,Montana,Lake
30049,Bernie Sanders,Hillary Clinton,Montana,Lewis and Clark
30051,Hillary Clinton,Bernie Sanders,Montana,Liberty
30053,Hillary Clinton,Bernie Sanders,Montana,Lincoln
30055,Bernie Sanders,Hillary Clinton,Montana,McCone
30057,Bernie Sanders,Hillary Clinton,Montana,Madison
30059,Bernie Sanders,No Data,Montana,Meagher
30063,Hillary Clinton,Bernie Sanders,Montana,Missoula
30065,Hillary Clinton,Bernie Sanders,Montana,Musselshell
30067,Hillary Clinton,Bernie Sanders,Montana,Park
30071,Bernie Sanders,Hillary Clinton,Montana,Phillips
30073,Bernie Sanders,Hillary Clinton,Montana,Pondera
30077,Bernie Sanders,Hillary Clinton,Montana,Powell
30079,Hillary Clinton,No Data,Montana,Prairie
30081,Hillary Clinton,Bernie Sanders,Montana,Ravalli
30083,Hillary Clinton,Bernie Sanders,Montana,Richland
30085,Hillary Clinton,Bernie Sanders,Montana,Roosevelt
30087,Hillary Clinton,Bernie Sanders,Montana,Rosebud
30089,Bernie Sanders,Hillary Clinton,Montana,Sanders
30091,Hillary Clinton,Bernie Sanders,Montana,Sheridan
30093,Bernie Sanders,Hillary Clinton,Montana,Silver Bow
30095,Bernie Sanders,Hillary Clinton,Montana,Stillwater
30097,Hillary Clinton,Bernie Sanders,Montana,Sweet Grass
30099,Hillary Clinton,Bernie Sanders,Montana,Teton
30101,Hillary Clinton,Bernie Sanders,Montana,Toole
30105,Bernie Sanders,Hillary Clinton,Montana,Valley
30107,Hillary Clinton,Bernie Sanders,Montana,Wheatland
30109,Hillary Clinton,No Data,Montana,Wibaux
30111,Bernie Sanders,Hillary Clinton,Montana,Yellowstone
31001,Bernie Sanders,Hillary Clinton,Nebraska,Adams
31003,Hillary Clinton,Bernie Sanders,Nebraska,Antelope
31007,Hillary Clinton,Bernie Sanders,Nebraska,Banner
31011,Hillary Clinton,Bernie Sanders,Nebraska,Boone
31013,Bernie Sanders,Hillary Clinton,Nebraska,Box Butte
31015,Hillary Clinton,Bernie Sanders,Nebraska,Boyd
31017,Bernie Sanders,Hillary Clinton,Nebraska,Brown
31019,Bernie Sanders,Hillary Clinton,Nebraska,Buffalo
31021,Bernie Sanders,Hillary Clinton,Nebraska,Burt
31023,Hillary Clinton,No Data,Nebraska,Butler
31025,Hillary Clinton,Bernie Sanders,Nebraska,Cass
31027,Bernie Sanders,Hillary Clinton,Nebraska,Cedar
31029,Hillary Clinton,Bernie Sanders,Nebraska,Chase
31031,Hillary Clinton,Bernie Sanders,Nebraska,Cherry
31033,Hillary Clinton,Bernie Sanders,Nebraska,Cheyenne
31035,Bernie Sanders,Hillary Clinton,Nebraska,Clay
31037,Hillary Clinton,Bernie Sanders,Nebraska,Colfax
31039,Hillary Clinton,Bernie Sanders,Nebraska,Cuming
31041,Hillary Clinton,Bernie Sanders,Nebraska,Custer
31043,Bernie Sanders,Hillary Clinton,Nebraska,Dakota
31045,Hillary Clinton,Bernie Sanders,Nebraska,Dawes
31047,Hillary Clinton,Bernie Sanders,Nebraska,Dawson
31051,Hillary Clinton,Bernie Sanders,Nebraska,Dixon
31053,Hillary Clinton,Bernie Sanders,Nebraska,Dodge
31055,Hillary Clinton,Bernie Sanders,Nebraska,Douglas
31059,Bernie Sanders,Hillary Clinton,Nebraska,Fillmore
31063,Bernie Sanders,Hillary Clinton,Nebraska,Frontier
31065,Bernie Sanders,Hillary Clinton,Nebraska,Furnas
31067,Bernie Sanders,Hillary Clinton,Nebraska,Gage
31069,Hillary Clinton,No Data,Nebraska,Garden
31071,Bernie Sanders,Hillary Clinton,Nebraska,Garfield
31077,Hillary Clinton,Bernie Sanders,Nebraska,Greeley
31079,Bernie Sanders,Hillary Clinton,Nebraska,Hall
31081,Bernie Sanders,Hillary Clinton,Nebraska,Hamilton
31083,Bernie Sanders,Hillary Clinton,Nebraska,Harlan
31087,Hillary Clinton,No Data,Nebraska,Hitchcock
31089,Bernie Sanders,Hillary Clinton,Nebraska,Holt
31095,Bernie Sanders,Hillary Clinton,Nebraska,Jefferson
31097,Hillary Clinton,Bernie Sanders,Nebraska,Johnson
31099,Bernie Sanders,No Data,Nebraska,Kearney
31101,Bernie Sanders,Hillary Clinton,Nebraska,Keith
31105,Hillary Clinton,Jim Webb,Nebraska,Kimball
31107,Hillary Clinton,Bernie Sanders,Nebraska,Knox
31109,Hillary Clinton,Bernie Sanders,Nebraska,Lancaster
31111,Bernie Sanders,Hillary Clinton,Nebraska,Lincoln
31119,Bernie Sanders,Hillary Clinton,Nebraska,Madison
31121,Hillary Clinton,Bernie Sanders,Nebraska,Merrick
31123,Hillary Clinton,No Data,Nebraska,Morrill
31125,Bernie Sanders,No Data,Nebraska,Nance
31127,Bernie Sanders,Hillary Clinton,Nebraska,Nemaha
31129,Hillary Clinton,No Data,Nebraska,Nuckolls
31131,Bernie Sanders,Hillary Clinton,Nebraska,Otoe
31133,Hillary Clinton,Bernie Sanders,Nebraska,Pawnee
31135,Hillary Clinton,Bernie Sanders,Nebraska,Perkins
31137,Hillary Clinton,Bernie Sanders,Nebraska,Phelps
31139,Hillary Clinton,Bernie Sanders,Nebraska,Pierce
31141,Hillary Clinton,Bernie Sanders,Nebraska,Platte
31143,Bernie Sanders,Hillary Clinton,Nebraska,Polk
31145,Hillary Clinton,Bernie Sanders,Nebraska,Red Willow
31147,Bernie Sanders,Hillary Clinton,Nebraska,Richardson
31151,Hillary Clinton,Bernie Sanders,Nebraska,Saline
31153,Bernie Sanders,Hillary Clinton,Nebraska,Sarpy
31155,Hillary Clinton,Bernie Sanders,Nebraska,Saunders
31157,Hillary Clinton,Bernie Sanders,Nebraska,Scotts Bluff
31159,Hillary Clinton,Bernie Sanders,Nebraska,Seward
31161,Bernie Sanders,Hillary Clinton,Nebraska,Sheridan
31163,Bernie Sanders,No Data,Nebraska,Sherman
31167,Bernie Sanders,Hillary Clinton,Nebraska,Stanton
31169,Hillary Clinton,Bernie Sanders,Nebraska,Thayer
31173,Hillary Clinton,Bernie Sanders,Nebraska,Thurston
31175,Bernie Sanders,Hillary Clinton,Nebraska,Valley
31177,Hillary Clinton,Bernie Sanders,Nebraska,Washington
31179,Bernie Sanders,Hillary Clinton,Nebraska,Wayne
31181,Bernie Sanders,Hillary Clinton,Nebraska,Webster
31185,Hillary Clinton,Bernie Sanders,Nebraska,York
32001,Bernie Sanders,Hillary Clinton,Nevada,Churchill
32003,Bernie Sanders,Hillary Clinton,Nevada,Clark
32005,Bernie Sanders,Hillary Clinton,Nevada,Douglas
32007,Bernie Sanders,Hillary Clinton,Nevada,Elko
32009,Hillary Clinton,Bernie Sanders,Nevada,Esmeralda
32015,Hillary Clinton,No Data,Nevada,Lander
32017,Hillary Clinton,Bernie Sanders,Nevada,Lincoln
32019,Hillary Clinton,Bernie Sanders,Nevada,Lyon
32021,Hillary Clinton,Bernie Sanders,Nevada,Mineral
32023,Hillary Clinton,Bernie Sanders,Nevada,Nye
32027,Bernie Sanders,Hillary Clinton,Nevada,Pershing
32029,Bernie Sanders,Hillary Clinton,Nevada,Storey
32031,Hillary Clinton,Bernie Sanders,Nevada,Washoe
32033,Bernie Sanders,Hillary Clinton,Nevada,White Pine
32510,Bernie Sanders,Hillary Clinton,Nevada,Carson City
33001,Bernie Sanders,Hillary Clinton,New Hampshire,Belknap
33003,Bernie Sanders,Hillary Clinton,New Hampshire,Carroll
33005,Bernie Sanders,Hillary Clinton,New Hampshire,Cheshire
33007,Hillary Clinton,Bernie Sanders,New Hampshire,Coos
33009,Bernie Sanders,Hillary Clinton,New Hampshire,Grafton
33011,Bernie Sanders,Hillary Clinton,New Hampshire,Hillsborough
33013,Bernie Sanders,Hillary Clinton,New Hampshire,Merrimack
33015,Bernie Sanders,Hillary Clinton,New Hampshire,Rockingham
33017,Bernie Sanders,Hillary Clinton,New Hampshire,Strafford
33019,Bernie Sanders,Hillary Clinton,New Hampshire,Sullivan
34001,Bernie Sanders,Hillary Clinton,New Jersey,Atlantic
34003,Hillary Clinton,Bernie Sanders,New Jersey,Bergen
34005,Hillary Clinton,Bernie Sanders,New Jersey,Burlington
34007,Bernie Sanders,Hillary Clinton,New Jersey,Camden
34009,Bernie Sanders,Hillary Clinton,New Jersey,Cape May
34011,Hillary Clinton,Bernie Sanders,New Jersey,Cumberland
34013,Bernie Sanders,Hillary Clinton,New Jersey,Essex
34015,Bernie Sanders,Hillary Clinton,New Jersey,Gloucester
34017,Hillary Clinton,Bernie Sanders,New Jersey,Hudson
34019,Bernie Sanders,Hillary Clinton,New Jersey,Hunterdon
34021,Hillary Clinton,Bernie Sanders,New Jersey,Mercer
34023,Bernie Sanders,Hillary Clinton,New Jersey,Middlesex
34025,Bernie Sanders,Hillary Clinton,New Jersey,Monmouth
34027,Bernie Sanders,Hillary Clinton,New Jersey,Morris
34029,Bernie Sanders,Hillary Clinton,New Jersey,Ocean
34031,Bernie Sanders,Hillary Clinton,New Jersey,Passaic
34033,Bernie Sanders,Hillary Clinton,New Jersey,Salem
34035,Bernie Sanders,Hillary Clinton,New Jersey,Somerset
34037,Bernie Sanders,Hillary Clinton,New Jersey,Sussex
34039,Hillary Clinton,Bernie Sanders,New Jersey,Union
34041,Hillary Clinton,Bernie Sanders,New Jersey,Warren
35001,Bernie Sanders,Hillary Clinton,New Mexico,Bernalillo
35005,Bernie Sanders,Hillary Clinton,New Mexico,Chaves
35006,Hillary Clinton,Bernie Sanders,New Mexico,Cibola
35007,Hillary Clinton,Bernie Sanders,New Mexico,Colfax
35009,Bernie Sanders,Hillary Clinton,New Mexico,Curry
35013,Hillary Clinton,Bernie Sanders,New Mexico,Dona Ana
35015,Hillary Clinton,Bernie Sanders,New Mexico,Eddy
35017,Bernie Sanders,Hillary Clinton,New Mexico,Grant
35019,Bernie Sanders,Hillary Clinton,New Mexico,Guadalupe
35023,Bernie Sanders,Hillary Clinton,New Mexico,Hidalgo
35025,Hillary Clinton,Bernie Sanders,New Mexico,Lea
35027,Hillary Clinton,Bernie Sanders,New Mexico,Lincoln
35028,Hillary Clinton,Bernie Sanders,New Mexico,Los Alamos
35029,Bernie Sanders,Hillary Clinton,New Mexico,Luna
35031,Bernie Sanders,Hillary Clinton,New Mexico,Mckinley
35033,Bernie Sanders,Hillary Clinton,New Mexico,Mora
35035,Hillary Clinton,Bernie Sanders,New Mexico,Otero
35037,Hillary Clinton,Bernie Sanders,New Mexico,Quay
35039,Hillary Clinton,Bernie Sanders,New Mexico,Rio Arriba
35041,Hillary Clinton,Bernie Sanders,New Mexico,Roosevelt
35043,Hillary Clinton,Bernie Sanders,New Mexico,Sandoval
35045,Bernie Sanders,Hillary Clinton,New Mexico,San Juan
35047,Bernie Sanders,Hillary Clinton,New Mexico,San Miguel
35049,Hillary Clinton,Bernie Sanders,New Mexico,Santa Fe
35051,Bernie Sanders,Hillary Clinton,New Mexico,Sierra
35055,Bernie Sanders,Hillary Clinton,New Mexico,Taos
35057,Hillary Clinton,Bernie Sanders,New Mexico,Torrance
35059,Hillary Clinton,Bernie Sanders,New Mexico,Union
35061,Hillary Clinton,Bernie Sanders,New Mexico,Valencia
36001,Bernie Sanders,Hillary Clinton,New York,Albany
36003,Bernie Sanders,Hillary Clinton,New York,Allegany
36007,Bernie Sanders,Hillary Clinton,New York,Broome
36009,Hillary Clinton,Bernie Sanders,New York,Cattaraugus
36011,Bernie Sanders,Hillary Clinton,New York,Cayuga
36013,Bernie Sanders,Hillary Clinton,New York,Chautauqua
36015,Hillary Clinton,Bernie Sanders,New York,Chemung
36017,Bernie Sanders,Hillary Clinton,New York,Chenango
36019,Bernie Sanders,Hillary Clinton,New York,Clinton
36021,Hillary Clinton,Bernie Sanders,New York,Columbia
36023,Hillary Clinton,Bernie Sanders,New York,Cortland
36025,Bernie Sanders,Hillary Clinton,New York,Delaware
36027,Bernie Sanders,Hillary Clinton,New York,Dutchess
36029,Hillary Clinton,Bernie Sanders,New York,Erie
36031,Bernie Sanders,Hillary Clinton,New York,Essex
36033,Bernie Sanders,Hillary Clinton,New York,Franklin
36035,Bernie Sanders,Hillary Clinton,New York,Fulton
36037,Bernie Sanders,Hillary Clinton,New York,Genesee
36039,Bernie Sanders,Hillary Clinton,New York,Greene
36041,Hillary Clinton,Bernie Sanders,New York,Hamilton
36043,Bernie Sanders,Hillary Clinton,New York,Herkimer
36045,Hillary Clinton,Bernie Sanders,New York,Jefferson
36049,Hillary Clinton,Bernie Sanders,New York,Lewis
36051,Bernie Sanders,Hillary Clinton,New York,Livingston
36053,Bernie Sanders,Hillary Clinton,New York,Madison
36055,Bernie Sanders,Hillary Clinton,New York,Monroe
36057,Bernie Sanders,Hillary Clinton,New York,Montgomery
36059,Bernie Sanders,Hillary Clinton,New York,Nassau
36061,Bernie Sanders,Hillary Clinton,New York,New York
36063,Bernie Sanders,Hillary Clinton,New York,Niagara
36065,Bernie Sanders,Hillary Clinton,New York,Oneida
36067,Bernie Sanders,Hillary Clinton,New York,Onondaga
36069,Bernie Sanders,Hillary Clinton,New York,Ontario
36071,Bernie Sanders,Hillary Clinton,New York,Orange
36073,Hillary Clinton,Bernie Sanders,New York,Orleans
36075,Bernie Sanders,Hillary Clinton,New York,Oswego
36077,Bernie Sanders,Hillary Clinton,New York,Otsego
36079,Bernie Sanders,Hillary Clinton,New York,Putnam
36083,Bernie Sanders,Hillary Clinton,New York,Rensselaer
36087,Bernie Sanders,Hillary Clinton,New York,Rockland
36089,Hillary Clinton,Bernie Sanders,New York,St Lawrence
36091,Bernie Sanders,Hillary Clinton,New York,Saratoga
36093,Bernie Sanders,Hillary Clinton,New York,Schenectady
36095,Bernie Sanders,Hillary Clinton,New York,Schoharie
36097,Bernie Sanders,Hillary Clinton,New York,Schuyler
36099,Bernie Sanders,Hillary Clinton,New York,Seneca
36101,Hillary Clinton,Bernie Sanders,New York,Steuben
36103,Bernie Sanders,Hillary Clinton,New York,Suffolk
