"Top searched candidate by county, 11/14/15 to 11/18/15",,,
FIPS,County,State,Top Democrat
28057,Itawamba,Mississippi,Hillary Clinton
5065,Izard,Arkansas,Hillary Clinton
48237,Jack,Texas,Martin O'Maley
1071,Jackson,Alabama,Bernie Sanders
5067,Jackson,Arkansas,Bernie Sanders
12063,Jackson,Florida,Hillary Clinton
13157,Jackson,Georgia,Bernie Sanders
17077,Jackson,Illinois,Bernie Sanders
18071,Jackson,Indiana,Bernie Sanders
19097,Jackson,Iowa,Bernie Sanders
20085,Jackson,Kansas,Hillary Clinton
21109,Jackson,Kentucky,Hillary Clinton
22049,Jackson,Louisiana,Hillary Clinton
26075,Jackson,Michigan,Bernie Sanders
27063,Jackson,Minnesota,Bernie Sanders
28059,Jackson,Mississippi,Hillary Clinton
29095,Jackson,Missouri,Hillary Clinton
37099,Jackson,North Carolina,Bernie Sanders
39079,Jackson,Ohio,Hillary Clinton
40065,Jackson,Oklahoma,Hillary Clinton
41029,Jackson,Oregon,Bernie Sanders
46071,Jackson,South Dakota,Hillary Clinton
47087,Jackson,Tennessee,Hillary Clinton
48239,Jackson,Texas,Hillary Clinton
54035,Jackson,West Virginia,Hillary Clinton
55053,Jackson,Wisconsin,Hillary Clinton
51095,James City,Virginia,Hillary Clinton
13159,Jasper,Georgia,Bernie Sanders
17079,Jasper,Illinois,Hillary Clinton
18073,Jasper,Indiana,Bernie Sanders
19099,Jasper,Iowa,Hillary Clinton
28061,Jasper,Mississippi,Hillary Clinton
29097,Jasper,Missouri,Hillary Clinton
45053,Jasper,South Carolina,Bernie Sanders
48241,Jasper,Texas,Hillary Clinton
18075,Jay,Indiana,Bernie Sanders
13161,Jeff Davis,Georgia,Hillary Clinton
1073,Jefferson,Alabama,Hillary Clinton
5069,Jefferson,Arkansas,Hillary Clinton
8059,Jefferson,Colorado,Bernie Sanders
12065,Jefferson,Florida,Bernie Sanders
13163,Jefferson,Georgia,Hillary Clinton
16051,Jefferson,Idaho,Hillary Clinton
17081,Jefferson,Illinois,Bernie Sanders
18077,Jefferson,Indiana,Bernie Sanders
19101,Jefferson,Iowa,Bernie Sanders
20087,Jefferson,Kansas,Hillary Clinton
21111,Jefferson,Kentucky,Bernie Sanders
22051,Jefferson,Louisiana,Hillary Clinton
29099,Jefferson,Missouri,Bernie Sanders
30043,Jefferson,Montana,Bernie Sanders
31095,Jefferson,Nebraska,Hillary Clinton
36045,Jefferson,New York,Hillary Clinton
39081,Jefferson,Ohio,Hillary Clinton
40067,Jefferson,Oklahoma,Hillary Clinton
41031,Jefferson,Oregon,Bernie Sanders
42065,Jefferson,Pennsylvania,Bernie Sanders
47089,Jefferson,Tennessee,Martin O'Maley
48245,Jefferson,Texas,Bernie Sanders
53031,Jefferson,Washington,Bernie Sanders
54037,Jefferson,West Virginia,Bernie Sanders
55055,Jefferson,Wisconsin,Hillary Clinton
22053,Jefferson Davis,Louisiana,Hillary Clinton
18079,Jennings,Indiana,Bernie Sanders
16053,Jerome,Idaho,Hillary Clinton
17083,Jersey,Illinois,Bernie Sanders
21113,Jessamine,Kentucky,Bernie Sanders
20089,Jewell,Kansas,Bernie Sanders
48249,Jim Wells,Texas,Bernie Sanders
17085,Jo Daviess,Illinois,Bernie Sanders
5071,Johnson,Arkansas,Bernie Sanders
17087,Johnson,Illinois,Hillary Clinton
18081,Johnson,Indiana,Bernie Sanders
19103,Johnson,Iowa,Hillary Clinton
20091,Johnson,Kansas,Hillary Clinton
21115,Johnson,Kentucky,Bernie Sanders
29101,Johnson,Missouri,Hillary Clinton
47091,Johnson,Tennessee,Bernie Sanders
48251,Johnson,Texas,Hillary Clinton
56019,Johnson,Wyoming,Bernie Sanders
37101,Johnston,North Carolina,Hillary Clinton
40069,Johnston,Oklahoma,Bernie Sanders
19105,Jones,Iowa,Bernie Sanders
28067,Jones,Mississippi,Hillary Clinton
37103,Jones,North Carolina,Bernie Sanders
46075,Jones,South Dakota,Hillary Clinton
48253,Jones,Texas,Hillary Clinton
41033,Josephine,Oregon,Hillary Clinton
49023,Juab,Utah,Bernie Sanders
2110,Juneau,Alaska,Bernie Sanders
55057,Juneau,Wisconsin,Hillary Clinton
42067,Juniata,Pennsylvania,Bernie Sanders
26077,Kalamazoo,Michigan,Bernie Sanders
26079,Kalkaska,Michigan,Bernie Sanders
27065,Kanabec,Minnesota,Bernie Sanders
54039,Kanawha,West Virginia,Bernie Sanders
27067,Kandiyohi,Minnesota,Bernie Sanders
17089,Kane,Illinois,Bernie Sanders
49025,Kane,Utah,Bernie Sanders
17091,Kankakee,Illinois,Hillary Clinton
48255,Karnes,Texas,Bernie Sanders
15007,Kauai,Hawaii,Hillary Clinton
48257,Kaufman,Texas,Bernie Sanders
40071,Kay,Oklahoma,Bernie Sanders
31099,Kearney,Nebraska,Bernie Sanders
20093,Kearny,Kansas,Bernie Sanders
31101,Keith,Nebraska,Hillary Clinton
28069,Kemper,Mississippi,Bernie Sanders
2122,Kenai Peninsula,Alaska,Hillary Clinton
17093,Kendall,Illinois,Bernie Sanders
48259,Kendall,Texas,Hillary Clinton
23011,Kennebec,Maine,Bernie Sanders
55059,Kenosha,Wisconsin,Bernie Sanders
10001,Kent,Delaware,Hillary Clinton
24029,Kent,Maryland,Bernie Sanders
26081,Kent,Michigan,Bernie Sanders
44003,Kent,Rhode Island,Bernie Sanders
21117,Kenton,Kentucky,Bernie Sanders
19107,Keokuk,Iowa,Hillary Clinton
6029,Kern,California,Bernie Sanders
48265,Kerr,Texas,Bernie Sanders
45055,Kershaw,South Carolina,Hillary Clinton
2130,Ketchikan Gateway,Alaska,Bernie Sanders
55061,Kewaunee,Wisconsin,Hillary Clinton
26083,Keweenaw,Michigan,Bernie Sanders
31105,Kimball,Nebraska,Hillary Clinton
48267,Kimble,Texas,Hillary Clinton
53033,King,Washington,Bernie Sanders
51097,King and Queen,Virginia,Hillary Clinton
51099,King George,Virginia,Hillary Clinton
51101,King William,Virginia,Hillary Clinton
40073,Kingfisher,Oklahoma,Hillary Clinton
20095,Kingman,Kansas,Hillary Clinton
6031,Kings,California,Bernie Sanders
46077,Kingsbury,South Dakota,Bernie Sanders
8061,Kiowa,Colorado,Hillary Clinton
20097,Kiowa,Kansas,Hillary Clinton
40075,Kiowa,Oklahoma,Hillary Clinton
8063,Kit Carson,Colorado,Bernie Sanders
53035,Kitsap,Washington,Hillary Clinton
53037,Kittitas,Washington,Bernie Sanders
27069,Kittson,Minnesota,Hillary Clinton
41035,Klamath,Oregon,Hillary Clinton
48273,Kleberg,Texas,Hillary Clinton
53039,Klickitat,Washington,Hillary Clinton
21119,Knott,Kentucky,Hillary Clinton
17095,Knox,Illinois,Hillary Clinton
18083,Knox,Indiana,Bernie Sanders
21121,Knox,Kentucky,Bernie Sanders
23013,Knox,Maine,Bernie Sanders
29103,Knox,Missouri,Martin O'Maley
31107,Knox,Nebraska,Bernie Sanders
39083,Knox,Ohio,Hillary Clinton
47093,Knox,Tennessee,Hillary Clinton
48275,Knox,Texas,Hillary Clinton
2150,Kodiak Island,Alaska,Hillary Clinton
27071,Koochiching,Minnesota,Hillary Clinton
16055,Kootenai,Idaho,Hillary Clinton
18085,Kosciusko,Indiana,Bernie Sanders
19109,Kossuth,Iowa,Bernie Sanders
55063,La Crosse,Wisconsin,Bernie Sanders
4012,La Paz,Arizona,Hillary Clinton
8067,La Plata,Colorado,Bernie Sanders
18091,La Porte,Indiana,Bernie Sanders
17099,La Salle,Illinois,Hillary Clinton
22059,La Salle,Louisiana,Bernie Sanders
20099,Labette,Kansas,Hillary Clinton
27073,Lac Qui Parle,Minnesota,Hillary Clinton
42069,Lackawanna,Pennsylvania,Hillary Clinton
29105,Laclede,Missouri,Bernie Sanders
5073,Lafayette,Arkansas,Hillary Clinton
22055,Lafayette,Louisiana,Hillary Clinton
28071,Lafayette,Mississippi,Bernie Sanders
29107,Lafayette,Missouri,Bernie Sanders
55065,Lafayette,Wisconsin,Martin O'Maley
22057,Lafourche,Louisiana,Hillary Clinton
18087,Lagrange,Indiana,Hillary Clinton
6033,Lake,California,Bernie Sanders
8065,Lake,Colorado,Hillary Clinton
12069,Lake,Florida,Hillary Clinton
17097,Lake,Illinois,Bernie Sanders
18089,Lake,Indiana,Bernie Sanders
27075,Lake,Minnesota,Hillary Clinton
30047,Lake,Montana,Bernie Sanders
39085,Lake,Ohio,Hillary Clinton
41037,Lake,Oregon,Hillary Clinton
46079,Lake,South Dakota,Bernie Sanders
47095,Lake,Tennessee,Bernie Sanders
27077,Lake of The Woods,Minnesota,Hillary Clinton
13171,Lamar,Georgia,Bernie Sanders
28073,Lamar,Mississippi,Hillary Clinton
48277,Lamar,Texas,Bernie Sanders
48279,Lamb,Texas,Hillary Clinton
50015,Lamoille,Vermont,Bernie Sanders
38045,Lamoure,North Dakota,Hillary Clinton
48281,Lampasas,Texas,Hillary Clinton
31109,Lancaster,Nebraska,Hillary Clinton
42071,Lancaster,Pennsylvania,Bernie Sanders
45057,Lancaster,South Carolina,Hillary Clinton
51103,Lancaster,Virginia,Bernie Sanders
32015,Lander,Nevada,Hillary Clinton
20101,Lane,Kansas,Hillary Clinton
41039,Lane,Oregon,Bernie Sanders
55067,Langlade,Wisconsin,Hillary Clinton
13173,Lanier,Georgia,Hillary Clinton
26087,Lapeer,Michigan,Bernie Sanders
56021,Laramie,Wyoming,Bernie Sanders
8069,Larimer,Colorado,Bernie Sanders
21123,Larue,Kentucky,Bernie Sanders
8071,Las Animas,Colorado,Hillary Clinton
6035,Lassen,California,Hillary Clinton
16057,Latah,Idaho,Hillary Clinton
40077,Latimer,Oklahoma,Hillary Clinton
1077,Lauderdale,Alabama,Bernie Sanders
28075,Lauderdale,Mississippi,Hillary Clinton
47097,Lauderdale,Tennessee,Hillary Clinton
21125,Laurel,Kentucky,Bernie Sanders
13175,Laurens,Georgia,Hillary Clinton
45059,Laurens,South Carolina,Hillary Clinton
48285,Lavaca,Texas,Bernie Sanders
1079,Lawrence,Alabama,Hillary Clinton
5075,Lawrence,Arkansas,Hillary Clinton
17101,Lawrence,Illinois,Bernie Sanders
18093,Lawrence,Indiana,Hillary Clinton
21127,Lawrence,Kentucky,Bernie Sanders
28077,Lawrence,Mississippi,Hillary Clinton
29109,Lawrence,Missouri,Bernie Sanders
39087,Lawrence,Ohio,Hillary Clinton
42073,Lawrence,Pennsylvania,Hillary Clinton
46081,Lawrence,South Dakota,Hillary Clinton
47099,Lawrence,Tennessee,Hillary Clinton
40079,Le Flore,Oklahoma,Hillary Clinton
27079,Le Sueur,Minnesota,Hillary Clinton
35025,Lea,New Mexico,Bernie Sanders
20103,Leavenworth,Kansas,Bernie Sanders
42075,Lebanon,Pennsylvania,Bernie Sanders
1081,Lee,Alabama,Hillary Clinton
5077,Lee,Arkansas,Hillary Clinton
12071,Lee,Florida,Hillary Clinton
13177,Lee,Georgia,Hillary Clinton
17103,Lee,Illinois,Bernie Sanders
19111,Lee,Iowa,Bernie Sanders
21129,Lee,Kentucky,Hillary Clinton
28081,Lee,Mississippi,Hillary Clinton
37105,Lee,North Carolina,Hillary Clinton
48287,Lee,Texas,Bernie Sanders
51105,Lee,Virginia,Bernie Sanders
26089,Leelanau,Michigan,Bernie Sanders
42077,Lehigh,Pennsylvania,Bernie Sanders
26091,Lenawee,Michigan,Hillary Clinton
37107,Lenoir,North Carolina,Bernie Sanders
12073,Leon,Florida,Bernie Sanders
48289,Leon,Texas,Hillary Clinton
21131,Leslie,Kentucky,Hillary Clinton
21133,Letcher,Kentucky,Bernie Sanders
12075,Levy,Florida,Hillary Clinton
16061,Lewis,Idaho,Hillary Clinton
21135,Lewis,Kentucky,Hillary Clinton
29111,Lewis,Missouri,Hillary Clinton
36049,Lewis,New York,Hillary Clinton
47101,Lewis,Tennessee,Bernie Sanders
53041,Lewis,Washington,Hillary Clinton
54041,Lewis,West Virginia,Hillary Clinton
30049,Lewis and Clark,Montana,Bernie Sanders
45063,Lexington,South Carolina,Bernie Sanders
51678,Lexington City,Virginia,Bernie Sanders
12077,Liberty,Florida,Hillary Clinton
13179,Liberty,Georgia,Bernie Sanders
48291,Liberty,Texas,Hillary Clinton
39089,Licking,Ohio,Hillary Clinton
1083,Limestone,Alabama,Hillary Clinton
48293,Limestone,Texas,Hillary Clinton
5079,Lincoln,Arkansas,Hillary Clinton
8073,Lincoln,Colorado,Bernie Sanders
13181,Lincoln,Georgia,Bernie Sanders
16063,Lincoln,Idaho,Bernie Sanders
20105,Lincoln,Kansas,Hillary Clinton
21137,Lincoln,Kentucky,Bernie Sanders
22061,Lincoln,Louisiana,Hillary Clinton
23015,Lincoln,Maine,Bernie Sanders
27081,Lincoln,Minnesota,Bernie Sanders
28085,Lincoln,Mississippi,Bernie Sanders
29113,Lincoln,Missouri,Hillary Clinton
30053,Lincoln,Montana,Bernie Sanders
31111,Lincoln,Nebraska,Bernie Sanders
35027,Lincoln,New Mexico,Bernie Sanders
37109,Lincoln,North Carolina,Bernie Sanders
40081,Lincoln,Oklahoma,Hillary Clinton
41041,Lincoln,Oregon,Hillary Clinton
46083,Lincoln,South Dakota,Bernie Sanders
47103,Lincoln,Tennessee,Hillary Clinton
53043,Lincoln,Washington,Bernie Sanders
54043,Lincoln,West Virginia,Hillary Clinton
55069,Lincoln,Wisconsin,Bernie Sanders
56023,Lincoln,Wyoming,Martin O'Maley
19113,Linn,Iowa,Bernie Sanders
20107,Linn,Kansas,Bernie Sanders
29115,Linn,Missouri,Martin O'Maley
41043,Linn,Oregon,Hillary Clinton
48295,Lipscomb,Texas,Hillary Clinton
9005,Litchfield,Connecticut,Bernie Sanders
5081,Little River,Arkansas,Hillary Clinton
48297,Live Oak,Texas,Hillary Clinton
17105,Livingston,Illinois,Bernie Sanders
21139,Livingston,Kentucky,Bernie Sanders
22063,Livingston,Louisiana,Bernie Sanders
26093,Livingston,Michigan,Bernie Sanders
29117,Livingston,Missouri,Hillary Clinton
36051,Livingston,New York,Hillary Clinton
48299,Llano,Texas,Bernie Sanders
5083,Logan,Arkansas,Hillary Clinton
8075,Logan,Colorado,Hillary Clinton
17107,Logan,Illinois,Bernie Sanders
20109,Logan,Kansas,Hillary Clinton
21141,Logan,Kentucky,Bernie Sanders
38047,Logan,North Dakota,Hillary Clinton
39091,Logan,Ohio,Hillary Clinton
40083,Logan,Oklahoma,Bernie Sanders
54045,Logan,West Virginia,Bernie Sanders
13183,Long,Georgia,Hillary Clinton
5085,Lonoke,Arkansas,Hillary Clinton
39093,Lorain,Ohio,Bernie Sanders
35028,Los Alamos,New Mexico,Bernie Sanders
6037,Los Angeles,California,Bernie Sanders
47105,Loudon,Tennessee,Hillary Clinton
51107,Loudoun,Virginia,Hillary Clinton
19115,Louisa,Iowa,Bernie Sanders
51109,Louisa,Virginia,Bernie Sanders
40085,Love,Oklahoma,Hillary Clinton
1085,Lowndes,Alabama,Hillary Clinton
13185,Lowndes,Georgia,Bernie Sanders
28087,Lowndes,Mississippi,Hillary Clinton
48303,Lubbock,Texas,Bernie Sanders
19117,Lucas,Iowa,Bernie Sanders
39095,Lucas,Ohio,Hillary Clinton
13187,Lumpkin,Georgia,Bernie Sanders
35029,Luna,New Mexico,Bernie Sanders
51111,Lunenburg,Virginia,Bernie Sanders
42079,Luzerne,Pennsylvania,Bernie Sanders
42081,Lycoming,Pennsylvania,Hillary Clinton
46085,Lyman,South Dakota,Bernie Sanders
51680,Lynchburg City,Virginia,Hillary Clinton
48305,Lynn,Texas,Hillary Clinton
19119,Lyon,Iowa,Bernie Sanders
20111,Lyon,Kansas,Bernie Sanders
21143,Lyon,Kentucky,Bernie Sanders
27083,Lyon,Minnesota,Bernie Sanders
32019,Lyon,Nevada,Bernie Sanders
26097,Mackinac,Michigan,Hillary Clinton
26099,Macomb,Michigan,Hillary Clinton
1087,Macon,Alabama,Hillary Clinton
13193,Macon,Georgia,Hillary Clinton
17115,Macon,Illinois,Hillary Clinton
29121,Macon,Missouri,Hillary Clinton
37113,Macon,North Carolina,Hillary Clinton
47111,Macon,Tennessee,Hillary Clinton
17117,Macoupin,Illinois,Bernie Sanders
6039,Madera,California,Hillary Clinton
1089,Madison,Alabama,Bernie Sanders
5087,Madison,Arkansas,Hillary Clinton
12079,Madison,Florida,Hillary Clinton
13195,Madison,Georgia,Hillary Clinton
16065,Madison,Idaho,Hillary Clinton
17119,Madison,Illinois,Bernie Sanders
18095,Madison,Indiana,Hillary Clinton
19121,Madison,Iowa,Bernie Sanders
21151,Madison,Kentucky,Bernie Sanders
28089,Madison,Mississippi,Hillary Clinton
29123,Madison,Missouri,Hillary Clinton
30057,Madison,Montana,Bernie Sanders
31119,Madison,Nebraska,Hillary Clinton
36053,Madison,New York,Bernie Sanders
37115,Madison,North Carolina,Bernie Sanders
39097,Madison,Ohio,Martin O'Maley
47113,Madison,Tennessee,Hillary Clinton
48313,Madison,Texas,Hillary Clinton
51113,Madison,Virginia,Bernie Sanders
19123,Mahaska,Iowa,Bernie Sanders
27087,Mahnomen,Minnesota,Hillary Clinton
39099,Mahoning,Ohio,Bernie Sanders
40093,Major,Oklahoma,Hillary Clinton
41045,Malheur,Oregon,Bernie Sanders
51683,Manassas City,Virginia,Bernie Sanders
51685,Manassas Park City,Virginia,Bernie Sanders
12081,Manatee,Florida,Hillary Clinton
26101,Manistee,Michigan,Bernie Sanders
55071,Manitowoc,Wisconsin,Hillary Clinton
55073,Marathon,Wisconsin,Bernie Sanders
1091,Marengo,Alabama,Hillary Clinton
4013,Maricopa,Arizona,Bernie Sanders
29125,Maries,Missouri,Hillary Clinton
6041,Marin,California,Bernie Sanders
55075,Marinette,Wisconsin,Hillary Clinton
1093,Marion,Alabama,Hillary Clinton
5089,Marion,Arkansas,Hillary Clinton
12083,Marion,Florida,Hillary Clinton
17121,Marion,Illinois,Hillary Clinton
18097,Marion,Indiana,Bernie Sanders
19125,Marion,Iowa,Bernie Sanders
20115,Marion,Kansas,Bernie Sanders
21155,Marion,Kentucky,Bernie Sanders
28091,Marion,Mississippi,Bernie Sanders
29127,Marion,Missouri,Hillary Clinton
39101,Marion,Ohio,Martin O'Maley
41047,Marion,Oregon,Bernie Sanders
45067,Marion,South Carolina,Martin O'Maley
47115,Marion,Tennessee,Bernie Sanders
48315,Marion,Texas,Hillary Clinton
54049,Marion,West Virginia,Bernie Sanders
6043,Mariposa,California,Hillary Clinton
45069,Marlboro,South Carolina,Bernie Sanders
26103,Marquette,Michigan,Bernie Sanders
55077,Marquette,Wisconsin,Bernie Sanders
1095,Marshall,Alabama,Hillary Clinton
17123,Marshall,Illinois,Bernie Sanders
18099,Marshall,Indiana,Bernie Sanders
19127,Marshall,Iowa,Bernie Sanders
20117,Marshall,Kansas,Bernie Sanders
21157,Marshall,Kentucky,Bernie Sanders
27089,Marshall,Minnesota,Bernie Sanders
28093,Marshall,Mississippi,Hillary Clinton
40095,Marshall,Oklahoma,Hillary Clinton
47117,Marshall,Tennessee,Bernie Sanders
54051,Marshall,West Virginia,Bernie Sanders
12085,Martin,Florida,Hillary Clinton
18101,Martin,Indiana,Hillary Clinton
21159,Martin,Kentucky,Hillary Clinton
27091,Martin,Minnesota,Bernie Sanders
37117,Martin,North Carolina,Bernie Sanders
48317,Martin,Texas,Bernie Sanders
51690,Martinsville City,Virginia,Bernie Sanders
17125,Mason,Illinois,Bernie Sanders
21161,Mason,Kentucky,Bernie Sanders
26105,Mason,Michigan,Bernie Sanders
48319,Mason,Texas,Hillary Clinton
53045,Mason,Washington,Bernie Sanders
54053,Mason,West Virginia,Bernie Sanders
17127,Massac,Illinois,Bernie Sanders
48321,Matagorda,Texas,Hillary Clinton
2170,Matanuska Susitna,Alaska,Bernie Sanders
51115,Mathews,Virginia,Hillary Clinton
15009,Maui,Hawaii,Hillary Clinton
47119,Maury,Tennessee,Hillary Clinton
48323,Maverick,Texas,Bernie Sanders
40097,Mayes,Oklahoma,Bernie Sanders
40087,Mcclain,Oklahoma,Bernie Sanders
30055,McCone,Montana,Hillary Clinton
46087,McCook,South Dakota,Hillary Clinton
45065,McCormick,South Carolina,Hillary Clinton
21145,McCracken,Kentucky,Bernie Sanders
21147,McCreary,Kentucky,Hillary Clinton
48307,McCulloch,Texas,Hillary Clinton
40089,McCurtain,Oklahoma,Hillary Clinton
29119,Mcdonald,Missouri,Hillary Clinton
17109,McDonough,Illinois,Bernie Sanders
37111,McDowell,North Carolina,Bernie Sanders
54047,McDowell,West Virginia,Hillary Clinton
13189,McDuffie,Georgia,Bernie Sanders
17111,McHenry,Illinois,Bernie Sanders
13191,McIntosh,Georgia,Bernie Sanders
38051,McIntosh,North Dakota,Bernie Sanders
40091,McIntosh,Oklahoma,Hillary Clinton
42083,McKean,Pennsylvania,Hillary Clinton
38053,Mckenzie,North Dakota,Hillary Clinton
35031,Mckinley,New Mexico,Hillary Clinton
17113,Mclean,Illinois,Bernie Sanders
21149,Mclean,Kentucky,Bernie Sanders
38055,Mclean,North Dakota,Bernie Sanders
48309,McLennan,Texas,Hillary Clinton
27085,McLeod,Minnesota,Hillary Clinton
47107,McMinn,Tennessee,Bernie Sanders
47109,McNairy,Tennessee,Bernie Sanders
20113,McPherson,Kansas,Bernie Sanders
46089,McPherson,South Dakota,Hillary Clinton
21163,Meade,Kentucky,Bernie Sanders
46093,Meade,South Dakota,Bernie Sanders
30059,Meagher,Montana,Bernie Sanders
37119,Mecklenburg,North Carolina,Bernie Sanders
51117,Mecklenburg,Virginia,Hillary Clinton
26107,Mecosta,Michigan,Bernie Sanders
39103,Medina,Ohio,Bernie Sanders
48325,Medina,Texas,Hillary Clinton
27093,Meeker,Minnesota,Hillary Clinton
39105,Meigs,Ohio,Bernie Sanders
46095,Mellette,South Dakota,Bernie Sanders
17129,Menard,Illinois,Bernie Sanders
6045,Mendocino,California,Bernie Sanders
26109,Menominee,Michigan,Hillary Clinton
55078,Menominee,Wisconsin,Bernie Sanders
6047,Merced,California,Hillary Clinton
17131,Mercer,Illinois,Hillary Clinton
21167,Mercer,Kentucky,Bernie Sanders
29129,Mercer,Missouri,Hillary Clinton
34021,Mercer,New Jersey,Bernie Sanders
38057,Mercer,North Dakota,Bernie Sanders
39107,Mercer,Ohio,Bernie Sanders
42085,Mercer,Pennsylvania,Bernie Sanders
54055,Mercer,West Virginia,Bernie Sanders
13199,Meriwether,Georgia,Hillary Clinton
31121,Merrick,Nebraska,Bernie Sanders
33013,Merrimack,New Hampshire,Bernie Sanders
8077,Mesa,Colorado,Hillary Clinton
21169,Metcalfe,Kentucky,Bernie Sanders
20121,Miami,Kansas,Hillary Clinton
39109,Miami,Ohio,Bernie Sanders
12086,Miami-Dade,Florida,Hillary Clinton
9007,Middlesex,Connecticut,Hillary Clinton
25017,Middlesex,Massachusetts,Bernie Sanders
34023,Middlesex,New Jersey,Bernie Sanders
51119,Middlesex,Virginia,Bernie Sanders
26111,Midland,Michigan,Bernie Sanders
48329,Midland,Texas,Hillary Clinton
42087,Mifflin,Pennsylvania,Bernie Sanders
48331,Milam,Texas,Hillary Clinton
49027,Millard,Utah,Hillary Clinton
27095,Mille Lacs,Minnesota,Hillary Clinton
5091,Miller,Arkansas,Hillary Clinton
29131,Miller,Missouri,Hillary Clinton
19129,Mills,Iowa,Hillary Clinton
48333,Mills,Texas,Hillary Clinton
55079,Milwaukee,Wisconsin,Hillary Clinton
46097,Miner,South Dakota,Bernie Sanders
32021,Mineral,Nevada,Bernie Sanders
54057,Mineral,West Virginia,Hillary Clinton
54059,Mingo,West Virginia,Hillary Clinton
16067,Minidoka,Idaho,Bernie Sanders
46099,Minnehaha,South Dakota,Bernie Sanders
26113,Missaukee,Michigan,Hillary Clinton
5093,Mississippi,Arkansas,Bernie Sanders
29133,Mississippi,Missouri,Hillary Clinton
30063,Missoula,Montana,Bernie Sanders
13205,Mitchell,Georgia,Hillary Clinton
19131,Mitchell,Iowa,Hillary Clinton
20123,Mitchell,Kansas,Hillary Clinton
37121,Mitchell,North Carolina,Hillary Clinton
48335,Mitchell,Texas,Hillary Clinton
1097,Mobile,Alabama,Hillary Clinton
6049,Modoc,California,Hillary Clinton
8081,Moffat,Colorado,Hillary Clinton
4015,Mohave,Arizona,Hillary Clinton
29135,Moniteau,Missouri,Bernie Sanders
34025,Monmouth,New Jersey,Hillary Clinton
6051,Mono,California,Bernie Sanders
19133,Monona,Iowa,Bernie Sanders
54061,Monongalia,West Virginia,Bernie Sanders
1099,Monroe,Alabama,Hillary Clinton
12087,Monroe,Florida,Bernie Sanders
13207,Monroe,Georgia,Hillary Clinton
17133,Monroe,Illinois,Hillary Clinton
18105,Monroe,Indiana,Bernie Sanders
19135,Monroe,Iowa,Bernie Sanders
21171,Monroe,Kentucky,Hillary Clinton
26115,Monroe,Michigan,Bernie Sanders
28095,Monroe,Mississippi,Hillary Clinton
29137,Monroe,Missouri,Hillary Clinton
36055,Monroe,New York,Bernie Sanders
39111,Monroe,Ohio,Hillary Clinton
42089,Monroe,Pennsylvania,Hillary Clinton
47123,Monroe,Tennessee,Bernie Sanders
54063,Monroe,West Virginia,Bernie Sanders
55081,Monroe,Wisconsin,Bernie Sanders
48337,Montague,Texas,Hillary Clinton
26117,Montcalm,Michigan,Hillary Clinton
6053,Monterey,California,Bernie Sanders
8083,Montezuma,Colorado,Bernie Sanders
1101,Montgomery,Alabama,Hillary Clinton
13209,Montgomery,Georgia,Bernie Sanders
17135,Montgomery,Illinois,Bernie Sanders
18107,Montgomery,Indiana,Bernie Sanders
19137,Montgomery,Iowa,Hillary Clinton
20125,Montgomery,Kansas,Bernie Sanders
21173,Montgomery,Kentucky,Bernie Sanders
24031,Montgomery,Maryland,Bernie Sanders
28097,Montgomery,Mississippi,Hillary Clinton
29139,Montgomery,Missouri,Hillary Clinton
36057,Montgomery,New York,Hillary Clinton
37123,Montgomery,North Carolina,Hillary Clinton
39113,Montgomery,Ohio,Hillary Clinton
42091,Montgomery,Pennsylvania,Bernie Sanders
47125,Montgomery,Tennessee,Bernie Sanders
48339,Montgomery,Texas,Bernie Sanders
51121,Montgomery,Virginia,Bernie Sanders
26119,Montmorency,Michigan,Bernie Sanders
42093,Montour,Pennsylvania,Bernie Sanders
8085,Montrose,Colorado,Hillary Clinton
46101,Moody,South Dakota,Bernie Sanders
37125,Moore,North Carolina,Bernie Sanders
47127,Moore,Tennessee,Bernie Sanders
48341,Moore,Texas,Hillary Clinton
35033,Mora,New Mexico,Hillary Clinton
22067,Morehouse,Louisiana,Hillary Clinton
1103,Morgan,Alabama,Hillary Clinton
8087,Morgan,Colorado,Bernie Sanders
13211,Morgan,Georgia,Bernie Sanders
17137,Morgan,Illinois,Hillary Clinton
18109,Morgan,Indiana,Bernie Sanders
21175,Morgan,Kentucky,Hillary Clinton
29141,Morgan,Missouri,Bernie Sanders
47129,Morgan,Tennessee,Hillary Clinton
49029,Morgan,Utah,Bernie Sanders
54065,Morgan,West Virginia,Hillary Clinton
31123,Morrill,Nebraska,Bernie Sanders
20127,Morris,Kansas,Bernie Sanders
34027,Morris,New Jersey,Hillary Clinton
48343,Morris,Texas,Hillary Clinton
27097,Morrison,Minnesota,Hillary Clinton
39117,Morrow,Ohio,Bernie Sanders
41049,Morrow,Oregon,Bernie Sanders
20129,Morton,Kansas,Bernie Sanders
38059,Morton,North Dakota,Bernie Sanders
17139,Moultrie,Illinois,Hillary Clinton
38061,Mountrail,North Dakota,Bernie Sanders
27099,Mower,Minnesota,Bernie Sanders
21177,Muhlenberg,Kentucky,Bernie Sanders
41051,Multnomah,Oregon,Hillary Clinton
13213,Murray,Georgia,Bernie Sanders
27101,Murray,Minnesota,Hillary Clinton
40099,Murray,Oklahoma,Bernie Sanders
19139,Muscatine,Iowa,Bernie Sanders
13215,Muscogee,Georgia,Bernie Sanders
