"Top searched candidate by county, 11/14/15 to 11/18/15",,,
FIPS,County,State,Top Democrat
36103,Suffolk,New York,Bernie Sanders
51800,Suffolk City,Virginia,Hillary Clinton
18153,Sullivan,Indiana,Bernie Sanders
29211,Sullivan,Missouri,Bernie Sanders
33019,Sullivan,New Hampshire,Hillary Clinton
36105,Sullivan,New York,Bernie Sanders
42113,Sullivan,Pennsylvania,Bernie Sanders
47163,Sullivan,Tennessee,Hillary Clinton
46119,Sully,South Dakota,Hillary Clinton
54089,Summers,West Virginia,Hillary Clinton
8117,Summit,Colorado,Bernie Sanders
39153,Summit,Ohio,Bernie Sanders
49043,Summit,Utah,Bernie Sanders
20191,Sumner,Kansas,Hillary Clinton
47165,Sumner,Tennessee,Bernie Sanders
1119,Sumter,Alabama,Hillary Clinton
12119,Sumter,Florida,Hillary Clinton
13261,Sumter,Georgia,Bernie Sanders
45085,Sumter,South Carolina,Hillary Clinton
28133,Sunflower,Mississippi,Bernie Sanders
37171,Surry,North Carolina,Bernie Sanders
51181,Surry,Virginia,Hillary Clinton
42115,Susquehanna,Pennsylvania,Hillary Clinton
10005,Sussex,Delaware,Hillary Clinton
34037,Sussex,New Jersey,Bernie Sanders
51183,Sussex,Virginia,Hillary Clinton
6101,Sutter,California,Bernie Sanders
12121,Suwannee,Florida,Hillary Clinton
37173,Swain,North Carolina,Bernie Sanders
30097,Sweet Grass,Montana,Bernie Sanders
56037,Sweetwater,Wyoming,Hillary Clinton
27151,Swift,Minnesota,Hillary Clinton
48437,Swisher,Texas,Hillary Clinton
18155,Switzerland,Indiana,Hillary Clinton
24041,Talbot,Maryland,Hillary Clinton
1121,Talladega,Alabama,Hillary Clinton
28135,Tallahatchie,Mississippi,Bernie Sanders
1123,Tallapoosa,Alabama,Hillary Clinton
19171,Tama,Iowa,Bernie Sanders
29213,Taney,Missouri,Hillary Clinton
22105,Tangipahoa,Louisiana,Hillary Clinton
35055,Taos,New Mexico,Bernie Sanders
48439,Tarrant,Texas,Bernie Sanders
28137,Tate,Mississippi,Bernie Sanders
13267,Tattnall,Georgia,Bernie Sanders
12123,Taylor,Florida,Bernie Sanders
13269,Taylor,Georgia,Hillary Clinton
19173,Taylor,Iowa,Hillary Clinton
21217,Taylor,Kentucky,Hillary Clinton
48441,Taylor,Texas,Bernie Sanders
54091,Taylor,West Virginia,Bernie Sanders
55119,Taylor,Wisconsin,Hillary Clinton
17179,Tazewell,Illinois,Hillary Clinton
51185,Tazewell,Virginia,Bernie Sanders
6103,Tehama,California,Hillary Clinton
13271,Telfair,Georgia,Bernie Sanders
8119,Teller,Colorado,Bernie Sanders
22107,Tensas,Louisiana,Hillary Clinton
22109,Terrebonne,Louisiana,Bernie Sanders
48443,Terrell,Texas,Hillary Clinton
48445,Terry,Texas,Bernie Sanders
16081,Teton,Idaho,Bernie Sanders
56039,Teton,Wyoming,Hillary Clinton
29215,Texas,Missouri,Hillary Clinton
40139,Texas,Oklahoma,Bernie Sanders
31169,Thayer,Nebraska,Hillary Clinton
13275,Thomas,Georgia,Hillary Clinton
20193,Thomas,Kansas,Bernie Sanders
48447,Throckmorton,Texas,Hillary Clinton
31173,Thurston,Nebraska,Bernie Sanders
53067,Thurston,Washington,Hillary Clinton
13277,Tift,Georgia,Hillary Clinton
41057,Tillamook,Oregon,Bernie Sanders
36107,Tioga,New York,Bernie Sanders
42117,Tioga,Pennsylvania,Bernie Sanders
28139,Tippah,Mississippi,Bernie Sanders
18157,Tippecanoe,Indiana,Bernie Sanders
18159,Tipton,Indiana,Bernie Sanders
47167,Tipton,Tennessee,Hillary Clinton
28141,Tishomingo,Mississippi,Hillary Clinton
48449,Titus,Texas,Hillary Clinton
21219,Todd,Kentucky,Hillary Clinton
27153,Todd,Minnesota,Hillary Clinton
46121,Todd,South Dakota,Hillary Clinton
9013,Tolland,Connecticut,Bernie Sanders
48451,Tom Green,Texas,Bernie Sanders
36109,Tompkins,New York,Bernie Sanders
49045,Tooele,Utah,Hillary Clinton
30101,Toole,Montana,Hillary Clinton
13279,Toombs,Georgia,Hillary Clinton
35057,Torrance,New Mexico,Bernie Sanders
38095,Towner,North Dakota,Bernie Sanders
13281,Towns,Georgia,Bernie Sanders
38097,Traill,North Dakota,Hillary Clinton
37175,Transylvania,North Carolina,Bernie Sanders
27155,Traverse,Minnesota,Hillary Clinton
48453,Travis,Texas,Hillary Clinton
20195,Trego,Kansas,Hillary Clinton
55121,Trempealeau,Wisconsin,Bernie Sanders
13283,Treutlen,Georgia,Hillary Clinton
21221,Trigg,Kentucky,Bernie Sanders
21223,Trimble,Kentucky,Hillary Clinton
6105,Trinity,California,Bernie Sanders
48455,Trinity,Texas,Hillary Clinton
46123,Tripp,South Dakota,Hillary Clinton
13285,Troup,Georgia,Bernie Sanders
47169,Trousdale,Tennessee,Hillary Clinton
39155,Trumbull,Ohio,Bernie Sanders
54093,Tucker,West Virginia,Bernie Sanders
6107,Tulare,California,Bernie Sanders
40143,Tulsa,Oklahoma,Bernie Sanders
6109,Tuolumne,California,Bernie Sanders
13287,Turner,Georgia,Hillary Clinton
46125,Turner,South Dakota,Hillary Clinton
1125,Tuscaloosa,Alabama,Bernie Sanders
39157,Tuscarawas,Ohio,Hillary Clinton
26157,Tuscola,Michigan,Hillary Clinton
13289,Twiggs,Georgia,Hillary Clinton
16083,Twin Falls,Idaho,Hillary Clinton
48457,Tyler,Texas,Hillary Clinton
54095,Tyler,West Virginia,Bernie Sanders
56041,Uinta,Wyoming,Bernie Sanders
49047,Uintah,Utah,Hillary Clinton
36111,Ulster,New York,Hillary Clinton
41059,Umatilla,Oregon,Bernie Sanders
47171,Unicoi,Tennessee,Bernie Sanders
5139,Union,Arkansas,Bernie Sanders
13291,Union,Georgia,Hillary Clinton
17181,Union,Illinois,Bernie Sanders
18161,Union,Indiana,Hillary Clinton
19175,Union,Iowa,Bernie Sanders
21225,Union,Kentucky,Bernie Sanders
22111,Union,Louisiana,Bernie Sanders
28145,Union,Mississippi,Bernie Sanders
34039,Union,New Jersey,Hillary Clinton
35059,Union,New Mexico,Hillary Clinton
37179,Union,North Carolina,Hillary Clinton
39159,Union,Ohio,Hillary Clinton
41061,Union,Oregon,Hillary Clinton
42119,Union,Pennsylvania,Bernie Sanders
45087,Union,South Carolina,Hillary Clinton
46127,Union,South Dakota,Hillary Clinton
47173,Union,Tennessee,Hillary Clinton
48459,Upshur,Texas,Hillary Clinton
54097,Upshur,West Virginia,Bernie Sanders
13293,Upson,Georgia,Hillary Clinton
48461,Upton,Texas,Hillary Clinton
49049,Utah,Utah,Hillary Clinton
48465,Val Verde,Texas,Bernie Sanders
2261,Valdez Cordova,Alaska,Bernie Sanders
35061,Valencia,New Mexico,Bernie Sanders
16085,Valley,Idaho,Hillary Clinton
30105,Valley,Montana,Bernie Sanders
31175,Valley,Nebraska,Hillary Clinton
5141,Van Buren,Arkansas,Hillary Clinton
19177,Van Buren,Iowa,Bernie Sanders
26159,Van Buren,Michigan,Hillary Clinton
47175,Van Buren,Tennessee,Hillary Clinton
39161,Van Wert,Ohio,Hillary Clinton
48467,Van Zandt,Texas,Hillary Clinton
37181,Vance,North Carolina,Hillary Clinton
18163,Vanderburgh,Indiana,Bernie Sanders
42121,Venango,Pennsylvania,Bernie Sanders
6111,Ventura,California,Bernie Sanders
17183,Vermilion,Illinois,Bernie Sanders
22113,Vermilion,Louisiana,Hillary Clinton
18165,Vermillion,Indiana,Hillary Clinton
22115,Vernon,Louisiana,Hillary Clinton
29217,Vernon,Missouri,Bernie Sanders
55123,Vernon,Wisconsin,Bernie Sanders
48469,Victoria,Texas,Bernie Sanders
18167,Vigo,Indiana,Bernie Sanders
55125,Vilas,Wisconsin,Bernie Sanders
39163,Vinton,Ohio,Bernie Sanders
51810,Virginia Beach City,Virginia,Bernie Sanders
12127,Volusia,Florida,Hillary Clinton
17185,Wabash,Illinois,Hillary Clinton
18169,Wabash,Indiana,Bernie Sanders
27157,Wabasha,Minnesota,Hillary Clinton
20197,Wabaunsee,Kansas,Hillary Clinton
27159,Wadena,Minnesota,Hillary Clinton
40145,Wagoner,Oklahoma,Hillary Clinton
53069,Wahkiakum,Washington,Bernie Sanders
37183,Wake,North Carolina,Hillary Clinton
12129,Wakulla,Florida,Bernie Sanders
23027,Waldo,Maine,Bernie Sanders
1127,Walker,Alabama,Hillary Clinton
13295,Walker,Georgia,Bernie Sanders
48471,Walker,Texas,Hillary Clinton
53071,Walla Walla,Washington,Hillary Clinton
20199,Wallace,Kansas,Hillary Clinton
48473,Waller,Texas,Hillary Clinton
41063,Wallowa,Oregon,Bernie Sanders
38099,Walsh,North Dakota,Hillary Clinton
28147,Walthall,Mississippi,Bernie Sanders
12131,Walton,Florida,Hillary Clinton
13297,Walton,Georgia,Hillary Clinton
46129,Walworth,South Dakota,Hillary Clinton
55127,Walworth,Wisconsin,Hillary Clinton
19179,Wapello,Iowa,Bernie Sanders
38101,Ward,North Dakota,Bernie Sanders
48475,Ward,Texas,Hillary Clinton
13299,Ware,Georgia,Bernie Sanders
17187,Warren,Illinois,Bernie Sanders
18171,Warren,Indiana,Bernie Sanders
19181,Warren,Iowa,Bernie Sanders
21227,Warren,Kentucky,Bernie Sanders
28149,Warren,Mississippi,Bernie Sanders
29219,Warren,Missouri,Bernie Sanders
34041,Warren,New Jersey,Bernie Sanders
36113,Warren,New York,Bernie Sanders
39165,Warren,Ohio,Hillary Clinton
42123,Warren,Pennsylvania,Hillary Clinton
47177,Warren,Tennessee,Hillary Clinton
51187,Warren,Virginia,Bernie Sanders
18173,Warrick,Indiana,Bernie Sanders
49051,Wasatch,Utah,Bernie Sanders
41065,Wasco,Oregon,Bernie Sanders
27161,Waseca,Minnesota,Bernie Sanders
56043,Washakie,Wyoming,Bernie Sanders
55129,Washburn,Wisconsin,Bernie Sanders
1129,Washington,Alabama,Hillary Clinton
5143,Washington,Arkansas,Hillary Clinton
12133,Washington,Florida,Bernie Sanders
13303,Washington,Georgia,Hillary Clinton
16087,Washington,Idaho,Hillary Clinton
17189,Washington,Illinois,Bernie Sanders
18175,Washington,Indiana,Bernie Sanders
19183,Washington,Iowa,Bernie Sanders
20201,Washington,Kansas,Bernie Sanders
21229,Washington,Kentucky,Bernie Sanders
22117,Washington,Louisiana,Hillary Clinton
23029,Washington,Maine,Hillary Clinton
24043,Washington,Maryland,Bernie Sanders
27163,Washington,Minnesota,Bernie Sanders
28151,Washington,Mississippi,Bernie Sanders
29221,Washington,Missouri,Bernie Sanders
31177,Washington,Nebraska,Bernie Sanders
36115,Washington,New York,Hillary Clinton
37187,Washington,North Carolina,Hillary Clinton
39167,Washington,Ohio,Hillary Clinton
40147,Washington,Oklahoma,Bernie Sanders
41067,Washington,Oregon,Bernie Sanders
42125,Washington,Pennsylvania,Bernie Sanders
44009,Washington,Rhode Island,Hillary Clinton
47179,Washington,Tennessee,Bernie Sanders
48477,Washington,Texas,Martin O'Maley
49053,Washington,Utah,Hillary Clinton
50023,Washington,Vermont,Bernie Sanders
51191,Washington,Virginia,Bernie Sanders
55131,Washington,Wisconsin,Hillary Clinton
40149,Washita,Oklahoma,Hillary Clinton
32031,Washoe,Nevada,Bernie Sanders
26161,Washtenaw,Michigan,Bernie Sanders
37189,Watauga,North Carolina,Hillary Clinton
27165,Watonwan,Minnesota,Hillary Clinton
55133,Waukesha,Wisconsin,Bernie Sanders
55135,Waupaca,Wisconsin,Hillary Clinton
55137,Waushara,Wisconsin,Bernie Sanders
13305,Wayne,Georgia,Hillary Clinton
17191,Wayne,Illinois,Hillary Clinton
18177,Wayne,Indiana,Bernie Sanders
19185,Wayne,Iowa,Hillary Clinton
21231,Wayne,Kentucky,Hillary Clinton
26163,Wayne,Michigan,Hillary Clinton
28153,Wayne,Mississippi,Hillary Clinton
29223,Wayne,Missouri,Hillary Clinton
31179,Wayne,Nebraska,Bernie Sanders
36117,Wayne,New York,Bernie Sanders
37191,Wayne,North Carolina,Hillary Clinton
39169,Wayne,Ohio,Bernie Sanders
42127,Wayne,Pennsylvania,Hillary Clinton
47181,Wayne,Tennessee,Bernie Sanders
54099,Wayne,West Virginia,Hillary Clinton
51820,Waynesboro City,Virginia,Hillary Clinton
47183,Weakley,Tennessee,Hillary Clinton
48479,Webb,Texas,Hillary Clinton
49057,Weber,Utah,Bernie Sanders
19187,Webster,Iowa,Bernie Sanders
21233,Webster,Kentucky,Hillary Clinton
22119,Webster,Louisiana,Bernie Sanders
28155,Webster,Mississippi,Bernie Sanders
29225,Webster,Missouri,Bernie Sanders
31181,Webster,Nebraska,Hillary Clinton
8123,Weld,Colorado,Bernie Sanders
18179,Wells,Indiana,Hillary Clinton
38103,Wells,North Dakota,Hillary Clinton
22121,West Baton Rouge,Louisiana,Hillary Clinton
22123,West Carroll,Louisiana,Hillary Clinton
36119,Westchester,New York,Hillary Clinton
42129,Westmoreland,Pennsylvania,Bernie Sanders
51193,Westmoreland,Virginia,Bernie Sanders
56045,Weston,Wyoming,Hillary Clinton
54103,Wetzel,West Virginia,Hillary Clinton
26165,Wexford,Michigan,Hillary Clinton
48481,Wharton,Texas,Hillary Clinton
53073,Whatcom,Washington,Bernie Sanders
30107,Wheatland,Montana,Bernie Sanders
48483,Wheeler,Texas,Hillary Clinton
5145,White,Arkansas,Hillary Clinton
13311,White,Georgia,Bernie Sanders
17193,White,Illinois,Bernie Sanders
18181,White,Indiana,Hillary Clinton
47185,White,Tennessee,Bernie Sanders
17195,Whiteside,Illinois,Hillary Clinton
13313,Whitfield,Georgia,Bernie Sanders
18183,Whitley,Indiana,Hillary Clinton
21235,Whitley,Kentucky,Hillary Clinton
53075,Whitman,Washington,Hillary Clinton
30109,Wibaux,Montana,Hillary Clinton
20203,Wichita,Kansas,Bernie Sanders
48485,Wichita,Texas,Bernie Sanders
24045,Wicomico,Maryland,Bernie Sanders
48487,Wilbarger,Texas,Hillary Clinton
1131,Wilcox,Alabama,Hillary Clinton
37193,Wilkes,North Carolina,Hillary Clinton
27167,Wilkin,Minnesota,Bernie Sanders
28157,Wilkinson,Mississippi,Bernie Sanders
17197,Will,Illinois,Bernie Sanders
48489,Willacy,Texas,Hillary Clinton
38105,Williams,North Dakota,Bernie Sanders
39171,Williams,Ohio,Hillary Clinton
45089,Williamsburg,South Carolina,Hillary Clinton
51830,Williamsburg City,Virginia,Bernie Sanders
17199,Williamson,Illinois,Bernie Sanders
47187,Williamson,Tennessee,Bernie Sanders
48491,Williamson,Texas,Bernie Sanders
20205,Wilson,Kansas,Bernie Sanders
37195,Wilson,North Carolina,Bernie Sanders
47189,Wilson,Tennessee,Hillary Clinton
48493,Wilson,Texas,Hillary Clinton
51840,Winchester City,Virginia,Bernie Sanders
9015,Windham,Connecticut,Hillary Clinton
50025,Windham,Vermont,Bernie Sanders
50027,Windsor,Vermont,Bernie Sanders
48495,Winkler,Texas,Bernie Sanders
22127,Winn,Louisiana,Bernie Sanders
17201,Winnebago,Illinois,Bernie Sanders
19189,Winnebago,Iowa,Hillary Clinton
55139,Winnebago,Wisconsin,Bernie Sanders
19191,Winneshiek,Iowa,Bernie Sanders
27169,Winona,Minnesota,Bernie Sanders
1133,Winston,Alabama,Hillary Clinton
28159,Winston,Mississippi,Bernie Sanders
54105,Wirt,West Virginia,Bernie Sanders
48497,Wise,Texas,Hillary Clinton
51195,Wise,Virginia,Bernie Sanders
21237,Wolfe,Kentucky,Bernie Sanders
39173,Wood,Ohio,Hillary Clinton
48499,Wood,Texas,Bernie Sanders
54107,Wood,West Virginia,Bernie Sanders
55141,Wood,Wisconsin,Hillary Clinton
19193,Woodbury,Iowa,Bernie Sanders
17203,Woodford,Illinois,Hillary Clinton
21239,Woodford,Kentucky,Hillary Clinton
40151,Woods,Oklahoma,Bernie Sanders
40153,Woodward,Oklahoma,Hillary Clinton
24047,Worcester,Maryland,Hillary Clinton
25027,Worcester,Massachusetts,Bernie Sanders
19195,Worth,Iowa,Hillary Clinton
2280,Wrangell Petersburg,Alaska,Bernie Sanders
19197,Wright,Iowa,Bernie Sanders
27171,Wright,Minnesota,Hillary Clinton
29229,Wright,Missouri,Hillary Clinton
39175,Wyandot,Ohio,Bernie Sanders
20209,Wyandotte,Kansas,Hillary Clinton
36121,Wyoming,New York,Bernie Sanders
42131,Wyoming,Pennsylvania,Bernie Sanders
54109,Wyoming,West Virginia,Hillary Clinton
51197,Wythe,Virginia,Hillary Clinton
37197,Yadkin,North Carolina,Bernie Sanders
53077,Yakima,Washington,Bernie Sanders
41071,Yamhill,Oregon,Hillary Clinton
46135,Yankton,South Dakota,Hillary Clinton
36123,Yates,New York,Bernie Sanders
4025,Yavapai,Arizona,Hillary Clinton
28163,Yazoo,Mississippi,Hillary Clinton
5149,Yell,Arkansas,Bernie Sanders
27173,Yellow Medicine,Minnesota,Bernie Sanders
30111,Yellowstone,Montana,Bernie Sanders
48501,Yoakum,Texas,Bernie Sanders
6113,Yolo,California,Bernie Sanders
23031,York,Maine,Bernie Sanders
31185,York,Nebraska,Hillary Clinton
42133,York,Pennsylvania,Bernie Sanders
45091,York,South Carolina,Bernie Sanders
48503,Young,Texas,Hillary Clinton
6115,Yuba,California,Hillary Clinton
2290,Yukon Koyukuk,Alaska,Hillary Clinton
4027,Yuma,Arizona,Hillary Clinton
8125,Yuma,Colorado,Hillary Clinton
48505,Zapata,Texas,Hillary Clinton
48507,Zavala,Texas,Hillary Clinton
