county_code,countyname,state,Most Searched,Second Most Searched
39085,Lake,Ohio,Donald Trump,John Kasich
39103,Medina,Ohio,Donald Trump,John Kasich
39087,Lawrence,Ohio,Donald Trump,Ben Carson
39089,Licking,Ohio,Donald Trump,John Kasich
39091,Logan,Ohio,Donald Trump,John Kasich
39093,Lorain,Ohio,Donald Trump,John Kasich
39095,Lucas,Ohio,Donald Trump,Scott Walker
39097,Madison,Ohio,Donald Trump,Chris Christie
39099,Mahoning,Ohio,John Kasich,Donald Trump
39101,Marion,Ohio,Donald Trump,John Kasich
39105,Meigs,Ohio,Donald Trump,John Kasich
39107,Mercer,Ohio,Donald Trump,Jeb Bush
39109,Miami,Ohio,Donald Trump,Jeb Bush
39111,Monroe,Ohio,Donald Trump,Jeb Bush
39113,Montgomery,Ohio,Donald Trump,John Kasich
39115,Morgan,Ohio,Donald Trump,Marco Rubio
39117,Morrow,Ohio,Donald Trump,John Kasich
39119,Muskingum,Ohio,Donald Trump,John Kasich
39121,Noble,Ohio,Donald Trump,John Kasich
39123,Ottawa,Ohio,Donald Trump,Chris Christie
39125,Paulding,Ohio,Donald Trump,John Kasich
39127,Perry,Ohio,Donald Trump,John Kasich
39129,Pickaway,Ohio,Donald Trump,John Kasich
39131,Pike,Ohio,Donald Trump,John Kasich
39133,Portage,Ohio,Donald Trump,Ted Cruz
39135,Preble,Ohio,Donald Trump,John Kasich
39137,Putnam,Ohio,Donald Trump,John Kasich
39139,Richland,Ohio,Donald Trump,Jeb Bush
39141,Ross,Ohio,Donald Trump,John Kasich
39143,Sandusky,Ohio,Donald Trump,John Kasich
39145,Scioto,Ohio,Donald Trump,Scott Walker
39147,Seneca,Ohio,Donald Trump,Ted Cruz
39149,Shelby,Ohio,Donald Trump,John Kasich
39151,Stark,Ohio,Donald Trump,Scott Walker
39153,Summit,Ohio,Donald Trump,John Kasich
39155,Trumbull,Ohio,Donald Trump,John Kasich
39157,Tuscarawas,Ohio,Donald Trump,John Kasich
39159,Union,Ohio,Donald Trump,Jeb Bush
39161,Van Wert,Ohio,Donald Trump,Ben Carson
39163,Vinton,Ohio,Donald Trump,Rand Paul
39165,Warren,Ohio,Donald Trump,John Kasich
40009,Beckham,Oklahoma,Ben Carson,Donald Trump
40011,Blaine,Oklahoma,Donald Trump,Rick Perry
39167,Washington,Ohio,Donald Trump,Marco Rubio
39171,Williams,Ohio,Donald Trump,Scott Walker
39173,Wood,Ohio,Donald Trump,John Kasich
39175,Wyandot,Ohio,Donald Trump,Carly Fiorina
40001,Adair,Oklahoma,Donald Trump,Jeb Bush
40005,Atoka,Oklahoma,Donald Trump,Ben Carson
40007,Beaver,Oklahoma,Donald Trump,Bobby Jindal
40025,Cimarron,Oklahoma,Jeb Bush,Donald Trump
40013,Bryan,Oklahoma,Donald Trump,Ted Cruz
40015,Caddo,Oklahoma,Donald Trump,Jeb Bush
40017,Canadian,Oklahoma,Donald Trump,Bobby Jindal
40019,Carter,Oklahoma,Donald Trump,Jeb Bush
40021,Cherokee,Oklahoma,Bobby Jindal,Mike Huckabee
40023,Choctaw,Oklahoma,Donald Trump,Ted Cruz
40027,Cleveland,Oklahoma,Donald Trump,Jeb Bush
40029,Coal,Oklahoma,Scott Walker,Donald Trump
40031,Comanche,Oklahoma,Donald Trump,Scott Walker
40033,Cotton,Oklahoma,Donald Trump,Rick Santorum
40035,Craig,Oklahoma,Donald Trump,Mike Huckabee
40037,Creek,Oklahoma,Donald Trump,Ted Cruz
40039,Custer,Oklahoma,Donald Trump,Jeb Bush
40041,Delaware,Oklahoma,Donald Trump,Mike Huckabee
40045,Ellis,Oklahoma,Donald Trump,Bobby Jindal
40047,Garfield,Oklahoma,Donald Trump,Ted Cruz
40049,Garvin,Oklahoma,Donald Trump,Ted Cruz
40051,Grady,Oklahoma,Donald Trump,Ben Carson
40055,Greer,Oklahoma,Donald Trump,Bobby Jindal
40059,Harper,Oklahoma,Donald Trump,Jeb Bush
40061,Haskell,Oklahoma,Donald Trump,Ted Cruz
40063,Hughes,Oklahoma,Donald Trump,Ben Carson
40065,Jackson,Oklahoma,Donald Trump,Jeb Bush
40067,Jefferson,Oklahoma,Donald Trump,Bobby Jindal
40069,Johnston,Oklahoma,Donald Trump,Jeb Bush
40109,Oklahoma,Oklahoma,Donald Trump,Jeb Bush
40071,Kay,Oklahoma,Donald Trump,Ted Cruz
40073,Kingfisher,Oklahoma,Donald Trump,Ted Cruz
40075,Kiowa,Oklahoma,Donald Trump,Rand Paul
40077,Latimer,Oklahoma,Donald Trump,Ted Cruz
40079,Le Flore,Oklahoma,Donald Trump,Rick Santorum
40081,Lincoln,Oklahoma,Donald Trump,Ted Cruz
40083,Logan,Oklahoma,Donald Trump,Jeb Bush
40085,Love,Oklahoma,Donald Trump,Jeb Bush
40087,Mcclain,Oklahoma,Donald Trump,Ben Carson
40089,McCurtain,Oklahoma,Donald Trump,Lindsey Graham
40091,McIntosh,Oklahoma,Donald Trump,Scott Walker
40093,Major,Oklahoma,Donald Trump,Ted Cruz
40095,Marshall,Oklahoma,Donald Trump,Rand Paul
40097,Mayes,Oklahoma,Donald Trump,Scott Walker
40099,Murray,Oklahoma,Donald Trump,Marco Rubio
40101,Muskogee,Oklahoma,Donald Trump,Carly Fiorina
40103,Noble,Oklahoma,Donald Trump,Ted Cruz
40105,Nowata,Oklahoma,Donald Trump,Jeb Bush
40107,Okfuskee,Oklahoma,Donald Trump,Chris Christie
40111,Okmulgee,Oklahoma,Donald Trump,Ted Cruz
40113,Osage,Oklahoma,Donald Trump,Jeb Bush
40115,Ottawa,Oklahoma,Donald Trump,Jeb Bush
40117,Pawnee,Oklahoma,Donald Trump,Jeb Bush
40119,Payne,Oklahoma,Donald Trump,Ted Cruz
40121,Pittsburg,Oklahoma,Donald Trump,Rick Perry
40123,Pontotoc,Oklahoma,Donald Trump,Rand Paul
40125,Pottawatomie,Oklahoma,Donald Trump,Ben Carson
40127,Pushmataha,Oklahoma,Donald Trump,Ted Cruz
40129,Roger Mills,Oklahoma,John Kasich,Donald Trump
40131,Rogers,Oklahoma,Donald Trump,Jeb Bush
40133,Seminole,Oklahoma,Donald Trump,Carly Fiorina
40135,Sequoyah,Oklahoma,Donald Trump,Ben Carson
40137,Stephens,Oklahoma,Donald Trump,Ben Carson
40139,Texas,Oklahoma,Donald Trump,Ted Cruz
40141,Tillman,Oklahoma,Donald Trump,Carly Fiorina
40143,Tulsa,Oklahoma,Lindsey Graham,Donald Trump
40145,Wagoner,Oklahoma,Donald Trump,Rand Paul
40147,Washington,Oklahoma,Donald Trump,Jeb Bush
40149,Washita,Oklahoma,Donald Trump,Bobby Jindal
40151,Woods,Oklahoma,Donald Trump,Rand Paul
40153,Woodward,Oklahoma,Donald Trump,Scott Walker
41001,Baker,Oregon,Lindsey Graham,Bobby Jindal
42085,Mercer,Pennsylvania,Donald Trump,Bobby Jindal
41003,Benton,Oregon,Donald Trump,Ted Cruz
41005,Clackamas,Oregon,Donald Trump,Ted Cruz
41007,Clatsop,Oregon,Donald Trump,Jeb Bush
41009,Columbia,Oregon,Donald Trump,Jeb Bush
41017,Deschutes,Oregon,Donald Trump,Ted Cruz
41011,Coos,Oregon,Donald Trump,Rand Paul
41013,Crook,Oregon,Donald Trump,Ben Carson
41015,Curry,Oregon,Donald Trump,Ben Carson
42055,Franklin,Pennsylvania,Donald Trump,Ben Carson
41019,Douglas,Oregon,Donald Trump,Ted Cruz
41021,Gilliam,Oregon,Donald Trump,Mike Huckabee
42057,Fulton,Pennsylvania,Donald Trump,Marco Rubio
41023,Grant,Oregon,Donald Trump,Rand Paul
41027,Hood River,Oregon,Donald Trump,Ted Cruz
41029,Jackson,Oregon,Donald Trump,Chris Christie
41031,Jefferson,Oregon,Donald Trump,Ted Cruz
48309,McLennan,Texas,Donald Trump,Rick Perry
41033,Josephine,Oregon,Donald Trump,Ted Cruz
41035,Klamath,Oregon,Donald Trump,Mike Huckabee
41037,Lake,Oregon,Donald Trump,Ben Carson
41045,Malheur,Oregon,Donald Trump,Chris Christie
41039,Lane,Oregon,Donald Trump,Jeb Bush
41041,Lincoln,Oregon,Donald Trump,Jeb Bush
41043,Linn,Oregon,Donald Trump,Ted Cruz
41047,Marion,Oregon,Donald Trump,Chris Christie
41051,Multnomah,Oregon,Donald Trump,John Kasich
41053,Polk,Oregon,Donald Trump,Rand Paul
42003,Allegheny,Pennsylvania,Donald Trump,Jeb Bush
41055,Sherman,Oregon,Donald Trump,Scott Walker
41057,Tillamook,Oregon,Donald Trump,Rand Paul
41059,Umatilla,Oregon,Donald Trump,Jeb Bush
42015,Bradford,Pennsylvania,Donald Trump,Jeb Bush
41061,Union,Oregon,Donald Trump,Marco Rubio
41063,Wallowa,Oregon,Donald Trump,Ted Cruz
41065,Wasco,Oregon,Donald Trump,Rick Perry
41067,Washington,Oregon,Donald Trump,Chris Christie
41069,Wheeler,Oregon,Rick Perry,Bobby Jindal
41071,Yamhill,Oregon,Donald Trump,Lindsey Graham
42001,Adams,Pennsylvania,Donald Trump,Rand Paul
42069,Lackawanna,Pennsylvania,Donald Trump,Jeb Bush
42005,Armstrong,Pennsylvania,Donald Trump,Ben Carson
42007,Beaver,Pennsylvania,Donald Trump,Ted Cruz
42009,Bedford,Pennsylvania,Donald Trump,Mike Huckabee
42011,Berks,Pennsylvania,Donald Trump,Ben Carson
42013,Blair,Pennsylvania,Donald Trump,Rand Paul
42017,Bucks,Pennsylvania,Donald Trump,Chris Christie
42019,Butler,Pennsylvania,Donald Trump,George Pataki
42021,Cambria,Pennsylvania,Lindsey Graham,Rick Perry
42023,Cameron,Pennsylvania,Donald Trump,Carly Fiorina
42025,Carbon,Pennsylvania,Donald Trump,Ben Carson
42041,Cumberland,Pennsylvania,Donald Trump,Jeb Bush
42027,Centre,Pennsylvania,Donald Trump,Jeb Bush
42029,Chester,Pennsylvania,Donald Trump,Jeb Bush
42031,Clarion,Pennsylvania,Donald Trump,Rand Paul
42033,Clearfield,Pennsylvania,Donald Trump,Marco Rubio
42035,Clinton,Pennsylvania,Donald Trump,Mike Huckabee
42037,Columbia,Pennsylvania,Donald Trump,Rand Paul
42039,Crawford,Pennsylvania,Donald Trump,Ted Cruz
42053,Forest,Pennsylvania,Ben Carson,Ted Cruz
42043,Dauphin,Pennsylvania,Donald Trump,Jeb Bush
42045,Delaware,Pennsylvania,Donald Trump,Chris Christie
42047,Elk,Pennsylvania,Donald Trump,Lindsey Graham
42049,Erie,Pennsylvania,Donald Trump,Jeb Bush
42051,Fayette,Pennsylvania,Donald Trump,Rick Perry
42059,Greene,Pennsylvania,Donald Trump,Chris Christie
42061,Huntingdon,Pennsylvania,Donald Trump,Jeb Bush
42063,Indiana,Pennsylvania,Mike Huckabee,Donald Trump
42065,Jefferson,Pennsylvania,Donald Trump,Chris Christie
42067,Juniata,Pennsylvania,Chris Christie,Donald Trump
42071,Lancaster,Pennsylvania,Donald Trump,Jeb Bush
42073,Lawrence,Pennsylvania,Donald Trump,Ted Cruz
42075,Lebanon,Pennsylvania,Donald Trump,Ben Carson
42077,Lehigh,Pennsylvania,Donald Trump,Rand Paul
42079,Luzerne,Pennsylvania,Donald Trump,Jeb Bush
42081,Lycoming,Pennsylvania,Donald Trump,Bobby Jindal
42087,Mifflin,Pennsylvania,Donald Trump,Jeb Bush
42089,Monroe,Pennsylvania,Donald Trump,Chris Christie
42091,Montgomery,Pennsylvania,Donald Trump,Chris Christie
42093,Montour,Pennsylvania,Donald Trump,Chris Christie
42095,Northampton,Pennsylvania,Donald Trump,Marco Rubio
48329,Midland,Texas,Donald Trump,Jeb Bush
42097,Northumberland,Pennsylvania,Donald Trump,Jeb Bush
42099,Perry,Pennsylvania,Donald Trump,Ben Carson
42101,Philadelphia,Pennsylvania,Donald Trump,Jeb Bush
42103,Pike,Pennsylvania,Donald Trump,Jeb Bush
42105,Potter,Pennsylvania,Donald Trump,Rand Paul
42107,Schuylkill,Pennsylvania,Donald Trump,Ted Cruz
42109,Snyder,Pennsylvania,Donald Trump,Ted Cruz
42111,Somerset,Pennsylvania,Donald Trump,Rand Paul
42117,Tioga,Pennsylvania,Mike Huckabee,Donald Trump
42119,Union,Pennsylvania,Donald Trump,Jeb Bush
42121,Venango,Pennsylvania,Donald Trump,Ben Carson
42123,Warren,Pennsylvania,Donald Trump,Ben Carson
42125,Washington,Pennsylvania,Donald Trump,Jeb Bush
42127,Wayne,Pennsylvania,Donald Trump,Chris Christie
42129,Westmoreland,Pennsylvania,Donald Trump,Rand Paul
42131,Wyoming,Pennsylvania,Donald Trump,Jeb Bush
42133,York,Pennsylvania,Donald Trump,Jeb Bush
44001,Bristol,Rhode Island,Donald Trump,Jeb Bush
44003,Kent,Rhode Island,Donald Trump,Jeb Bush
44005,Newport,Rhode Island,Donald Trump,Jeb Bush
44007,Providence,Rhode Island,Donald Trump,Jeb Bush
44009,Washington,Rhode Island,Donald Trump,Chris Christie
47111,Macon,Tennessee,Donald Trump,Scott Walker
45001,Abbeville,South Carolina,Donald Trump,Lindsey Graham
45003,Aiken,South Carolina,Donald Trump,Ted Cruz
45005,Allendale,South Carolina,Donald Trump,Lindsey Graham
45007,Anderson,South Carolina,Donald Trump,Lindsey Graham
45009,Bamberg,South Carolina,Donald Trump,Rick Perry
45037,Edgefield,South Carolina,Donald Trump,Scott Walker
45013,Beaufort,South Carolina,Donald Trump,Jeb Bush
45015,Berkeley,South Carolina,Donald Trump,Rand Paul
45017,Calhoun,South Carolina,Donald Trump,Lindsey Graham
45019,Charleston,South Carolina,Donald Trump,Chris Christie
45021,Cherokee,South Carolina,Donald Trump,Lindsey Graham
45023,Chester,South Carolina,Donald Trump,Lindsey Graham
45025,Chesterfield,South Carolina,Donald Trump,Lindsey Graham
45027,Clarendon,South Carolina,Donald Trump,Ben Carson
45029,Colleton,South Carolina,Donald Trump,Rick Perry
45031,Darlington,South Carolina,Donald Trump,Lindsey Graham
45033,Dillon,South Carolina,Donald Trump,Scott Walker
45035,Dorchester,South Carolina,Donald Trump,Lindsey Graham
46033,Custer,South Dakota,Donald Trump,Bobby Jindal
45039,Fairfield,South Carolina,Donald Trump,Ted Cruz
45041,Florence,South Carolina,Donald Trump,Lindsey Graham
45043,Georgetown,South Carolina,Donald Trump,Lindsey Graham
45045,Greenville,South Carolina,Donald Trump,Ted Cruz
46035,Davison,South Dakota,Donald Trump,Jeb Bush
45047,Greenwood,South Carolina,Donald Trump,Mike Huckabee
45049,Hampton,South Carolina,Donald Trump,Ted Cruz
45051,Horry,South Carolina,Donald Trump,Lindsey Graham
45053,Jasper,South Carolina,Donald Trump,Ben Carson
45087,Union,South Carolina,Donald Trump,Lindsey Graham
45055,Kershaw,South Carolina,Donald Trump,Lindsey Graham
45057,Lancaster,South Carolina,Donald Trump,Lindsey Graham
45059,Laurens,South Carolina,Donald Trump,Jeb Bush
46013,Brown,South Dakota,Donald Trump,Jeb Bush
46037,Day,South Dakota,Donald Trump,Carly Fiorina
45063,Lexington,South Carolina,Donald Trump,Lindsey Graham
45065,McCormick,South Carolina,Donald Trump,Scott Walker
45067,Marion,South Carolina,Donald Trump,Mike Huckabee
45069,Marlboro,South Carolina,Donald Trump,Lindsey Graham
45071,Newberry,South Carolina,George Pataki,Donald Trump
45073,Oconee,South Carolina,Donald Trump,Rick Perry
45075,Orangeburg,South Carolina,Donald Trump,Ben Carson
45077,Pickens,South Carolina,Donald Trump,Lindsey Graham
45079,Richland,South Carolina,Donald Trump,Lindsey Graham
45081,Saluda,South Carolina,Donald Trump,Bobby Jindal
45083,Spartanburg,South Carolina,Donald Trump,Lindsey Graham
45085,Sumter,South Carolina,Donald Trump,Ben Carson
45089,Williamsburg,South Carolina,Donald Trump,Jeb Bush
45091,York,South Carolina,Donald Trump,Lindsey Graham
46003,Aurora,South Dakota,Donald Trump,Bobby Jindal
46005,Beadle,South Dakota,Donald Trump,Rand Paul
46007,Bennett,South Dakota,Donald Trump,Bobby Jindal
46009,Bon Homme,South Dakota,Rand Paul,Donald Trump
46011,Brookings,South Dakota,Donald Trump,Marco Rubio
46015,Brule,South Dakota,Donald Trump,Scott Walker
46017,Buffalo,South Dakota,Scott Walker,Bobby Jindal
46021,Campbell,South Dakota,Donald Trump,Jeb Bush
46023,Charles Mix,South Dakota,Donald Trump,Jeb Bush
46025,Clark,South Dakota,Marco Rubio,Jeb Bush
46027,Clay,South Dakota,Donald Trump,Lindsey Graham
46029,Codington,South Dakota,Donald Trump,Jeb Bush
46039,Deuel,South Dakota,Donald Trump,Marco Rubio
46041,Dewey,South Dakota,Ted Cruz,Donald Trump
46043,Douglas,South Dakota,Donald Trump,Bobby Jindal
46047,Fall River,South Dakota,Donald Trump,Scott Walker
46049,Faulk,South Dakota,Donald Trump,Bobby Jindal
46051,Grant,South Dakota,Donald Trump,Ben Carson
46053,Gregory,South Dakota,Carly Fiorina,Bobby Jindal
46057,Hamlin,South Dakota,Donald Trump,Jeb Bush
46067,Hutchinson,South Dakota,Donald Trump,Ted Cruz
46069,Hyde,South Dakota,Donald Trump,Rand Paul
46071,Jackson,South Dakota,Donald Trump,Ted Cruz
46073,Jerauld,South Dakota,Donald Trump,Rand Paul
46075,Jones,South Dakota,Jeb Bush,Donald Trump
46077,Kingsbury,South Dakota,Donald Trump,Jeb Bush
46079,Lake,South Dakota,Donald Trump,Jeb Bush
46081,Lawrence,South Dakota,Donald Trump,Scott Walker
46083,Lincoln,South Dakota,Donald Trump,Mike Huckabee
46085,Lyman,South Dakota,Donald Trump,John Kasich
46087,McCook,South Dakota,Donald Trump,Jeb Bush
46089,McPherson,South Dakota,Donald Trump,Scott Walker
46091,Marshall,South Dakota,Donald Trump,Ben Carson
48441,Taylor,Texas,Donald Trump,Jeb Bush
46093,Meade,South Dakota,Donald Trump,Jeb Bush
46097,Miner,South Dakota,Donald Trump,Bobby Jindal
46099,Minnehaha,South Dakota,Donald Trump,Jeb Bush
46101,Moody,South Dakota,Scott Walker,Marco Rubio
46103,Pennington,South Dakota,Donald Trump,Chris Christie
46105,Perkins,South Dakota,Donald Trump,Rand Paul
46107,Potter,South Dakota,Rand Paul,Donald Trump
46109,Roberts,South Dakota,Donald Trump,Jeb Bush
46113,Shannon,South Dakota,Ted Cruz,Donald Trump
46115,Spink,South Dakota,Donald Trump,Bobby Jindal
46119,Sully,South Dakota,Ted Cruz,Bobby Jindal
46121,Todd,South Dakota,Chris Christie,Donald Trump
46123,Tripp,South Dakota,Donald Trump,Rand Paul
46125,Turner,South Dakota,Donald Trump,Scott Walker
46127,Union,South Dakota,Donald Trump,Jeb Bush
46129,Walworth,South Dakota,Donald Trump,Ben Carson
46135,Yankton,South Dakota,Donald Trump,Lindsey Graham
47001,Anderson,Tennessee,Donald Trump,Rand Paul
47003,Bedford,Tennessee,Donald Trump,Jeb Bush
47005,Benton,Tennessee,Donald Trump,Lindsey Graham
47019,Carter,Tennessee,Donald Trump,Scott Walker
47009,Blount,Tennessee,Donald Trump,Jeb Bush
47011,Bradley,Tennessee,Donald Trump,Rand Paul
47013,Campbell,Tennessee,Donald Trump,Carly Fiorina
47015,Cannon,Tennessee,Donald Trump,Jeb Bush
47017,Carroll,Tennessee,Donald Trump,Jeb Bush
47021,Cheatham,Tennessee,Donald Trump,Ben Carson
47023,Chester,Tennessee,Rand Paul,Ben Carson
47025,Claiborne,Tennessee,Donald Trump,Jeb Bush
47027,Clay,Tennessee,Ben Carson,Donald Trump
47029,Cocke,Tennessee,Donald Trump,Mike Huckabee
47031,Coffee,Tennessee,Donald Trump,Chris Christie
47033,Crockett,Tennessee,Donald Trump,Rand Paul
47035,Cumberland,Tennessee,Donald Trump,Ted Cruz
47037,Davidson,Tennessee,Donald Trump,Jeb Bush
47067,Hancock,Tennessee,Donald Trump,Ben Carson
47039,Decatur,Tennessee,Donald Trump,Jeb Bush
47041,Dekalb,Tennessee,Donald Trump,Jeb Bush
47043,Dickson,Tennessee,Donald Trump,Bobby Jindal
47045,Dyer,Tennessee,Donald Trump,Ben Carson
47047,Fayette,Tennessee,Donald Trump,Jeb Bush
47069,Hardeman,Tennessee,Donald Trump,Ben Carson
47051,Franklin,Tennessee,Donald Trump,Ted Cruz
47053,Gibson,Tennessee,Rick Perry,Donald Trump
47055,Giles,Tennessee,Donald Trump,Mike Huckabee
47065,Hamilton,Tennessee,Donald Trump,Ted Cruz
47057,Grainger,Tennessee,Donald Trump,Scott Walker
47059,Greene,Tennessee,Donald Trump,Ted Cruz
47061,Grundy,Tennessee,Donald Trump,Jeb Bush
47063,Hamblen,Tennessee,Donald Trump,Jeb Bush
51530,Buena Vista City,Virginia,Donald Trump,John Kasich
47071,Hardin,Tennessee,Donald Trump,John Kasich
47073,Hawkins,Tennessee,Donald Trump,Mike Huckabee
47075,Haywood,Tennessee,Donald Trump,Ben Carson
47077,Henderson,Tennessee,Ben Carson,Donald Trump
47079,Henry,Tennessee,Donald Trump,Rand Paul
47081,Hickman,Tennessee,Donald Trump,Rand Paul
47083,Houston,Tennessee,Donald Trump,Ben Carson
47085,Humphreys,Tennessee,Donald Trump,Jeb Bush
47087,Jackson,Tennessee,Ben Carson,Donald Trump
47089,Jefferson,Tennessee,Donald Trump,Jeb Bush
47091,Johnson,Tennessee,Donald Trump,Lindsey Graham
47109,McNairy,Tennessee,Donald Trump,Ben Carson
47093,Knox,Tennessee,Donald Trump,Marco Rubio
47095,Lake,Tennessee,Donald Trump,John Kasich
47097,Lauderdale,Tennessee,Donald Trump,Jeb Bush
47099,Lawrence,Tennessee,Donald Trump,Mike Huckabee
47101,Lewis,Tennessee,Donald Trump,Ben Carson
47103,Lincoln,Tennessee,Donald Trump,Ben Carson
47105,Loudon,Tennessee,Donald Trump,Rand Paul
47107,McMinn,Tennessee,Donald Trump,Ben Carson
47115,Marion,Tennessee,Donald Trump,Chris Christie
47117,Marshall,Tennessee,Donald Trump,Jeb Bush
47119,Maury,Tennessee,Ben Carson,Donald Trump
47123,Monroe,Tennessee,Donald Trump,Lindsey Graham
47125,Montgomery,Tennessee,Donald Trump,Jeb Bush
47127,Moore,Tennessee,Donald Trump,Scott Walker
47129,Morgan,Tennessee,Donald Trump,Jeb Bush
47131,Obion,Tennessee,Donald Trump,Rand Paul
47133,Overton,Tennessee,Donald Trump,Scott Walker
47135,Perry,Tennessee,Donald Trump,Ben Carson
47137,Pickett,Tennessee,Mike Huckabee,Jeb Bush
47139,Polk,Tennessee,Rand Paul,Donald Trump
47177,Warren,Tennessee,Donald Trump,Ted Cruz
47141,Putnam,Tennessee,Donald Trump,Rand Paul
47143,Rhea,Tennessee,Donald Trump,Ben Carson
47145,Roane,Tennessee,Donald Trump,Rand Paul
47147,Robertson,Tennessee,Donald Trump,Ted Cruz
47149,Rutherford,Tennessee,Donald Trump,Ted Cruz
47151,Scott,Tennessee,Donald Trump,Jeb Bush
47153,Sequatchie,Tennessee,Donald Trump,Rand Paul
47155,Sevier,Tennessee,Donald Trump,Jeb Bush
48047,Brooks,Texas,Donald Trump,Ben Carson
47157,Shelby,Tennessee,Donald Trump,Jeb Bush
47159,Smith,Tennessee,Donald Trump,Scott Walker
47161,Stewart,Tennessee,Ted Cruz,Ben Carson
47163,Sullivan,Tennessee,Donald Trump,Jeb Bush
47165,Sumner,Tennessee,Donald Trump,Jeb Bush
47167,Tipton,Tennessee,Donald Trump,Rand Paul
47169,Trousdale,Tennessee,Donald Trump,Mike Huckabee
47171,Unicoi,Tennessee,Marco Rubio,Donald Trump
47173,Union,Tennessee,Donald Trump,John Kasich
47175,Van Buren,Tennessee,Donald Trump,Ben Carson
47179,Washington,Tennessee,Donald Trump,Rick Perry
47181,Wayne,Tennessee,Donald Trump,Scott Walker
47183,Weakley,Tennessee,Donald Trump,Ben Carson
47185,White,Tennessee,Donald Trump,Jeb Bush
47187,Williamson,Tennessee,Donald Trump,Ted Cruz
48007,Aransas,Texas,Donald Trump,John Kasich
47189,Wilson,Tennessee,Donald Trump,Ben Carson
48001,Anderson,Texas,Donald Trump,Rand Paul
48005,Angelina,Texas,Donald Trump,Ted Cruz
48013,Atascosa,Texas,Donald Trump,Scott Walker
48015,Austin,Texas,Donald Trump,Ted Cruz
48017,Bailey,Texas,Donald Trump,Ted Cruz
48019,Bandera,Texas,Donald Trump,Jeb Bush
48021,Bastrop,Texas,Donald Trump,Ted Cruz
48023,Baylor,Texas,Donald Trump,Ted Cruz
48025,Bee,Texas,Donald Trump,Rick Perry
48027,Bell,Texas,Donald Trump,Rick Perry
48029,Bexar,Texas,Donald Trump,Ted Cruz
48031,Blanco,Texas,Donald Trump,Ted Cruz
48033,Borden,Texas,Donald Trump,Jeb Bush
48035,Bosque,Texas,Donald Trump,Jeb Bush
48043,Brewster,Texas,Donald Trump,Ted Cruz
48045,Briscoe,Texas,Ben Carson,Ted Cruz
48259,Kendall,Texas,Donald Trump,Ted Cruz
48037,Bowie,Texas,Donald Trump,Ben Carson
48039,Brazoria,Texas,Donald Trump,Rick Perry
48041,Brazos,Texas,Donald Trump,Rick Perry
48303,Lubbock,Texas,Donald Trump,Ben Carson
48049,Brown,Texas,Donald Trump,Bobby Jindal
48051,Burleson,Texas,Donald Trump,Ben Carson
48053,Burnet,Texas,Donald Trump,Ted Cruz
48055,Caldwell,Texas,Donald Trump,Rick Perry
48071,Chambers,Texas,Donald Trump,Jeb Bush
48305,Lynn,Texas,Donald Trump,Ben Carson
48057,Calhoun,Texas,John Kasich,Donald Trump
48059,Callahan,Texas,Donald Trump,Carly Fiorina
48061,Cameron,Texas,Donald Trump,Jeb Bush
48063,Camp,Texas,Donald Trump,Marco Rubio
48065,Carson,Texas,Donald Trump,Rick Santorum
48067,Cass,Texas,Carly Fiorina,Donald Trump
48069,Castro,Texas,Donald Trump,Ben Carson
48073,Cherokee,Texas,Donald Trump,Ted Cruz
48075,Childress,Texas,Donald Trump,Jeb Bush
48077,Clay,Texas,Donald Trump,Jeb Bush
48081,Coke,Texas,Donald Trump,Lindsey Graham
48083,Coleman,Texas,Donald Trump,Ted Cruz
48085,Collin,Texas,Donald Trump,Ted Cruz
48089,Colorado,Texas,Donald Trump,Bobby Jindal
48091,Comal,Texas,Donald Trump,Ted Cruz
48093,Comanche,Texas,Donald Trump,Jeb Bush
48095,Concho,Texas,Donald Trump,Ted Cruz
48097,Cooke,Texas,Donald Trump,Ted Cruz
48099,Coryell,Texas,Donald Trump,Marco Rubio
48103,Crane,Texas,Donald Trump,Bobby Jindal
48107,Crosby,Texas,Donald Trump,Marco Rubio
48109,Culberson,Texas,Donald Trump,Ted Cruz
48111,Dallam,Texas,Donald Trump,Ted Cruz
48113,Dallas,Texas,Donald Trump,Ted Cruz
48115,Dawson,Texas,Donald Trump,Ted Cruz
48117,Deaf Smith,Texas,Donald Trump,Jeb Bush
48209,Hays,Texas,Donald Trump,Ted Cruz
48119,Delta,Texas,Donald Trump,Ted Cruz
48121,Denton,Texas,Donald Trump,Ted Cruz
48123,De Witt,Texas,Donald Trump,Rand Paul
48125,Dickens,Texas,Donald Trump,Rick Perry
48133,Eastland,Texas,Donald Trump,Ted Cruz
48135,Ector,Texas,Donald Trump,Jeb Bush
48137,Edwards,Texas,Donald Trump,John Kasich
48139,Ellis,Texas,Donald Trump,Lindsey Graham
48141,El Paso,Texas,Donald Trump,Rand Paul
48143,Erath,Texas,Donald Trump,Jeb Bush
48145,Falls,Texas,Ted Cruz,Donald Trump
48147,Fannin,Texas,Donald Trump,Rand Paul
48149,Fayette,Texas,Donald Trump,Rick Perry
48151,Fisher,Texas,Jeb Bush,Donald Trump
48153,Floyd,Texas,Donald Trump,Bobby Jindal
48157,Fort Bend,Texas,Donald Trump,Bobby Jindal
48159,Franklin,Texas,Donald Trump,Scott Walker
48161,Freestone,Texas,Donald Trump,Rick Perry
