county_code,countyname,state,Most Searched,Second Most Searched
21041,Carroll,Kentucky,Donald Trump,Mike Huckabee
21043,Carter,Kentucky,Donald Trump,Jeb Bush
21045,Casey,Kentucky,Donald Trump,John Kasich
21047,Christian,Kentucky,Jeb Bush,Rand Paul
21157,Marshall,Kentucky,Donald Trump,Scott Walker
21049,Clark,Kentucky,Donald Trump,Jeb Bush
21051,Clay,Kentucky,Donald Trump,Mike Huckabee
21053,Clinton,Kentucky,Donald Trump,Ben Carson
21055,Crittenden,Kentucky,Donald Trump,Ted Cruz
21057,Cumberland,Kentucky,Donald Trump,Jeb Bush
21171,Monroe,Kentucky,Donald Trump,Ben Carson
21059,Daviess,Kentucky,Donald Trump,Jeb Bush
21061,Edmonson,Kentucky,Donald Trump,Ted Cruz
21065,Estill,Kentucky,Rand Paul,Ben Carson
21067,Fayette,Kentucky,Donald Trump,Rand Paul
21099,Hart,Kentucky,Donald Trump,Jeb Bush
21069,Fleming,Kentucky,Donald Trump,Ben Carson
21071,Floyd,Kentucky,Donald Trump,Scott Walker
21073,Franklin,Kentucky,Donald Trump,Rand Paul
21075,Fulton,Kentucky,Donald Trump,Bobby Jindal
21077,Gallatin,Kentucky,Donald Trump,John Kasich
21111,Jefferson,Kentucky,Donald Trump,Rand Paul
21079,Garrard,Kentucky,Donald Trump,Rick Perry
21081,Grant,Kentucky,Donald Trump,Rick Perry
21083,Graves,Kentucky,Donald Trump,Jeb Bush
21085,Grayson,Kentucky,Donald Trump,Rand Paul
21087,Green,Kentucky,Donald Trump,Rick Perry
21113,Jessamine,Kentucky,Donald Trump,Rand Paul
21089,Greenup,Kentucky,Donald Trump,Bobby Jindal
21091,Hancock,Kentucky,Donald Trump,Bobby Jindal
21093,Hardin,Kentucky,Donald Trump,Lindsey Graham
21095,Harlan,Kentucky,Donald Trump,Jeb Bush
21097,Harrison,Kentucky,Donald Trump,Mike Huckabee
21101,Henderson,Kentucky,Donald Trump,Rand Paul
21103,Henry,Kentucky,Donald Trump,Rand Paul
21105,Hickman,Kentucky,Ben Carson,Donald Trump
21107,Hopkins,Kentucky,Rand Paul,Donald Trump
21109,Jackson,Kentucky,Donald Trump,Rand Paul
26023,Branch,Michigan,Donald Trump,Jeb Bush
21115,Johnson,Kentucky,Donald Trump,Rand Paul
21117,Kenton,Kentucky,Donald Trump,Ted Cruz
21119,Knott,Kentucky,Donald Trump,Rick Santorum
21121,Knox,Kentucky,Donald Trump,Scott Walker
21123,Larue,Kentucky,Donald Trump,Marco Rubio
21125,Laurel,Kentucky,Donald Trump,Rand Paul
21127,Lawrence,Kentucky,Donald Trump,Mike Huckabee
21129,Lee,Kentucky,Donald Trump,Rand Paul
21131,Leslie,Kentucky,Donald Trump,Rick Perry
21145,McCracken,Kentucky,Donald Trump,Ted Cruz
21133,Letcher,Kentucky,Donald Trump,Jeb Bush
21135,Lewis,Kentucky,John Kasich,Ben Carson
21137,Lincoln,Kentucky,Donald Trump,Ted Cruz
21139,Livingston,Kentucky,Donald Trump,Carly Fiorina
21141,Logan,Kentucky,Donald Trump,Jeb Bush
21143,Lyon,Kentucky,Rand Paul,Donald Trump
21147,McCreary,Kentucky,Donald Trump,Ben Carson
21149,Mclean,Kentucky,Donald Trump,Mike Huckabee
21151,Madison,Kentucky,Donald Trump,Rand Paul
21155,Marion,Kentucky,Donald Trump,Ted Cruz
26021,Berrien,Michigan,Donald Trump,Scott Walker
21159,Martin,Kentucky,Donald Trump,Scott Walker
21161,Mason,Kentucky,Donald Trump,Ben Carson
21163,Meade,Kentucky,Donald Trump,Ted Cruz
21165,Menifee,Kentucky,Ben Carson,Bobby Jindal
21167,Mercer,Kentucky,Donald Trump,Scott Walker
21169,Metcalfe,Kentucky,Donald Trump,Ben Carson
21173,Montgomery,Kentucky,Donald Trump,Rand Paul
21175,Morgan,Kentucky,Donald Trump,Rand Paul
21177,Muhlenberg,Kentucky,Donald Trump,Bobby Jindal
21179,Nelson,Kentucky,Donald Trump,Chris Christie
26011,Arenac,Michigan,Donald Trump,Jeb Bush
21181,Nicholas,Kentucky,Donald Trump,Bobby Jindal
21183,Ohio,Kentucky,Donald Trump,Jeb Bush
21185,Oldham,Kentucky,Donald Trump,Ben Carson
21187,Owen,Kentucky,Donald Trump,Jeb Bush
21191,Pendleton,Kentucky,Donald Trump,Rand Paul
21193,Perry,Kentucky,Donald Trump,Jeb Bush
21195,Pike,Kentucky,Donald Trump,Jeb Bush
21197,Powell,Kentucky,Rick Santorum,Marco Rubio
21199,Pulaski,Kentucky,Donald Trump,Rand Paul
21201,Robertson,Kentucky,Donald Trump,Bobby Jindal
21203,Rockcastle,Kentucky,Donald Trump,Ted Cruz
21205,Rowan,Kentucky,Donald Trump,Rand Paul
21207,Russell,Kentucky,Donald Trump,Rand Paul
21209,Scott,Kentucky,Donald Trump,Ben Carson
21211,Shelby,Kentucky,Donald Trump,Rand Paul
21215,Spencer,Kentucky,Donald Trump,Scott Walker
21217,Taylor,Kentucky,Donald Trump,Ben Carson
21219,Todd,Kentucky,Donald Trump,Mike Huckabee
21221,Trigg,Kentucky,Donald Trump,Rand Paul
21223,Trimble,Kentucky,Rand Paul,Donald Trump
21225,Union,Kentucky,Donald Trump,Rand Paul
21227,Warren,Kentucky,Donald Trump,Jeb Bush
21229,Washington,Kentucky,Donald Trump,Ben Carson
21231,Wayne,Kentucky,Donald Trump,Carly Fiorina
21233,Webster,Kentucky,Marco Rubio,Donald Trump
21235,Whitley,Kentucky,Donald Trump,Jeb Bush
21237,Wolfe,Kentucky,Donald Trump,Jeb Bush
21239,Woodford,Kentucky,Donald Trump,Scott Walker
22001,Acadia,Louisiana,Donald Trump,Bobby Jindal
22003,Allen,Louisiana,Donald Trump,Bobby Jindal
22005,Ascension,Louisiana,Donald Trump,Bobby Jindal
22007,Assumption,Louisiana,Donald Trump,Jeb Bush
22009,Avoyelles,Louisiana,Donald Trump,Jeb Bush
22011,Beauregard,Louisiana,Donald Trump,Lindsey Graham
22013,Bienville,Louisiana,Donald Trump,Bobby Jindal
22031,De Soto,Louisiana,Donald Trump,Scott Walker
22015,Bossier,Louisiana,Donald Trump,Bobby Jindal
22017,Caddo,Louisiana,Donald Trump,Jeb Bush
22021,Caldwell,Louisiana,Donald Trump,Rick Perry
22023,Cameron,Louisiana,Scott Walker,Bobby Jindal
22027,Claiborne,Louisiana,Donald Trump,Bobby Jindal
22029,Concordia,Louisiana,Donald Trump,Bobby Jindal
22033,East Baton Rouge,Louisiana,Donald Trump,Bobby Jindal
22037,East Feliciana,Louisiana,Donald Trump,Ted Cruz
22039,Evangeline,Louisiana,Donald Trump,Bobby Jindal
26015,Barry,Michigan,Donald Trump,Scott Walker
22041,Franklin,Louisiana,Donald Trump,Bobby Jindal
22043,Grant,Louisiana,Donald Trump,Bobby Jindal
22045,Iberia,Louisiana,Donald Trump,Bobby Jindal
26017,Bay,Michigan,Donald Trump,Scott Walker
22047,Iberville,Louisiana,Donald Trump,Bobby Jindal
22049,Jackson,Louisiana,Donald Trump,Bobby Jindal
22051,Jefferson,Louisiana,Donald Trump,Bobby Jindal
22053,Jefferson Davis,Louisiana,Donald Trump,Rand Paul
22093,St James,Louisiana,Bobby Jindal,Donald Trump
22055,Lafayette,Louisiana,Donald Trump,Bobby Jindal
22057,Lafourche,Louisiana,Donald Trump,Bobby Jindal
22059,La Salle,Louisiana,Donald Trump,Lindsey Graham
22061,Lincoln,Louisiana,Donald Trump,Bobby Jindal
22063,Livingston,Louisiana,Donald Trump,Bobby Jindal
22065,Madison,Louisiana,Scott Walker,Donald Trump
22067,Morehouse,Louisiana,Donald Trump,Bobby Jindal
22095,St John The Baptist,Louisiana,Donald Trump,Bobby Jindal
22069,Natchitoches,Louisiana,Donald Trump,Bobby Jindal
22071,Orleans,Louisiana,Donald Trump,Bobby Jindal
22073,Ouachita,Louisiana,Bobby Jindal,Donald Trump
22087,St Bernard,Louisiana,Bobby Jindal,Donald Trump
22075,Plaquemines,Louisiana,Donald Trump,Bobby Jindal
22077,Pointe Coupee,Louisiana,Donald Trump,Bobby Jindal
22085,Sabine,Louisiana,Ted Cruz,Donald Trump
22079,Rapides,Louisiana,Ben Carson,Donald Trump
22081,Red River,Louisiana,Donald Trump,Bobby Jindal
22083,Richland,Louisiana,Bobby Jindal,Jeb Bush
22089,St Charles,Louisiana,Donald Trump,Rick Perry
22097,St Landry,Louisiana,Donald Trump,Bobby Jindal
22099,St Martin,Louisiana,Donald Trump,Bobby Jindal
22101,St Mary,Louisiana,Donald Trump,Bobby Jindal
25003,Berkshire,Massachusetts,Donald Trump,Scott Walker
22103,St Tammany,Louisiana,Donald Trump,Bobby Jindal
22105,Tangipahoa,Louisiana,Donald Trump,Ted Cruz
22107,Tensas,Louisiana,Ted Cruz,Donald Trump
22115,Vernon,Louisiana,Bobby Jindal,Donald Trump
22109,Terrebonne,Louisiana,Donald Trump,Bobby Jindal
22111,Union,Louisiana,Scott Walker,Donald Trump
22113,Vermilion,Louisiana,Donald Trump,Bobby Jindal
24003,Anne Arundel,Maryland,Donald Trump,Jeb Bush
22117,Washington,Louisiana,Donald Trump,Bobby Jindal
22119,Webster,Louisiana,Donald Trump,Scott Walker
22121,West Baton Rouge,Louisiana,Donald Trump,Bobby Jindal
22123,West Carroll,Louisiana,Bobby Jindal,Donald Trump
23031,York,Maine,Donald Trump,Jeb Bush
22127,Winn,Louisiana,Donald Trump,Bobby Jindal
23001,Androscoggin,Maine,Donald Trump,Carly Fiorina
23003,Aroostook,Maine,Donald Trump,Jeb Bush
24005,Baltimore,Maryland,Donald Trump,Jeb Bush
23005,Cumberland,Maine,Donald Trump,Jeb Bush
23007,Franklin,Maine,Donald Trump,Mike Huckabee
23009,Hancock,Maine,Donald Trump,Scott Walker
24009,Calvert,Maryland,Donald Trump,Jeb Bush
23011,Kennebec,Maine,Donald Trump,Jeb Bush
23013,Knox,Maine,Donald Trump,Lindsey Graham
23015,Lincoln,Maine,Donald Trump,Jeb Bush
23017,Oxford,Maine,Donald Trump,Ted Cruz
26019,Benzie,Michigan,Donald Trump,Jeb Bush
23019,Penobscot,Maine,Donald Trump,Rand Paul
23021,Piscataquis,Maine,Donald Trump,Ben Carson
23023,Sagadahoc,Maine,Donald Trump,Rand Paul
24001,Allegany,Maryland,Donald Trump,Rand Paul
23025,Somerset,Maine,Donald Trump,Chris Christie
23027,Waldo,Maine,Donald Trump,Jeb Bush
23029,Washington,Maine,Donald Trump,Scott Walker
26003,Alger,Michigan,Donald Trump,Ted Cruz
24011,Caroline,Maryland,Donald Trump,Ted Cruz
24013,Carroll,Maryland,Donald Trump,Ben Carson
24015,Cecil,Maryland,Donald Trump,Ben Carson
24017,Charles,Maryland,Donald Trump,Jeb Bush
24019,Dorchester,Maryland,Donald Trump,Jeb Bush
26005,Allegan,Michigan,Donald Trump,Ben Carson
24021,Frederick,Maryland,Donald Trump,Jeb Bush
24023,Garrett,Maryland,Donald Trump,Jeb Bush
24025,Harford,Maryland,Donald Trump,Ben Carson
24027,Howard,Maryland,Donald Trump,Jeb Bush
24029,Kent,Maryland,Donald Trump,Ben Carson
25001,Barnstable,Massachusetts,Donald Trump,Jeb Bush
24031,Montgomery,Maryland,Donald Trump,Jeb Bush
24033,Prince Georges,Maryland,Donald Trump,Jeb Bush
24035,Queen Annes,Maryland,Donald Trump,Marco Rubio
24037,St Marys,Maryland,Donald Trump,Ben Carson
24039,Somerset,Maryland,Ben Carson,Donald Trump
24041,Talbot,Maryland,Donald Trump,Ted Cruz
24043,Washington,Maryland,Donald Trump,Rick Santorum
24045,Wicomico,Maryland,Donald Trump,Scott Walker
24047,Worcester,Maryland,Donald Trump,Marco Rubio
25005,Bristol,Massachusetts,Donald Trump,Jeb Bush
25007,Dukes,Massachusetts,Donald Trump,Ted Cruz
25009,Essex,Massachusetts,Donald Trump,Jeb Bush
25011,Franklin,Massachusetts,Donald Trump,Rand Paul
25013,Hampden,Massachusetts,Donald Trump,Jeb Bush
25015,Hampshire,Massachusetts,Donald Trump,Jeb Bush
25017,Middlesex,Massachusetts,Donald Trump,Jeb Bush
25019,Nantucket,Massachusetts,Donald Trump,Jeb Bush
26007,Alpena,Michigan,Donald Trump,Ted Cruz
26009,Antrim,Michigan,Donald Trump,Scott Walker
25021,Norfolk,Massachusetts,Donald Trump,Jeb Bush
25023,Plymouth,Massachusetts,Donald Trump,Jeb Bush
25025,Suffolk,Massachusetts,Donald Trump,Jeb Bush
25027,Worcester,Massachusetts,Donald Trump,Jeb Bush
26001,Alcona,Michigan,John Kasich,Bobby Jindal
26025,Calhoun,Michigan,Donald Trump,Rick Santorum
26027,Cass,Michigan,Donald Trump,Ted Cruz
26029,Charlevoix,Michigan,Donald Trump,Jeb Bush
26031,Cheboygan,Michigan,Donald Trump,Ted Cruz
26033,Chippewa,Michigan,Donald Trump,Chris Christie
26035,Clare,Michigan,Donald Trump,Ted Cruz
26037,Clinton,Michigan,Donald Trump,Rand Paul
26039,Crawford,Michigan,Donald Trump,Ted Cruz
26057,Gratiot,Michigan,Donald Trump,Marco Rubio
26041,Delta,Michigan,Donald Trump,Jeb Bush
26043,Dickinson,Michigan,Donald Trump,Scott Walker
26045,Eaton,Michigan,Donald Trump,Carly Fiorina
26047,Emmet,Michigan,Donald Trump,Bobby Jindal
26049,Genesee,Michigan,Donald Trump,Rand Paul
26051,Gladwin,Michigan,Donald Trump,Marco Rubio
26053,Gogebic,Michigan,Donald Trump,Ted Cruz
26055,Grand Traverse,Michigan,Donald Trump,Rand Paul
26059,Hillsdale,Michigan,Donald Trump,Rand Paul
26061,Houghton,Michigan,Scott Walker,Donald Trump
26063,Huron,Michigan,Donald Trump,Scott Walker
26065,Ingham,Michigan,Donald Trump,Jeb Bush
26067,Ionia,Michigan,Donald Trump,Jeb Bush
26069,Iosco,Michigan,Donald Trump,Jeb Bush
26071,Iron,Michigan,Donald Trump,Scott Walker
26073,Isabella,Michigan,Donald Trump,Scott Walker
26075,Jackson,Michigan,Donald Trump,Carly Fiorina
26077,Kalamazoo,Michigan,Donald Trump,Jeb Bush
26079,Kalkaska,Michigan,Donald Trump,Jeb Bush
26081,Kent,Michigan,Donald Trump,Jeb Bush
26083,Keweenaw,Michigan,Lindsey Graham,Donald Trump
26085,Lake,Michigan,Donald Trump,Ted Cruz
26087,Lapeer,Michigan,Donald Trump,Rand Paul
26089,Leelanau,Michigan,Donald Trump,Lindsey Graham
26091,Lenawee,Michigan,Donald Trump,Ted Cruz
26093,Livingston,Michigan,Donald Trump,Ted Cruz
26095,Luce,Michigan,Jeb Bush,Rand Paul
26097,Mackinac,Michigan,Donald Trump,Mike Huckabee
26099,Macomb,Michigan,Donald Trump,Jeb Bush
26101,Manistee,Michigan,Donald Trump,Ben Carson
26103,Marquette,Michigan,Donald Trump,Mike Huckabee
26105,Mason,Michigan,Donald Trump,Scott Walker
26107,Mecosta,Michigan,Donald Trump,Jeb Bush
26109,Menominee,Michigan,Donald Trump,Mike Huckabee
26111,Midland,Michigan,Donald Trump,Jeb Bush
26113,Missaukee,Michigan,Donald Trump,Scott Walker
26115,Monroe,Michigan,Donald Trump,Jeb Bush
26117,Montcalm,Michigan,Donald Trump,Ted Cruz
26121,Muskegon,Michigan,Donald Trump,Jeb Bush
26123,Newaygo,Michigan,Donald Trump,Scott Walker
26125,Oakland,Michigan,Donald Trump,Jeb Bush
26127,Oceana,Michigan,Donald Trump,Carly Fiorina
26129,Ogemaw,Michigan,Donald Trump,Rand Paul
26133,Osceola,Michigan,Donald Trump,Ben Carson
26137,Otsego,Michigan,Donald Trump,Jeb Bush
26139,Ottawa,Michigan,Donald Trump,Jeb Bush
26141,Presque Isle,Michigan,Donald Trump,Ben Carson
26143,Roscommon,Michigan,Donald Trump,Jeb Bush
26145,Saginaw,Michigan,Donald Trump,Jeb Bush
26147,St Clair,Michigan,Donald Trump,Rand Paul
26149,St Joseph,Michigan,Donald Trump,Jeb Bush
26151,Sanilac,Michigan,Donald Trump,Jeb Bush
26155,Shiawassee,Michigan,Donald Trump,Jeb Bush
26157,Tuscola,Michigan,Donald Trump,Ted Cruz
26159,Van Buren,Michigan,Donald Trump,Jeb Bush
26161,Washtenaw,Michigan,Donald Trump,Jeb Bush
26163,Wayne,Michigan,Donald Trump,Ben Carson
26165,Wexford,Michigan,Donald Trump,Jeb Bush
27001,Aitkin,Minnesota,Donald Trump,Scott Walker
27003,Anoka,Minnesota,Donald Trump,Mike Huckabee
27005,Becker,Minnesota,Donald Trump,Ted Cruz
27007,Beltrami,Minnesota,Donald Trump,Bobby Jindal
27009,Benton,Minnesota,Donald Trump,Bobby Jindal
27011,Big Stone,Minnesota,Donald Trump,Ben Carson
27013,Blue Earth,Minnesota,Donald Trump,Scott Walker
27015,Brown,Minnesota,Donald Trump,Jeb Bush
27017,Carlton,Minnesota,Donald Trump,Scott Walker
27019,Carver,Minnesota,Donald Trump,Ben Carson
27033,Cottonwood,Minnesota,Donald Trump,Jeb Bush
27035,Crow Wing,Minnesota,Donald Trump,Jeb Bush
27021,Cass,Minnesota,Donald Trump,Scott Walker
27023,Chippewa,Minnesota,Donald Trump,Rand Paul
27025,Chisago,Minnesota,Donald Trump,Scott Walker
27027,Clay,Minnesota,Donald Trump,Scott Walker
27029,Clearwater,Minnesota,Donald Trump,Carly Fiorina
27031,Cook,Minnesota,Donald Trump,Scott Walker
27037,Dakota,Minnesota,Donald Trump,Jeb Bush
27039,Dodge,Minnesota,Donald Trump,Scott Walker
27041,Douglas,Minnesota,Donald Trump,Scott Walker
27043,Faribault,Minnesota,Donald Trump,Scott Walker
27045,Fillmore,Minnesota,Donald Trump,Ted Cruz
27047,Freeborn,Minnesota,Donald Trump,Rand Paul
27049,Goodhue,Minnesota,Donald Trump,Rand Paul
27051,Grant,Minnesota,Donald Trump,Jeb Bush
27083,Lyon,Minnesota,Donald Trump,Ted Cruz
27053,Hennepin,Minnesota,Donald Trump,Jeb Bush
27055,Houston,Minnesota,Scott Walker,Donald Trump
27057,Hubbard,Minnesota,Donald Trump,John Kasich
27059,Isanti,Minnesota,Donald Trump,Ted Cruz
27061,Itasca,Minnesota,Donald Trump,Lindsey Graham
27063,Jackson,Minnesota,Donald Trump,Mike Huckabee
27065,Kanabec,Minnesota,Donald Trump,Jeb Bush
27067,Kandiyohi,Minnesota,Donald Trump,Scott Walker
27069,Kittson,Minnesota,Donald Trump,Scott Walker
27071,Koochiching,Minnesota,Donald Trump,Rand Paul
27073,Lac Qui Parle,Minnesota,Donald Trump,Jeb Bush
27075,Lake,Minnesota,Donald Trump,Ben Carson
27079,Le Sueur,Minnesota,Donald Trump,Rand Paul
27081,Lincoln,Minnesota,Donald Trump,Chris Christie
27085,McLeod,Minnesota,Donald Trump,Scott Walker
27087,Mahnomen,Minnesota,Ted Cruz,Donald Trump
27089,Marshall,Minnesota,Donald Trump,Chris Christie
27091,Martin,Minnesota,Donald Trump,Ted Cruz
27093,Meeker,Minnesota,Rand Paul,Donald Trump
27095,Mille Lacs,Minnesota,Donald Trump,Scott Walker
27097,Morrison,Minnesota,Donald Trump,Jeb Bush
27099,Mower,Minnesota,Donald Trump,Jeb Bush
27101,Murray,Minnesota,Ben Carson,Donald Trump
27103,Nicollet,Minnesota,Donald Trump,Bobby Jindal
27105,Nobles,Minnesota,Donald Trump,Jeb Bush
27107,Norman,Minnesota,Donald Trump,Jeb Bush
27109,Olmsted,Minnesota,Donald Trump,Lindsey Graham
27111,Otter Tail,Minnesota,Donald Trump,Ted Cruz
27113,Pennington,Minnesota,Donald Trump,Rand Paul
27115,Pine,Minnesota,Donald Trump,Scott Walker
27117,Pipestone,Minnesota,Donald Trump,Ben Carson
27119,Polk,Minnesota,Donald Trump,Rand Paul
27121,Pope,Minnesota,Donald Trump,Ted Cruz
27123,Ramsey,Minnesota,Donald Trump,Scott Walker
27125,Red Lake,Minnesota,Donald Trump,Carly Fiorina
27127,Redwood,Minnesota,Donald Trump,Ben Carson
27129,Renville,Minnesota,Donald Trump,Scott Walker
27131,Rice,Minnesota,Donald Trump,Ted Cruz
27133,Rock,Minnesota,Ted Cruz,Donald Trump
27135,Roseau,Minnesota,Donald Trump,Ben Carson
27137,St Louis,Minnesota,John Kasich,Donald Trump
27139,Scott,Minnesota,Donald Trump,Scott Walker
27141,Sherburne,Minnesota,Donald Trump,Scott Walker
27143,Sibley,Minnesota,Donald Trump,Ted Cruz
27145,Stearns,Minnesota,Donald Trump,Scott Walker
27149,Stevens,Minnesota,Donald Trump,Scott Walker
27151,Swift,Minnesota,Donald Trump,Mike Huckabee
27153,Todd,Minnesota,Donald Trump,Scott Walker
27155,Traverse,Minnesota,Donald Trump,Ted Cruz
27157,Wabasha,Minnesota,Donald Trump,Rand Paul
27159,Wadena,Minnesota,Donald Trump,Rand Paul
27161,Waseca,Minnesota,Donald Trump,Ted Cruz
27163,Washington,Minnesota,Donald Trump,Chris Christie
27165,Watonwan,Minnesota,Donald Trump,Lindsey Graham
27167,Wilkin,Minnesota,Donald Trump,Ben Carson
27169,Winona,Minnesota,Donald Trump,Rand Paul
27171,Wright,Minnesota,Donald Trump,Ted Cruz
27173,Yellow Medicine,Minnesota,Donald Trump,Jeb Bush
28001,Adams,Mississippi,Donald Trump,Ted Cruz
28003,Alcorn,Mississippi,Donald Trump,Ted Cruz
28005,Amite,Mississippi,Jeb Bush,Donald Trump
28007,Attala,Mississippi,Donald Trump,Ben Carson
28011,Bolivar,Mississippi,Donald Trump,Jeb Bush
28013,Calhoun,Mississippi,Donald Trump,Ted Cruz
28019,Choctaw,Mississippi,Donald Trump,Jeb Bush
28021,Claiborne,Mississippi,Rand Paul,Carly Fiorina
28023,Clarke,Mississippi,Jeb Bush,Scott Walker
28025,Clay,Mississippi,Donald Trump,Jeb Bush
28027,Coahoma,Mississippi,Donald Trump,Ben Carson
28045,Hancock,Mississippi,Donald Trump,Ben Carson
28029,Copiah,Mississippi,Donald Trump,Ben Carson
28031,Covington,Mississippi,Donald Trump,Rand Paul
28033,De Soto,Mississippi,Donald Trump,Jeb Bush
28035,Forrest,Mississippi,Donald Trump,Ben Carson
28037,Franklin,Mississippi,Donald Trump,Jeb Bush
28041,Greene,Mississippi,Donald Trump,Ted Cruz
28043,Grenada,Mississippi,Donald Trump,Jeb Bush
28047,Harrison,Mississippi,Donald Trump,Jeb Bush
28049,Hinds,Mississippi,Donald Trump,Chris Christie
28051,Holmes,Mississippi,Donald Trump,Bobby Jindal
28053,Humphreys,Mississippi,Donald Trump,Bobby Jindal
28057,Itawamba,Mississippi,Donald Trump,Ben Carson
28059,Jackson,Mississippi,Donald Trump,Scott Walker
28061,Jasper,Mississippi,Donald Trump,Jeb Bush
28067,Jones,Mississippi,Donald Trump,Ben Carson
28069,Kemper,Mississippi,Donald Trump,Carly Fiorina
28071,Lafayette,Mississippi,Donald Trump,Jeb Bush
28073,Lamar,Mississippi,Donald Trump,Marco Rubio
28075,Lauderdale,Mississippi,Donald Trump,Jeb Bush
29025,Caldwell,Missouri,Ben Carson,Donald Trump
28077,Lawrence,Mississippi,Donald Trump,Bobby Jindal
28079,Leake,Mississippi,Donald Trump,Bobby Jindal
28081,Lee,Mississippi,Donald Trump,Ted Cruz
28083,Leflore,Mississippi,Bobby Jindal,Donald Trump
28085,Lincoln,Mississippi,Lindsey Graham,Donald Trump
28087,Lowndes,Mississippi,Donald Trump,Marco Rubio
28107,Panola,Mississippi,Donald Trump,Jeb Bush
29119,Mcdonald,Missouri,Donald Trump,Jeb Bush
28089,Madison,Mississippi,Donald Trump,Jeb Bush
28093,Marshall,Mississippi,Donald Trump,Lindsey Graham
28095,Monroe,Mississippi,Donald Trump,Marco Rubio
28097,Montgomery,Mississippi,Ben Carson,Donald Trump
28099,Neshoba,Mississippi,Lindsey Graham,Donald Trump
28101,Newton,Mississippi,Donald Trump,Mike Huckabee
28103,Noxubee,Mississippi,Donald Trump,Ted Cruz
28105,Oktibbeha,Mississippi,Donald Trump,Jeb Bush
28109,Pearl River,Mississippi,Donald Trump,Ben Carson
28111,Perry,Mississippi,Donald Trump,Bobby Jindal
28113,Pike,Mississippi,Donald Trump,Rand Paul
28115,Pontotoc,Mississippi,Lindsey Graham,Donald Trump
28117,Prentiss,Mississippi,Donald Trump,Rick Perry
28119,Quitman,Mississippi,Donald Trump,Lindsey Graham
28121,Rankin,Mississippi,Donald Trump,Jeb Bush
28123,Scott,Mississippi,Donald Trump,Chris Christie
28127,Simpson,Mississippi,Donald Trump,Chris Christie
28133,Sunflower,Mississippi,Donald Trump,Bobby Jindal
28135,Tallahatchie,Mississippi,Donald Trump,Chris Christie
28137,Tate,Mississippi,Donald Trump,Jeb Bush
28139,Tippah,Mississippi,Donald Trump,Lindsey Graham
28141,Tishomingo,Mississippi,Donald Trump,Marco Rubio
28143,Tunica,Mississippi,Lindsey Graham,Donald Trump
28145,Union,Mississippi,Donald Trump,Marco Rubio
28147,Walthall,Mississippi,Donald Trump,Bobby Jindal
28157,Wilkinson,Mississippi,Donald Trump,Bobby Jindal
28149,Warren,Mississippi,Donald Trump,Jeb Bush
28151,Washington,Mississippi,Donald Trump,Ted Cruz
28153,Wayne,Mississippi,Donald Trump,Scott Walker
28159,Winston,Mississippi,Donald Trump,Carly Fiorina
28161,Yalobusha,Mississippi,Jeb Bush,Bobby Jindal
28163,Yazoo,Mississippi,Donald Trump,Bobby Jindal
29001,Adair,Missouri,Donald Trump,Rand Paul
29003,Andrew,Missouri,Donald Trump,Ben Carson
29005,Atchison,Missouri,Donald Trump,Marco Rubio
29007,Audrain,Missouri,Donald Trump,Ben Carson
29009,Barry,Missouri,Donald Trump,Jeb Bush
29013,Bates,Missouri,Donald Trump,Rand Paul
29015,Benton,Missouri,Ted Cruz,Rand Paul
29017,Bollinger,Missouri,Donald Trump,Ben Carson
29019,Boone,Missouri,Donald Trump,Mike Huckabee
29021,Buchanan,Missouri,Donald Trump,Bobby Jindal
29023,Butler,Missouri,Donald Trump,Jeb Bush
29027,Callaway,Missouri,Donald Trump,Bobby Jindal
29029,Camden,Missouri,Donald Trump,Jeb Bush
29031,Cape Girardeau,Missouri,Donald Trump,Rick Perry
29033,Carroll,Missouri,Donald Trump,Ted Cruz
29037,Cass,Missouri,Donald Trump,Chris Christie
29039,Cedar,Missouri,Rand Paul,Donald Trump
29041,Chariton,Missouri,Donald Trump,Scott Walker
29043,Christian,Missouri,Donald Trump,Chris Christie
29045,Clark,Missouri,Donald Trump,Chris Christie
29047,Clay,Missouri,Donald Trump,Rand Paul
29049,Clinton,Missouri,Donald Trump,Jeb Bush
29085,Hickory,Missouri,Donald Trump,Mike Huckabee
29051,Cole,Missouri,Donald Trump,Chris Christie
29053,Cooper,Missouri,Lindsey Graham,Donald Trump
29055,Crawford,Missouri,Donald Trump,Jeb Bush
29057,Dade,Missouri,Donald Trump,Bobby Jindal
29059,Dallas,Missouri,Rick Perry,Scott Walker
29061,Daviess,Missouri,Donald Trump,Scott Walker
29063,Dekalb,Missouri,Donald Trump,Lindsey Graham
29065,Dent,Missouri,Donald Trump,Scott Walker
29067,Douglas,Missouri,Donald Trump,Jeb Bush
29069,Dunklin,Missouri,Donald Trump,Rand Paul
29071,Franklin,Missouri,Donald Trump,Jeb Bush
29073,Gasconade,Missouri,Donald Trump,Ted Cruz
29075,Gentry,Missouri,Chris Christie,Donald Trump
29077,Greene,Missouri,Donald Trump,Bobby Jindal
29079,Grundy,Missouri,Donald Trump,Rand Paul
29081,Harrison,Missouri,Donald Trump,Scott Walker
29083,Henry,Missouri,Donald Trump,Jeb Bush
29087,Holt,Missouri,Donald Trump,Carly Fiorina
29089,Howard,Missouri,Donald Trump,John Kasich
29091,Howell,Missouri,Donald Trump,Jeb Bush
